t,cmd,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
0.464,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.484,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.504,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.524,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.544,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.564,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.584,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.604,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.624,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.644,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.664,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.684,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.704,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.724,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.744,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.764,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.784,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.804,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.824,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.844,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.864,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.884,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.904,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.924,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.944,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.964,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.984,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.004,W,0.060,0.060,0.000,0.000,0.1338,0.1338,0.0360,0.0360,0.1000,0.1000
1.024,W,0.120,0.120,0.000,0.000,0.1476,0.1476,0.0720,0.0720,0.2000,0.2000
1.044,W,0.180,0.180,0.145,0.145,0.1614,0.1614,-0.3418,-0.3418,0.1000,0.1000
1.064,W,0.240,0.240,0.359,0.359,0.1752,0.1752,-0.6071,-0.6071,0.0000,0.0000
1.084,W,0.300,0.300,0.147,0.293,0.1890,0.1890,0.6241,0.1699,0.1000,0.1000
1.104,W,0.360,0.360,0.145,0.145,0.2028,0.2028,0.1336,0.4999,0.2000,0.2000
1.124,W,0.420,0.420,0.218,0.291,0.2166,0.2166,-0.0626,-0.2881,0.1540,0.1000
1.144,W,0.480,0.480,0.363,0.363,0.2304,0.2304,-0.2908,-0.1090,0.0540,0.1214
1.165,W,0.540,0.540,0.360,0.288,0.2442,0.2442,0.1132,0.3367,0.1540,0.2214
1.185,W,0.600,0.600,0.365,0.438,0.2580,0.2580,0.1299,-0.2767,0.2540,0.1214
1.205,W,0.660,0.660,0.580,0.580,0.2718,0.2718,-0.4908,-0.3083,0.1540,0.0214
1.225,W,0.720,0.720,0.725,0.508,0.2856,0.2856,-0.3658,0.3089,0.0540,0.1214
1.245,W,0.780,0.780,0.648,0.504,0.2994,0.2994,0.2741,0.1762,0.1540,0.2214
1.265,W,0.840,0.840,0.658,0.658,0.3132,0.3132,0.0822,-0.2778,0.2540,0.1214
1.285,W,0.900,0.900,0.798,0.653,0.3270,0.3270,-0.2882,0.1617,0.1540,0.2214
1.305,W,0.960,0.960,0.990,0.707,0.3408,0.3408,-0.4971,0.0169,0.0540,0.3214
1.326,D,0.900,0.900,0.874,0.874,0.3270,0.3270,0.3035,-0.4036,0.1540,0.2214
1.346,D,0.840,0.840,0.964,1.112,0.3132,0.3132,-0.2970,-0.7564,0.0540,0.1214
1.365,D,0.780,0.780,0.943,1.088,0.2994,0.2994,-0.0468,-0.1261,0.1540,0.1733
1.385,D,0.720,0.720,0.943,1.088,0.2856,0.2856,-0.1336,-0.2206,0.1520,0.0733
1.406,D,0.660,0.660,1.088,1.088,0.2718,0.2718,-0.6193,-0.2566,0.0520,0.0152
1.426,D,0.600,0.600,1.058,1.129,0.2580,0.2580,-0.2007,-0.4194,0.0573,-0.0848
1.445,D,0.600,0.540,0.955,0.955,0.2580,0.2442,0.0454,0.1856,0.1573,0.0152
1.465,D,0.600,0.480,1.026,0.733,0.2580,0.2304,-0.4321,0.4045,0.0573,0.1152
1.485,D,0.600,0.420,1.022,0.876,0.2580,0.2166,-0.2433,-0.6315,0.0147,0.0152
1.505,D,0.600,0.360,0.870,0.870,0.2580,0.2028,0.2161,-0.2927,0.1147,-0.0848
1.525,D,0.600,0.300,0.927,0.713,0.2580,0.1890,-0.3379,0.1453,0.0147,0.0152
1.545,D,0.600,0.240,0.886,0.664,0.2580,0.1752,-0.0681,-0.1325,0.1147,0.0427
1.565,D,0.600,0.180,0.870,0.508,0.2580,0.1614,-0.1240,0.1948,0.1340,0.1427
1.585,D,0.600,0.120,0.943,0.580,0.2580,0.1476,-0.3879,-0.4580,0.0340,0.0427
1.605,D,0.600,0.060,0.858,0.715,0.2580,0.1338,0.0570,-0.7304,0.1340,-0.0573
1.625,D,0.600,0.000,0.871,0.508,0.2580,0.0000,-0.1941,0.2132,0.0639,0.0427
1.645,D,0.600,-0.060,0.883,0.368,0.2580,-0.1338,-0.1987,0.0942,0.0593,-0.0396
1.665,D,0.600,-0.120,0.798,0.363,0.2580,-0.1476,0.0931,-0.2769,0.1593,-0.1396
1.684,D,0.600,-0.180,0.858,0.215,0.2580,-0.1614,-0.3060,0.1335,0.0593,-0.0396
1.705,D,0.600,-0.240,0.809,0.000,0.2580,-0.1752,-0.0019,0.3925,0.1593,0.0604
1.725,D,0.600,-0.300,0.798,0.000,0.2580,-0.1890,-0.0926,-0.1800,0.1654,-0.0396
1.744,D,0.600,-0.360,0.798,0.000,0.2580,-0.2028,-0.1178,-0.2160,0.1402,-0.1396
1.765,D,0.600,-0.420,0.867,-0.072,0.2580,-0.2166,-0.3331,-0.0280,0.0402,-0.2396
1.785,D,0.600,-0.480,0.728,-0.218,0.2580,-0.2304,0.2700,0.2087,0.1402,-0.1396
1.805,D,0.600,-0.540,0.653,-0.435,0.2580,-0.2442,0.1569,0.4790,0.2402,-0.0396
1.825,D,0.600,-0.600,0.725,-0.290,0.2580,-0.2580,-0.2567,-0.5486,0.1402,-0.1396
1.845,D,0.600,-0.600,0.860,-0.358,0.2580,-0.2580,-0.4920,0.0252,0.0402,-0.2328
1.865,D,0.600,-0.600,0.735,-0.441,0.2580,-0.2580,0.2317,0.1110,0.1402,-0.1470
1.885,D,0.600,-0.600,0.653,-0.508,0.2580,-0.2580,0.1733,0.1119,0.2402,-0.1461
1.905,D,0.600,-0.600,0.726,-0.508,0.2580,-0.2580,-0.2573,-0.0548,0.1402,-0.2461
1.925,D,0.600,-0.600,0.783,-0.640,0.2580,-0.2580,-0.2522,0.3552,0.0402,-0.1461
1.945,D,0.600,-0.600,0.731,-0.731,0.2580,-0.2580,0.0495,0.3063,0.1402,-0.0461
1.966,D,0.600,-0.600,0.657,-0.657,0.2580,-0.2580,0.1512,-0.1513,0.2402,-0.1461
1.985,D,0.600,-0.600,0.799,-0.654,0.2580,-0.2580,-0.4743,0.0240,0.1402,-0.2340
2.006,D,0.600,-0.600,0.848,-0.777,0.2580,-0.2580,-0.2699,0.4143,0.0402,-0.1340
2.026,D,0.600,-0.600,0.733,-0.806,0.2580,-0.2580,0.2078,0.1957,0.1402,-0.0623
2.045,D,0.600,-0.600,0.724,-0.724,0.2580,-0.2580,-0.0527,-0.1306,0.2053,-0.1623
2.065,D,0.600,-0.600,0.659,-0.732,0.2580,-0.2580,0.1265,0.1008,0.3053,-0.1572
2.086,D,0.600,-0.600,0.870,-0.798,0.2580,-0.2580,-0.6903,0.2822,0.2053,-0.0572
2.106,D,0.600,-0.600,0.950,-0.731,0.2580,-0.2580,-0.4105,-0.0882,0.1053,-0.1572
2.126,D,0.600,-0.600,0.944,-0.799,0.2580,-0.2580,-0.1912,0.2893,0.0668,-0.0572
2.146,D,0.600,-0.600,0.874,-0.728,0.2580,-0.2580,0.0114,-0.1000,0.1668,-0.1572
2.165,D,0.600,-0.600,0.798,-0.725,0.2580,-0.2580,0.0712,0.0682,0.2668,-0.1898
2.185,D,0.600,-0.600,0.871,-0.725,0.2580,-0.2580,-0.3437,0.0753,0.1668,-0.1827
2.206,D,0.600,-0.600,1.015,-0.870,0.2580,-0.2580,-0.6087,0.5221,0.0668,-0.0827
2.226,D,0.600,-0.600,0.944,-0.799,0.2580,-0.2580,-0.0290,-0.0586,0.1668,-0.1827
2.246,D,0.600,-0.600,0.871,-0.871,0.2580,-0.2580,0.0206,0.3423,0.2668,-0.0827
2.265,D,0.600,-0.600,0.943,-0.798,0.2580,-0.2580,-0.3868,-0.0628,0.1668,-0.1827
2.286,D,0.600,-0.600,1.016,-0.871,0.2580,-0.2580,-0.4317,0.3444,0.0668,-0.0827
2.306,D,0.600,-0.600,0.941,-0.941,0.2580,-0.2580,-0.0167,0.3796,0.1668,0.0173
2.326,D,0.600,-0.600,0.873,-0.800,0.2580,-0.2580,0.0070,-0.2323,0.2650,-0.0827
2.346,D,0.600,-0.600,0.943,-0.725,0.2580,-0.2580,-0.3823,-0.1108,0.1650,-0.1827
2.367,D,0.600,-0.600,1.015,-0.725,0.2580,-0.2580,-0.4302,0.0749,0.0650,-0.1831
2.385,D,0.600,-0.600,0.943,-0.870,0.2580,-0.2580,-0.0247,0.5253,0.1650,-0.0831
2.406,D,0.600,-0.600,0.943,-0.798,0.2580,-0.2580,-0.2065,-0.0621,0.0650,-0.1831
2.425,D,0.600,-0.600,0.943,-0.798,0.2580,-0.2580,-0.2052,0.1182,0.0528,-0.1398
2.445,D,0.600,-0.600,0.798,-0.871,0.2580,-0.2580,0.2434,0.3444,0.1528,-0.0398
2.465,D,0.600,-0.600,0.798,-0.871,0.2580,-0.2580,-0.1186,0.1620,0.1394,-0.0960
2.485,D,0.600,-0.600,0.798,-0.725,0.2580,-0.2580,-0.1186,-0.2875,0.1394,-0.1960
2.506,D,0.600,-0.600,0.725,-0.798,0.2580,-0.2580,0.1062,0.2998,0.2394,-0.0960
2.526,D,0.600,-0.600,0.798,-0.871,0.2580,-0.2580,-0.3004,0.3439,0.1394,0.0040
2.546,D,0.600,-0.600,0.943,-0.798,0.2580,-0.2580,-0.5686,-0.0622,0.0394,-0.0960
2.565,A,0.540,-0.540,0.795,-0.650,0.2442,-0.2442,0.2176,-0.3030,0.1394,-0.1960
2.585,A,0.480,-0.480,0.728,-0.728,0.2304,-0.2304,0.0191,0.3421,0.2394,-0.0960
2.605,A,0.420,-0.420,0.794,-0.794,0.2166,-0.2166,-0.3906,0.3908,0.1394,0.0040
2.625,W,0.480,-0.360,0.871,-0.654,0.2304,-0.2028,-0.4278,-0.1757,0.0394,-0.0960
2.645,W,0.540,-0.300,0.801,-0.655,0.2442,-0.1890,0.0194,0.2177,0.1394,0.0040
2.665,W,0.600,-0.240,0.725,-0.653,0.2580,-0.1752,0.1137,0.2415,0.2394,0.0663
2.685,W,0.660,-0.180,0.798,-0.508,0.2718,-0.1614,-0.2646,-0.1656,0.1394,-0.0337
2.705,W,0.720,-0.120,0.798,-0.363,0.2856,-0.1476,-0.0462,-0.2174,0.2394,-0.1337
2.725,W,0.780,-0.060,0.798,-0.363,0.2994,-0.1338,-0.0110,0.1816,0.2884,-0.0337
2.745,W,0.840,-0.000,0.943,-0.508,0.3132,0.0000,-0.4231,0.6667,0.1884,0.0663
2.765,W,0.900,0.060,0.943,-0.290,0.3270,0.1338,-0.0272,-0.3333,0.2884,-0.0337
2.785,W,0.960,0.120,1.016,-0.218,0.3408,0.1476,-0.2149,0.0212,0.1884,0.0663
2.805,W,1.020,0.180,1.088,-0.145,0.3546,0.1614,-0.2215,0.0136,0.1331,0.1663
2.825,W,1.080,0.240,1.016,0.000,0.3684,0.1752,0.2195,-0.2187,0.2331,0.0663
2.846,W,1.140,0.300,0.943,0.145,0.3822,0.1890,0.2998,-0.2697,0.3331,-0.0337
2.865,W,1.200,0.360,1.088,0.073,0.3960,0.2028,-0.2963,0.3538,0.2331,0.0663
2.885,W,1.260,0.420,1.233,0.073,0.4098,0.2166,-0.3459,0.2085,0.1331,0.1663
2.905,W,1.320,0.480,1.161,0.073,0.4236,0.2304,0.2765,0.2445,0.2331,0.2663
2.926,W,1.380,0.540,1.161,0.363,0.4374,0.2442,0.1318,-0.6191,0.3331,0.1663
2.946,W,1.440,0.600,1.161,0.580,0.4512,0.2580,0.1679,-0.5320,0.4331,0.0663
2.966,W,1.500,0.660,1.373,0.506,0.4650,0.2718,-0.4556,0.2783,0.3331,0.1663
2.986,W,1.560,0.720,1.523,0.580,0.4788,0.2856,-0.3510,-0.1013,0.2331,0.1843
3.006,W,1.620,0.780,1.586,0.649,0.4926,0.2994,-0.1378,-0.0931,0.3331,0.2063
3.027,W,1.680,0.840,1.520,0.724,0.5064,0.3132,0.2620,-0.1174,0.4331,0.1958
3.047,W,1.740,0.900,1.602,0.874,0.5202,0.3270,-0.1243,-0.3601,0.3959,0.0958
3.067,W,1.800,0.960,1.684,0.952,0.5340,0.3408,-0.1354,-0.1902,0.3986,0.1506
3.087,W,1.800,1.020,1.775,0.923,0.5340,0.3546,-0.2103,0.1315,0.3237,0.2506
3.107,W,1.800,1.080,1.830,0.952,0.5340,0.3684,-0.1575,0.0043,0.3765,0.3506
3.128,W,1.800,1.140,1.877,1.155,0.5340,0.3822,-0.1615,-0.5165,0.3725,0.2506
3.148,W,1.800,1.200,1.891,1.309,0.5340,0.3960,-0.0903,-0.4510,0.4437,0.1506
3.169,W,1.800,1.260,1.912,1.324,0.5340,0.4098,-0.1192,-0.0743,0.4148,0.2506
3.190,W,1.800,1.320,2.026,1.375,0.5340,0.4236,-0.4202,-0.1602,0.3148,0.2634
3.210,W,1.800,1.380,2.006,1.433,0.5340,0.4374,-0.0745,-0.1775,0.4148,0.2599
3.230,W,1.800,1.440,2.063,1.547,0.5340,0.4512,-0.3003,-0.3503,0.3148,0.1599
3.250,W,1.800,1.500,2.108,1.454,0.5340,0.4650,-0.2982,0.2607,0.2358,0.2599
3.270,W,1.800,1.560,2.031,1.523,0.5340,0.4788,0.0538,-0.1517,0.3358,0.3271
3.292,W,1.800,1.620,2.075,1.591,0.5340,0.4926,-0.2734,-0.1502,0.2606,0.3424
3.312,W,1.800,1.680,2.117,1.606,0.5340,0.5064,-0.2954,0.0064,0.2386,0.4424
3.332,W,1.800,1.740,1.993,1.771,0.5340,0.5202,0.1948,-0.4325,0.3386,0.3424
3.354,W,1.800,1.800,2.023,1.879,0.5340,0.5340,-0.2102,-0.3157,0.3238,0.2424
3.375,W,1.800,1.800,2.012,1.943,0.5340,0.5340,-0.0989,-0.2450,0.4238,0.2890
3.393,W,1.800,1.800,2.099,1.944,0.5340,0.5340,-0.3983,-0.0900,0.3238,0.3890
3.416,W,1.800,1.800,2.085,1.941,0.5340,0.5340,-0.1359,-0.0783,0.3981,0.4557
3.437,W,1.800,1.800,2.116,2.043,0.5340,0.5340,-0.2652,-0.3986,0.2981,0.3557
3.457,W,1.800,1.800,2.187,2.115,0.5340,0.5340,-0.4114,-0.3687,0.1981,0.2557
3.478,W,1.800,1.800,2.113,2.185,0.5340,0.5340,-0.0010,-0.4082,0.2981,0.1557
3.497,W,1.800,1.800,2.106,2.179,0.5340,0.5340,-0.1684,-0.2113,0.3656,0.2557
3.518,W,1.800,1.800,2.106,2.107,0.5340,0.5340,-0.1838,-0.0030,0.3502,0.3557
3.539,W,1.800,1.800,2.123,2.123,0.5340,0.5340,-0.2363,-0.2356,0.2977,0.2984
3.560,W,1.800,1.800,2.086,2.158,0.5340,0.5340,-0.0794,-0.3027,0.3977,0.2313
3.581,W,1.800,1.800,2.170,2.102,0.5340,0.5340,-0.4307,-0.0399,0.2977,0.3313
3.602,W,1.800,1.800,2.162,2.163,0.5340,0.5340,-0.1985,-0.3694,0.3355,0.2313
3.622,W,1.800,1.800,2.159,2.089,0.5340,0.5340,-0.2069,0.0096,0.3271,0.3313
3.645,W,1.800,1.800,2.187,2.121,0.5340,0.5340,-0.3018,-0.2705,0.2322,0.2635
3.663,W,1.800,1.800,2.182,2.182,0.5340,0.5340,-0.2185,-0.3834,0.3155,0.1635
3.684,W,1.800,1.800,2.208,2.135,0.5340,0.5340,-0.3102,-0.0829,0.2238,0.2635
3.704,W,1.800,1.800,2.118,2.118,0.5340,0.5340,0.0363,-0.1473,0.3238,0.3635
3.725,W,1.800,1.800,2.088,2.088,0.5340,0.5340,-0.0989,-0.0996,0.4238,0.4344
3.747,W,1.800,1.800,2.153,2.076,0.5340,0.5340,-0.3730,-0.1341,0.3238,0.3999
3.768,W,1.800,1.800,2.179,2.179,0.5340,0.5340,-0.2941,-0.4863,0.2399,0.2999
3.790,W,1.800,1.800,2.138,2.207,0.5340,0.5340,-0.0983,-0.3122,0.3399,0.2218
3.809,W,1.800,1.800,2.139,2.206,0.5340,0.5340,-0.2062,-0.2412,0.3278,0.2928
3.831,W,1.800,1.800,2.161,2.161,0.5340,0.5340,-0.2730,-0.1053,0.2610,0.3928
3.850,W,1.800,1.800,2.140,2.140,0.5340,0.5340,-0.1503,-0.1504,0.3610,0.3836
3.872,W,1.800,1.800,2.150,2.220,0.5340,0.5340,-0.2356,-0.4515,0.2984,0.2836
3.893,W,1.800,1.800,2.142,2.210,0.5340,0.5340,-0.1836,-0.2231,0.3504,0.3109
3.918,W,1.800,1.800,2.147,2.216,0.5340,0.5340,-0.2210,-0.2634,0.3130,0.2706
3.933,W,1.800,1.800,2.133,2.189,0.5340,0.5340,-0.1640,-0.1649,0.3700,0.3691
3.953,W,1.800,1.800,2.097,2.097,0.5340,0.5340,-0.0893,0.0510,0.4447,0.4691
3.975,W,1.800,1.800,2.137,2.137,0.5340,0.5340,-0.3029,-0.3027,0.3447,0.3691
3.997,W,1.800,1.800,2.177,2.247,0.5340,0.5340,-0.3267,-0.5442,0.2447,0.2691
4.024,W,1.800,1.800,2.105,2.246,0.5340,0.5340,-0.0027,-0.2628,0.3447,0.2712
4.048,W,1.800,1.800,2.243,2.298,0.5340,0.5340,-0.6110,-0.4293,0.2447,0.1712
4.071,W,1.800,1.800,2.175,2.233,0.5340,0.5340,-0.0549,-0.0964,0.3447,0.2712
4.089,W,1.800,1.800,2.238,2.238,0.5340,0.5340,-0.4193,-0.2753,0.2447,0.2587
4.111,W,1.800,1.800,2.161,2.161,0.5340,0.5340,-0.0251,-0.0243,0.3447,0.3587
4.130,W,1.800,1.800,2.219,2.143,0.5340,0.5340,-0.3949,-0.1599,0.2447,0.3741
4.154,W,1.800,1.800,2.171,2.231,0.5340,0.5340,-0.1023,-0.4792,0.3447,0.2741
4.172,W,1.800,1.800,2.074,2.233,0.5340,0.5340,0.0775,-0.2661,0.4447,0.2679
4.193,W,1.800,1.800,2.154,2.298,0.5340,0.5340,-0.4142,-0.4612,0.3447,0.1679
4.214,W,1.800,1.800,2.162,2.162,0.5340,0.5340,-0.2370,0.1225,0.2970,0.2679
4.233,W,1.800,1.800,2.183,2.115,0.5340,0.5340,-0.2816,-0.0708,0.2524,0.3679
4.254,W,1.800,1.800,2.201,2.125,0.5340,0.5340,-0.2848,-0.2193,0.2492,0.3147
4.270,W,1.800,1.800,2.085,2.159,0.5340,0.5340,0.1182,-0.3025,0.3492,0.2315
4.292,W,1.800,1.800,2.115,2.187,0.5340,0.5340,-0.2626,-0.3022,0.2714,0.2318
4.309,W,1.800,1.800,2.194,2.128,0.5340,0.5340,-0.4358,-0.0480,0.1714,0.3318
4.335,W,1.800,1.800,2.137,2.137,0.5340,0.5340,-0.0604,-0.2264,0.2714,0.3076
4.370,W,1.800,1.800,1.737,1.806,0.5340,0.5340,1.0000,0.8245,0.3714,0.4076
4.430,W,1.800,1.800,1.831,1.864,0.5340,0.5340,-0.2553,-0.1817,0.2787,0.3523
4.478,W,1.800,1.800,1.969,2.085,0.5340,0.5340,-0.4444,-0.7235,0.1787,0.2523
4.519,W,1.800,1.800,2.171,2.330,0.5340,0.5340,-0.7295,-0.9320,0.0787,0.1523
4.546,W,1.800,1.800,2.171,2.488,0.5340,0.5340,-0.2216,-0.8062,0.1787,0.0523
4.565,W,1.800,1.800,2.101,2.402,0.5340,0.5340,-0.0065,-0.1457,0.2787,0.1523
4.584,D,1.740,1.740,2.045,2.318,0.5202,0.5202,-0.0428,-0.1372,0.3787,0.2523
4.600,D,1.680,1.680,2.014,2.092,0.5064,0.5064,-0.1240,0.3170,0.3824,0.3523
4.622,D,1.620,1.620,1.927,1.996,0.4926,0.4926,0.0331,0.0141,0.4824,0.4523
4.643,D,1.560,1.560,1.998,2.146,0.4788,0.4788,-0.4401,-0.7271,0.3824,0.3523
4.666,D,1.500,1.500,2.106,2.106,0.4650,0.4650,-0.6330,-0.2632,0.2824,0.2523
4.685,D,1.440,1.440,2.036,2.182,0.4512,0.4512,-0.1832,-0.6335,0.2680,0.1523
4.703,D,1.380,1.380,2.058,2.132,0.4374,0.4374,-0.4611,-0.3261,0.1680,0.1113
4.720,D,1.320,1.320,2.042,2.042,0.4236,0.4236,-0.3944,-0.2103,0.0680,0.2113
4.742,D,1.260,1.260,1.961,1.961,0.4098,0.4098,-0.2158,-0.2158,0.1680,0.1940
4.760,D,1.200,1.200,1.911,2.053,0.3960,0.3960,-0.3041,-0.7422,0.0919,0.0940
4.779,D,1.140,1.140,1.910,1.910,0.3822,0.3822,-0.4572,-0.1046,-0.0081,0.1940
4.798,D,1.080,1.080,1.747,1.892,0.3684,0.3684,0.0074,-0.4431,0.0919,0.0940
4.818,D,1.020,1.020,1.599,1.889,0.3546,0.3546,0.0229,-0.5143,0.1919,-0.0060
4.837,D,0.960,0.960,1.683,1.756,0.3408,0.3408,-0.6432,-0.1434,0.0919,0.0940
4.857,W,1.020,1.020,1.600,1.672,0.3546,0.3546,-0.1406,-0.1828,0.1919,0.1718
4.876,W,1.080,1.080,1.597,1.670,0.3684,0.3684,-0.3041,-0.3476,0.0919,0.0718
4.898,W,1.140,1.140,1.586,1.586,0.3822,0.3822,-0.2399,-0.0582,0.1423,0.1718
4.918,W,1.200,1.200,1.469,1.542,0.3960,0.3960,0.1313,-0.0965,0.2423,0.2718
4.938,W,1.260,1.260,1.496,1.638,0.4098,0.4098,-0.2083,-0.4663,0.2015,0.1718
4.958,W,1.320,1.320,1.514,1.586,0.4236,0.4236,-0.1612,-0.0283,0.2624,0.2718
4.978,W,1.380,1.380,1.562,1.636,0.4374,0.4374,-0.2304,-0.2808,0.2070,0.1718
4.999,W,1.440,1.440,1.548,1.619,0.4512,0.4512,-0.0309,-0.0632,0.3070,0.2718
5.016,W,1.500,1.500,1.562,1.711,0.4650,0.4650,-0.0707,-0.3563,0.3943,0.1718
5.041,W,1.560,1.560,1.729,1.657,0.4788,0.4788,-0.5196,0.0763,0.2943,0.2718
5.061,W,1.620,1.620,1.692,1.692,0.4926,0.4926,0.0497,-0.1310,0.3943,0.3616
5.078,W,1.680,1.680,1.813,1.740,0.5064,0.5064,-0.3822,-0.1563,0.2943,0.3501
5.098,W,1.740,1.740,1.885,1.813,0.5202,0.5202,-0.2674,-0.2252,0.2528,0.2950
5.118,W,1.800,1.800,1.904,1.834,0.5340,0.5340,-0.1100,-0.0721,0.3528,0.3950
5.142,W,1.800,1.800,1.829,1.902,0.5340,0.5340,0.1698,-0.2331,0.4528,0.3009
5.160,W,1.800,1.800,1.943,1.943,0.5340,0.5340,-0.3698,-0.1869,0.3528,0.3471
5.182,W,1.800,1.800,2.032,1.960,0.5340,0.5340,-0.3633,-0.1387,0.2528,0.3953
5.203,W,1.800,1.800,1.993,2.064,0.5340,0.5340,-0.0183,-0.4200,0.3528,0.2953
5.223,W,1.800,1.800,2.019,2.090,0.5340,0.5340,-0.1943,-0.2391,0.3397,0.2949
