t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
4.072,0.000,1.800,-2.451,-2.471,0.0273,0.9822,0.9000,0.0000,0.0500,
4.143,0.000,2.000,-2.427,-2.466,0.0121,0.9870,0.9000,0.0000,0.0500,
4.231,0.000,2.200,-2.411,-2.510,0.0185,1.0000,0.9000,0.0000,0.0500,
4.303,0.000,2.400,-2.398,-2.524,0.0138,1.0000,0.9000,0.0000,0.0500,
4.385,0.000,2.600,-2.375,-2.516,-0.0309,0.9799,0.9000,0.0000,0.0500,
4.472,0.000,2.800,-2.385,-2.543,0.0589,1.0000,0.9000,0.0000,0.0500,
4.550,0.000,3.000,-2.422,-2.474,0.1602,0.8295,0.9000,0.0000,0.0500,
4.627,0.000,3.200,-2.412,-2.505,0.0339,1.0000,0.9000,0.0000,0.0500,
4.709,0.000,3.400,-2.391,-2.523,-0.0108,1.0000,0.9000,0.0000,0.0500,
4.780,0.000,3.600,-2.384,-2.526,0.0167,1.0000,0.9000,0.0000,0.0500,
4.852,0.000,3.800,-2.318,-2.568,-0.1924,1.0000,0.9000,0.0000,0.0500,
4.924,0.000,3.800,-2.294,-2.631,-0.1045,1.0000,0.9000,0.0000,0.0500,
5.001,0.000,4.000,-2.220,-2.684,-0.3013,1.0000,0.9000,0.0000,0.0500,
5.068,0.000,4.200,-2.060,-2.834,-0.6577,1.0000,0.9000,0.0000,0.0500,
5.140,0.000,4.400,-1.859,-3.052,-0.9388,1.0000,0.9000,0.0000,0.0500,
5.217,0.000,4.600,-1.644,-3.228,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.283,0.000,4.800,-1.387,-3.516,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.344,0.000,5.000,-1.027,-3.876,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.411,0.000,5.000,-0.799,-4.129,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.479,0.000,5.200,-1.041,-3.562,-0.1781,-0.7466,0.9000,0.0000,0.0500,
5.560,0.000,5.400,-1.163,-3.722,-0.3662,1.0000,0.9000,0.0000,0.0500,
5.631,0.000,5.600,-0.802,-4.100,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.693,0.000,5.800,-0.041,-4.433,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.770,0.000,6.000,0.891,-4.009,-1.0000,-0.2599,0.9000,0.0000,0.0500,
5.841,0.000,6.200,1.549,-3.344,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.903,0.000,6.200,2.166,-2.760,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.975,0.000,6.400,2.359,-2.534,-1.0000,-0.7342,0.9000,0.0000,0.0500,
6.051,0.000,6.600,2.438,-2.458,-1.0000,-0.2458,0.9000,0.0000,0.0500,
6.127,0.000,6.800,2.441,-2.460,-1.0000,0.1292,0.9000,0.0000,0.0500,
6.200,0.000,7.000,2.468,-2.447,-1.0000,0.2610,0.9000,0.0000,0.0500,
6.277,0.000,7.200,2.484,-2.447,-1.0000,0.4727,0.9000,0.0000,0.0500,
6.363,0.000,7.400,2.424,-2.443,-0.7955,0.6388,0.9000,0.0000,0.0500,
6.445,0.000,7.600,3.552,0.071,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.533,0.000,7.800,2.765,-2.144,1.0000,1.0000,0.9000,0.0000,0.0500,
6.605,0.000,8.000,2.472,-2.440,0.7055,1.0000,0.9000,0.0000,0.0500,
6.687,0.000,8.000,2.667,-2.254,-0.6924,0.3655,0.9000,0.0000,0.0500,
6.774,0.000,8.200,3.561,0.386,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.839,0.000,8.400,2.590,2.345,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.916,0.000,8.600,2.470,2.426,0.2819,-1.0000,0.9000,0.0000,0.0500,
6.998,0.000,8.800,2.513,2.418,-0.1630,-0.6869,0.9000,0.0000,0.0500,
7.075,0.000,9.000,2.631,2.295,-0.4565,-0.1069,0.9000,0.0000,0.0500,
7.157,0.000,9.200,3.579,1.314,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.223,0.000,9.400,3.643,-1.249,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.300,0.000,9.600,2.779,-2.113,1.0000,1.0000,0.9000,0.0000,0.0500,
7.386,0.000,9.800,2.848,-2.061,-0.4574,0.8708,0.9000,0.0000,0.0500,
7.473,0.000,10.000,-0.842,0.259,1.0000,-1.0000,0.9000,0.0000,0.0500,
7.544,0.000,10.200,-2.327,-2.588,1.0000,1.0000,0.9000,0.0000,0.0500,
7.620,0.000,10.400,1.293,-3.427,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.697,0.000,10.600,1.845,0.799,-1.0000,-1.0000,0.9000,0.0000,0.0500,
7.775,0.000,10.800,-2.144,2.765,1.0000,-1.0000,0.9000,0.0000,0.0500,
7.851,0.000,11.000,-1.857,3.058,0.0247,-1.0000,0.9000,0.0000,0.0500,
7.933,0.000,11.000,0.478,3.863,-1.0000,-1.0000,0.9000,0.0000,0.0500,
8.015,0.000,11.200,2.824,1.712,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.086,0.000,11.400,2.639,-2.265,-0.3712,1.0000,0.9000,0.0000,0.0500,
8.157,0.000,11.600,-1.300,-3.346,1.0000,1.0000,0.9000,0.0000,0.0500,
8.228,0.000,11.800,-0.106,-3.965,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.325,0.000,12.000,-2.634,-0.574,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.412,0.000,12.200,-1.032,-2.288,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.503,0.000,12.400,2.902,-0.529,-1.0000,-1.0000,0.9000,0.0000,0.0500,
8.571,0.000,12.600,-1.614,3.128,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.642,0.000,12.800,-1.602,3.244,0.9599,-1.0000,0.9000,0.0000,0.0500,
8.734,0.000,13.000,1.965,2.957,-1.0000,0.2309,0.9000,0.0000,0.0500,
8.801,0.000,13.200,3.059,0.000,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.866,0.000,13.200,2.069,-2.840,1.0000,1.0000,0.9000,0.0000,0.0500,
8.938,0.000,13.200,0.067,-3.625,1.0000,1.0000,0.9000,0.0000,0.0500,
9.029,0.000,13.200,0.923,-3.303,-1.0000,-0.0955,0.9000,0.0000,0.0500,
9.121,0.000,13.200,0.049,0.807,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.213,0.000,13.200,2.950,-0.256,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.300,0.000,13.200,-2.005,2.924,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.386,0.000,13.200,-0.331,3.015,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.463,0.000,13.200,3.259,-0.673,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.535,0.000,13.200,-1.737,-3.111,1.0000,1.0000,0.9000,0.0000,0.0500,
9.606,0.000,13.200,-1.926,-2.929,1.0000,0.3806,0.9000,0.0000,0.0500,
9.693,0.000,13.200,2.116,-2.767,-1.0000,0.2868,0.9000,0.0000,0.0500,
9.783,0.000,13.200,0.129,1.098,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.865,0.000,13.200,-0.915,0.233,1.0000,1.0000,0.9000,0.0000,0.0500,
9.952,0.000,13.200,2.241,2.685,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.049,0.000,13.200,1.181,-2.362,1.0000,1.0000,0.9000,0.0000,0.0500,
10.115,0.000,13.200,-2.242,-2.679,1.0000,1.0000,0.9000,0.0000,0.0500,
10.192,0.000,13.200,1.478,-3.348,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.284,0.000,13.200,-2.551,-0.283,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.376,0.000,13.200,-1.781,-0.636,-1.0000,0.1994,0.9000,0.0000,0.0500,
10.468,0.000,13.200,-1.708,0.914,0.0564,-1.0000,0.9000,0.0000,0.0500,
10.555,0.000,13.200,-1.383,-2.931,-0.8627,1.0000,0.9000,0.0000,0.0500,
10.645,0.000,13.200,0.048,-2.449,-1.0000,-0.6403,0.9000,0.0000,0.0500,
10.721,0.000,13.200,2.382,2.115,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.788,0.000,13.200,2.171,2.761,-0.2828,-1.0000,0.9000,0.0000,0.0500,
10.875,0.000,13.200,3.249,-1.239,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.951,0.000,13.200,3.429,1.237,-1.0000,-1.0000,0.9000,0.0000,0.0500,
11.028,0.000,13.200,2.541,2.371,1.0000,-1.0000,0.9000,0.0000,0.0500,
11.095,0.000,13.200,2.411,2.524,0.2399,-1.0000,0.9000,0.0000,0.0500,
11.186,0.000,13.200,3.357,-0.794,-1.0000,1.0000,0.9000,0.0000,0.0500,
11.282,0.000,13.200,1.561,2.064,1.0000,-1.0000,0.9000,0.0000,0.0500,
11.344,0.000,13.200,-2.094,2.847,1.0000,-1.0000,0.9000,0.0000,0.0500,
11.436,0.000,13.200,1.727,1.637,-1.0000,1.0000,0.9000,0.0000,0.0500,
11.512,0.000,13.200,-2.428,0.261,1.0000,1.0000,0.9000,0.0000,0.0500,
11.593,0.000,13.200,-1.388,2.985,-1.0000,-1.0000,0.9000,0.0000,0.0500,
11.652,0.000,13.200,-0.183,-2.376,-1.0000,1.0000,0.9000,0.0000,0.0500,
11.693,0.000,13.200,1.464,-2.431,-1.0000,1.0000,0.9000,0.0000,0.0500,
11.732,0.000,13.200,3.531,-0.577,-1.0000,-1.0000,0.9000,0.0000,0.0500,
11.735,0.000,13.200,2.538,-1.984,1.0000,1.0000,0.9000,0.0000,0.0500,
11.755,0.000,13.200,0.000,0.000,1.0000,-1.0000,0.9000,0.0000,0.0500,
11.835,0.000,13.200,1.730,-1.490,-1.0000,1.0000,0.9000,0.0000,0.0500,
11.851,0.000,13.200,-0.508,-0.428,1.0000,-1.0000,0.9000,0.0000,0.0500,
11.859,0.000,13.200,1.310,2.081,-1.0000,-1.0000,0.9000,0.0000,0.0500,
11.884,0.000,13.200,0.767,0.977,1.0000,1.0000,0.9000,0.0000,0.0500,
11.902,0.000,13.200,1.151,1.422,-1.0000,-1.0000,0.9000,0.0000,0.0500,
11.920,0.000,13.200,0.400,0.480,1.0000,1.0000,0.9000,0.0000,0.0500,
11.939,0.000,13.200,0.146,0.802,1.0000,-0.6542,0.9000,0.0000,0.0500,
11.961,0.000,13.200,-1.173,0.367,1.0000,1.0000,0.9000,0.0000,0.0500,
11.982,0.000,13.200,-2.038,0.773,1.0000,-0.8384,0.9000,0.0000,0.0500,
12.003,0.000,13.200,-2.334,-0.075,1.0000,1.0000,0.9000,0.0000,0.0500,
12.023,0.000,13.200,-2.720,0.349,1.0000,-0.5015,0.9000,0.0000,0.0500,
12.043,0.000,13.200,-2.781,-0.376,1.0000,1.0000,0.9000,0.0000,0.0500,
12.066,0.000,13.200,-2.912,0.073,1.0000,-0.5249,0.9000,0.0000,0.0500,
12.083,0.000,13.200,-2.969,-0.724,1.0000,1.0000,0.9000,0.0000,0.0500,
12.110,0.000,13.200,-2.966,-0.289,0.9882,-0.4787,0.9000,0.0000,0.0500,
12.129,0.000,13.200,-3.004,-1.001,1.0000,1.0000,0.9000,0.0000,0.0500,
12.153,0.000,13.200,-3.051,-0.872,1.0000,0.5595,0.9000,0.0000,0.0500,
12.172,0.000,13.200,-2.819,-1.373,0.2118,1.0000,0.9000,0.0000,0.0500,
12.206,0.000,13.200,-2.619,-1.673,0.1109,1.0000,0.9000,0.0000,0.0500,
12.246,0.000,13.200,-2.570,-2.083,0.4454,1.0000,0.9000,0.0000,0.0500,
12.296,0.000,13.200,-2.379,-2.410,-0.0827,1.0000,0.9000,0.0000,0.0500,
12.353,0.000,13.200,-2.266,-2.538,0.0126,1.0000,0.9000,0.0000,0.0500,
12.417,0.000,13.200,-2.021,-2.809,-0.5408,1.0000,0.9000,0.0000,0.0500,
12.464,0.000,13.200,-1.781,-3.116,-0.7432,1.0000,0.9000,0.0000,0.0500,
12.515,0.000,13.200,0.215,-3.930,-1.0000,1.0000,0.9000,0.0000,0.0500,
12.567,0.000,13.200,1.868,-2.919,-1.0000,-1.0000,0.9000,0.0000,0.0500,
12.617,0.000,13.200,2.301,-2.572,-1.0000,-1.0000,0.9000,0.0000,0.0500,
12.659,0.000,13.200,3.060,-1.607,-1.0000,-1.0000,0.9000,0.0000,0.0500,
12.710,0.000,13.200,3.009,1.792,-0.8265,-1.0000,0.9000,0.0000,0.0500,
12.784,0.000,13.200,2.605,2.271,0.4197,-1.0000,0.9000,0.0000,0.0500,
12.846,0.000,13.200,2.476,2.439,-0.1518,-1.0000,0.9000,0.0000,0.0500,
12.900,0.000,13.200,1.542,3.311,1.0000,-1.0000,0.9000,0.0000,0.0500,
12.936,0.000,13.200,0.420,4.385,1.0000,-1.0000,0.9000,0.0000,0.0500,
12.982,0.000,13.200,-1.357,3.393,1.0000,1.0000,0.9000,0.0000,0.0500,
13.023,0.000,13.200,-2.124,2.630,1.0000,1.0000,0.9000,0.0000,0.0500,
13.063,0.000,13.200,-3.228,0.965,1.0000,1.0000,0.9000,0.0000,0.0500,
13.109,0.000,13.200,-2.868,-1.900,-0.2260,1.0000,0.9000,0.0000,0.0500,
13.157,0.000,13.200,-2.522,-2.249,-0.4997,1.0000,0.9000,0.0000,0.0500,
13.210,0.000,13.200,-1.951,-2.838,-1.0000,1.0000,0.9000,0.0000,0.0500,
13.255,0.000,13.200,0.331,-3.533,-1.0000,1.0000,0.9000,0.0000,0.0500,
13.307,0.000,13.200,1.938,-2.806,-1.0000,-1.0000,0.9000,0.0000,0.0500,
13.367,0.000,13.200,2.229,-2.457,-1.0000,-0.8398,0.9000,0.0000,0.0500,
13.423,0.000,13.200,2.846,-1.398,-1.0000,-1.0000,0.9000,0.0000,0.0500,
13.476,0.000,13.200,2.910,1.867,-1.0000,-1.0000,0.9000,0.0000,0.0500,
13.551,0.000,13.200,2.589,2.301,0.0928,-1.0000,0.9000,0.0000,0.0500,
13.628,0.000,13.200,2.495,2.442,-0.3933,-1.0000,0.9000,0.0000,0.0500,
13.703,0.000,13.200,2.234,2.684,0.2635,-1.0000,0.9000,0.0000,0.0500,
13.784,0.000,13.200,1.953,2.929,0.5636,-1.0000,0.9000,0.0000,0.0500,
13.849,0.000,13.200,1.626,3.289,0.9729,-1.0000,0.9000,0.0000,0.0500,
13.921,0.000,13.200,-0.964,3.857,1.0000,-1.0000,0.9000,0.0000,0.0500,
14.009,0.000,13.200,-2.146,2.749,1.0000,1.0000,0.9000,0.0000,0.0500,
14.076,0.000,13.200,-2.410,2.515,1.0000,0.7921,0.9000,0.0000,0.0500,
14.153,0.000,13.200,-2.503,2.402,1.0000,0.5911,0.9000,0.0000,0.0500,
14.225,0.000,13.200,-3.235,-1.419,1.0000,1.0000,0.9000,0.0000,0.0500,
14.302,0.000,13.000,-2.565,-2.341,-1.0000,1.0000,0.9000,0.0000,0.0500,
14.379,0.000,13.000,-2.499,-2.405,0.1737,1.0000,0.9000,0.0000,0.0500,
14.451,0.000,13.000,-2.450,-2.450,0.1717,1.0000,0.9000,0.0000,0.0500,
14.522,0.000,13.000,0.469,-3.495,-1.0000,1.0000,0.9000,0.0000,0.0500,
14.583,0.000,13.000,0.388,-4.264,-0.7239,1.0000,0.9000,0.0000,0.0500,
14.663,0.000,13.000,0.187,-3.967,-0.2437,-0.0104,0.9000,0.0000,0.0500,
14.741,0.000,13.000,2.202,-2.723,-1.0000,-1.0000,0.9000,0.0000,0.0500,
14.808,0.000,12.800,2.338,-2.542,-1.0000,-1.0000,0.9000,0.0000,0.0500,
14.869,0.000,12.600,2.461,-2.438,-1.0000,-1.0000,0.9000,0.0000,0.0500,
14.941,0.000,12.600,3.336,0.527,-1.0000,-1.0000,0.9000,0.0000,0.0500,
15.024,0.000,12.400,2.602,2.315,1.0000,-1.0000,0.9000,0.0000,0.0500,
15.095,0.000,12.200,2.484,2.450,0.0612,-1.0000,0.9000,0.0000,0.0500,
15.178,0.000,12.000,2.428,2.469,-0.0415,-1.0000,0.9000,0.0000,0.0500,
15.250,0.000,11.800,-0.591,3.250,1.0000,-1.0000,0.9000,0.0000,0.0500,
15.322,0.000,11.600,-1.925,2.928,1.0000,-0.0857,0.9000,0.0000,0.0500,
15.404,0.000,11.400,-1.653,3.265,0.0780,-1.0000,0.9000,0.0000,0.0500,
15.487,0.000,11.200,-2.062,2.839,1.0000,0.2661,0.9000,0.0000,0.0500,
15.559,0.000,11.000,-2.453,2.471,1.0000,0.2765,0.9000,0.0000,0.0500,
15.636,0.000,11.000,-2.469,2.428,1.0000,-0.4992,0.9000,0.0000,0.0500,
15.713,0.000,11.000,-2.405,2.499,0.7825,-0.8487,0.9000,0.0000,0.0500,
15.799,0.000,11.000,-3.862,0.738,1.0000,1.0000,0.9000,0.0000,0.0500,
15.861,0.000,10.800,-3.889,0.228,1.0000,1.0000,0.9000,0.0000,0.0500,
15.958,0.000,10.800,-2.810,2.084,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.045,0.000,10.800,-3.097,0.598,1.0000,1.0000,0.9000,0.0000,0.0500,
16.127,0.000,10.800,-2.047,-2.719,-1.0000,1.0000,0.9000,0.0000,0.0500,
16.184,0.000,10.800,0.339,1.619,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.252,0.000,10.800,0.053,-3.070,-0.0282,1.0000,0.9000,0.0000,0.0500,
16.307,0.000,10.800,3.001,-0.689,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.338,0.000,10.600,3.350,-0.229,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.361,0.000,10.400,3.532,-0.512,-1.0000,-0.2182,0.9000,0.0000,0.0500,
16.395,0.000,10.400,2.886,1.539,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.405,0.000,10.400,2.559,2.082,0.6939,-1.0000,0.9000,0.0000,0.0500,
16.427,0.000,10.200,-0.144,2.513,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.456,0.000,10.200,-1.235,2.608,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.478,0.000,10.200,-1.825,2.539,1.0000,-0.7640,0.9000,0.0000,0.0500,
16.517,0.000,10.200,-1.999,2.432,1.0000,-0.5734,0.9000,0.0000,0.0500,
16.567,0.000,10.200,-2.277,2.449,1.0000,-0.9005,0.9000,0.0000,0.0500,
16.626,0.000,10.200,-2.395,2.423,1.0000,-0.7664,0.9000,0.0000,0.0500,
16.695,0.000,10.200,-2.421,2.395,1.0000,-0.7387,0.9000,0.0000,0.0500,
16.768,0.000,10.200,-2.460,2.441,1.0000,-0.9636,0.9000,0.0000,0.0500,
16.845,0.000,10.200,-2.445,2.423,0.9468,-0.7902,0.9000,0.0000,0.0500,
16.922,0.000,10.200,-2.464,2.426,1.0000,-0.8433,0.9000,0.0000,0.0500,
16.999,0.000,10.200,-2.447,2.447,0.9429,-0.9079,0.9000,0.0000,0.0500,
17.076,0.000,10.200,-2.443,2.443,0.9709,-0.8412,0.9000,0.0000,0.0500,
17.154,0.000,10.200,-2.440,2.458,0.9708,-0.9019,0.9000,0.0000,0.0500,
17.232,0.000,10.200,-2.460,2.461,1.0000,-0.8747,0.9000,0.0000,0.0500,
17.303,0.000,10.200,-2.466,2.447,1.0000,-0.8194,0.9000,0.0000,0.0500,
17.386,0.000,10.200,-2.426,2.426,0.8654,-0.7832,0.9000,0.0000,0.0500,
17.459,0.000,10.200,-2.459,2.459,1.0000,-0.9494,0.9000,0.0000,0.0500,
17.527,0.000,10.200,-2.445,2.425,0.9463,-0.7500,0.9000,0.0000,0.0500,
17.604,0.000,10.200,-2.452,2.432,1.0000,-0.8594,0.9000,0.0000,0.0500,
17.681,0.000,10.200,-2.467,2.449,1.0000,-0.8968,0.9000,0.0000,0.0500,
17.752,0.000,10.200,-2.470,2.451,1.0000,-0.8643,0.9000,0.0000,0.0500,
17.834,0.000,10.200,-2.432,2.453,0.8717,-0.8649,0.9000,0.0000,0.0500,
17.921,0.000,10.200,-2.476,2.458,1.0000,-0.8769,0.9000,0.0000,0.0500,
17.989,0.000,10.200,-2.472,2.454,0.9872,-0.8521,0.9000,0.0000,0.0500,
18.076,0.000,10.200,-2.471,2.431,0.9936,-0.7810,0.9000,0.0000,0.0500,
18.153,0.000,10.200,-2.468,2.468,0.9872,-0.9682,0.9000,0.0000,0.0500,
18.220,0.000,10.200,-2.473,2.454,1.0000,-0.8251,0.9000,0.0000,0.0500,
18.297,0.000,10.200,-2.441,2.461,0.8894,-0.8857,0.9000,0.0000,0.0500,
18.374,0.000,10.200,-2.459,2.440,1.0000,-0.7967,0.9000,0.0000,0.0500,
18.446,0.000,10.200,-2.466,2.466,1.0000,-0.9343,0.9000,0.0000,0.0500,
18.523,0.000,10.200,-2.454,2.454,0.9502,-0.8306,0.9000,0.0000,0.0500,
18.600,0.000,10.200,-2.471,2.433,1.0000,-0.7906,0.9000,0.0000,0.0500,
18.672,0.000,10.200,-2.476,2.476,1.0000,-0.9879,0.9000,0.0000,0.0500,
18.749,0.000,10.200,-2.465,2.444,0.9634,-0.7717,0.9000,0.0000,0.0500,
18.831,0.000,10.200,-2.469,2.450,1.0000,-0.8725,0.9000,0.0000,0.0500,
18.908,0.000,10.200,-2.463,2.463,0.9731,-0.9010,0.9000,0.0000,0.0500,
18.985,0.000,10.200,-2.475,2.456,1.0000,-0.8471,0.9000,0.0000,0.0500,
19.046,0.000,10.200,-2.465,2.465,0.9658,-0.8939,0.9000,0.0000,0.0500,
19.123,0.000,10.400,-2.436,2.436,0.8897,-0.5905,0.9000,0.0000,0.0500,
19.205,0.000,10.400,-2.469,2.432,1.0000,-0.6504,0.9000,0.0000,0.0500,
19.282,0.000,10.400,-2.486,2.452,1.0000,-0.7307,0.9000,0.0000,0.0500,
19.355,0.000,10.400,-2.454,2.473,0.8919,-0.7498,0.9000,0.0000,0.0500,
19.432,0.000,10.400,-2.452,2.452,0.9647,-0.6278,0.9000,0.0000,0.0500,
19.509,0.000,10.400,-2.502,2.445,1.0000,-0.6558,0.9000,0.0000,0.0500,
19.586,0.000,10.400,-2.457,2.457,0.8490,-0.7141,0.9000,0.0000,0.0500,
