t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
20.025,2.400,0.000,-2.390,-2.517,-0.2232,0.8990,0.9000,0.0000,0.0500,
20.106,2.200,0.000,-2.375,-2.546,-0.4161,1.0000,0.9000,0.0000,0.0500,
20.179,2.000,0.000,-2.321,-2.605,-0.7418,1.0000,0.9000,0.0000,0.0500,
20.246,1.800,0.000,-2.272,-2.654,-0.9547,1.0000,0.9000,0.0000,0.0500,
20.318,1.800,0.000,-2.158,-2.764,-1.0000,1.0000,0.9000,0.0000,0.0500,
20.383,1.800,0.000,-1.969,-2.943,-1.0000,1.0000,0.9000,0.0000,0.0500,
20.445,1.800,0.000,-1.064,-3.840,-1.0000,1.0000,0.9000,0.0000,0.0500,
20.511,1.800,0.000,0.964,-3.922,-1.0000,1.0000,0.9000,0.0000,0.0500,
20.588,1.800,0.000,1.961,-2.953,-1.0000,-1.0000,0.9000,0.0000,0.0500,
20.650,1.800,0.000,2.384,-2.554,-1.0000,-1.0000,0.9000,0.0000,0.0500,
20.716,1.800,0.000,2.501,-2.405,-1.0000,-0.7396,0.9000,0.0000,0.0500,
20.784,1.800,0.000,2.539,-2.349,-1.0000,-0.5568,0.9000,0.0000,0.0500,
20.855,1.800,0.000,2.590,-2.347,-1.0000,-0.4220,0.9000,0.0000,0.0500,
20.932,1.800,0.000,2.560,-2.333,-0.9008,-0.4638,0.9000,0.0000,0.0500,
21.013,1.800,0.000,2.613,-2.329,-1.0000,-0.4458,0.9000,0.0000,0.0500,
21.090,1.800,0.000,3.310,0.319,-1.0000,-1.0000,0.9000,0.0000,0.0500,
21.182,1.800,0.000,2.749,2.188,0.9081,-1.0000,0.9000,0.0000,0.0500,
21.254,1.800,0.000,2.578,2.330,0.0856,-1.0000,0.9000,0.0000,0.0500,
21.335,1.800,0.000,2.543,2.401,-0.2233,-1.0000,0.9000,0.0000,0.0500,
21.412,1.600,0.000,2.561,2.365,-0.5506,-0.8796,0.9000,0.0000,0.0500,
21.484,1.600,0.000,2.550,2.398,-0.4706,-1.0000,0.9000,0.0000,0.0500,
21.570,1.600,0.000,2.558,2.348,-0.5234,-0.8283,0.9000,0.0000,0.0500,
21.652,1.600,0.000,2.491,2.438,-0.2747,-1.0000,0.9000,0.0000,0.0500,
21.729,1.600,0.000,-0.212,3.378,1.0000,-1.0000,0.9000,0.0000,0.0500,
21.791,1.600,0.000,-1.229,3.687,1.0000,-1.0000,0.9000,0.0000,0.0500,
21.876,1.600,0.000,0.992,3.902,-1.0000,-1.0000,0.9000,0.0000,0.0500,
21.958,1.600,0.000,1.866,3.039,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.030,1.600,0.000,2.165,2.786,-1.0000,0.6393,0.9000,0.0000,0.0500,
22.097,1.600,0.000,2.235,2.683,-1.0000,0.3549,0.9000,0.0000,0.0500,
22.188,1.600,0.000,1.981,2.961,-0.1351,-0.8503,0.9000,0.0000,0.0500,
22.270,1.600,0.000,-1.851,3.035,1.0000,-0.4049,0.9000,0.0000,0.0500,
22.352,1.600,0.000,-0.490,3.214,-1.0000,-0.8291,0.9000,0.0000,0.0500,
22.434,1.600,0.000,2.628,2.130,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.496,1.600,0.000,2.879,-2.021,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.568,1.600,0.000,2.769,-2.141,-0.6237,1.0000,0.9000,0.0000,0.0500,
22.649,1.600,0.000,3.216,-1.196,-1.0000,-1.0000,0.9000,0.0000,0.0500,
22.725,1.600,0.000,0.264,2.976,1.0000,-1.0000,0.9000,0.0000,0.0500,
22.816,1.600,0.000,2.451,2.470,-1.0000,0.7213,0.9000,0.0000,0.0500,
22.888,1.600,0.000,3.082,-1.749,-1.0000,1.0000,0.9000,0.0000,0.0500,
22.966,1.600,0.000,2.443,-2.443,1.0000,1.0000,0.9000,0.0000,0.0500,
23.047,1.600,0.000,2.942,-1.649,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.123,1.600,0.000,0.213,3.231,1.0000,-1.0000,0.9000,0.0000,0.0500,
23.210,1.600,0.000,3.100,-1.072,-1.0000,1.0000,0.9000,0.0000,0.0500,
23.297,1.600,0.000,-0.222,-3.167,1.0000,1.0000,0.9000,0.0000,0.0500,
23.388,1.600,0.000,0.823,1.162,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.479,1.600,0.000,0.830,0.075,0.0360,1.0000,0.9000,0.0000,0.0500,
23.530,1.600,0.000,0.034,-2.490,1.0000,1.0000,0.9000,0.0000,0.0500,
23.558,1.600,0.000,2.165,1.412,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.564,1.600,0.000,-1.276,-2.998,1.0000,1.0000,0.9000,0.0000,0.0500,
23.587,1.600,0.000,-0.487,-2.017,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.603,1.600,0.000,-0.955,-1.910,1.0000,-0.2452,0.9000,0.0000,0.0500,
23.623,1.600,0.000,-0.509,-0.437,-0.8043,-1.0000,0.9000,0.0000,0.0500,
23.643,1.600,0.000,-0.509,0.436,0.3066,-1.0000,0.9000,0.0000,0.0500,
23.663,1.600,0.000,0.145,1.302,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.684,1.600,0.000,0.144,1.724,-0.2755,-1.0000,0.9000,0.0000,0.0500,
23.706,1.600,0.000,0.939,2.095,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.728,1.600,0.000,1.039,2.225,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.750,1.600,0.000,1.463,2.195,-1.0000,-0.8992,0.9000,0.0000,0.0500,
23.774,1.600,0.000,1.941,2.443,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.805,1.600,0.000,2.054,2.386,-1.0000,-0.8052,0.9000,0.0000,0.0500,
23.845,1.600,0.000,2.187,2.479,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.890,1.600,0.000,2.304,2.409,-1.0000,-0.7616,0.9000,0.0000,0.0500,
23.939,1.600,0.000,2.371,2.461,-1.0000,-1.0000,0.9000,0.0000,0.0500,
23.993,1.600,0.000,2.409,2.438,-1.0000,-0.9072,0.9000,0.0000,0.0500,
24.052,1.600,0.000,2.420,2.447,-1.0000,-0.9941,0.9000,0.0000,0.0500,
24.113,1.600,0.000,2.421,2.445,-1.0000,-0.9635,0.9000,0.0000,0.0500,
24.180,1.600,0.000,2.462,2.437,-1.0000,-0.9440,0.9000,0.0000,0.0500,
24.257,1.600,0.000,2.444,2.444,-0.9402,-0.9865,0.9000,0.0000,0.0500,
24.334,1.600,0.000,2.458,2.458,-1.0000,-1.0000,0.9000,0.0000,0.0500,
24.405,1.600,0.000,2.460,2.441,-1.0000,-0.9220,0.9000,0.0000,0.0500,
24.478,1.600,0.000,2.443,2.463,-0.9405,-1.0000,0.9000,0.0000,0.0500,
