t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
1.407,0.800,1.200,-2.452,-2.471,0.7917,0.9918,0.9000,0.0000,0.0500,
1.494,0.800,1.200,-2.478,-2.460,0.8811,0.9607,0.9000,0.0000,0.0500,
1.571,0.800,1.200,-2.461,-2.495,0.7592,1.0000,0.9000,0.0000,0.0500,
1.649,0.800,1.200,-2.381,-2.459,0.5313,0.8797,0.9000,0.0000,0.0500,
1.725,0.800,1.200,-2.420,-2.513,0.8614,1.0000,0.9000,0.0000,0.0500,
1.812,0.800,1.200,-2.413,-2.508,0.7409,0.9824,0.9000,0.0000,0.0500,
1.889,1.000,1.000,-2.423,-2.502,0.9725,0.7960,0.9000,0.0000,0.0500,
1.967,1.000,1.000,-2.409,-2.503,0.9007,0.8123,0.9000,0.0000,0.0500,
2.039,1.000,1.000,-2.398,-2.548,0.8979,0.9633,0.9000,0.0000,0.0500,
2.116,1.000,1.000,-2.385,-2.511,0.8799,0.7267,0.9000,0.0000,0.0500,
2.192,1.000,1.000,-2.396,-2.528,0.9524,0.8757,0.9000,0.0000,0.0500,
2.274,1.000,1.000,-2.413,-2.527,0.9801,0.8285,0.9000,0.0000,0.0500,
2.354,1.000,1.000,-2.438,-2.489,1.0000,0.7050,0.9000,0.0000,0.0500,
2.429,1.200,0.800,-2.302,-2.283,0.6601,-0.0823,0.9000,0.0000,0.0500,
2.508,1.400,0.600,-2.427,-2.465,1.0000,0.8708,0.9000,0.0000,0.0500,
2.598,1.600,0.400,-2.352,-2.371,0.8138,-0.0840,0.9000,0.0000,0.0500,
2.677,1.800,0.200,-2.226,-2.259,0.6855,-0.4086,0.9000,0.0000,0.0500,
2.759,2.000,0.000,-2.294,-2.294,1.0000,-0.1908,0.9000,0.0000,0.0500,
2.837,2.200,0.000,-2.474,-2.440,1.0000,0.2207,0.9000,0.0000,0.0500,
2.903,2.400,0.000,-2.519,-2.379,1.0000,-0.3526,0.9000,0.0000,0.0500,
2.975,2.600,0.000,-2.824,-2.041,1.0000,-1.0000,0.9000,0.0000,0.0500,
3.057,2.800,0.000,-2.744,-2.153,0.7988,-0.1247,0.9000,0.0000,0.0500,
3.133,3.000,0.000,-2.952,-1.962,1.0000,-1.0000,0.9000,0.0000,0.0500,
3.204,3.000,0.000,-4.025,0.038,1.0000,-1.0000,0.9000,0.0000,0.0500,
3.280,3.000,0.000,-3.699,1.191,-0.1056,-1.0000,0.9000,0.0000,0.0500,
3.367,3.000,0.000,-4.119,0.782,1.0000,0.3895,0.9000,0.0000,0.0500,
3.459,3.000,0.000,-2.828,2.113,-1.0000,-1.0000,0.9000,0.0000,0.0500,
3.521,3.000,0.000,-2.569,2.370,-1.0000,-1.0000,0.9000,0.0000,0.0500,
3.597,3.000,0.000,-2.421,2.486,-0.8983,-1.0000,0.9000,0.0000,0.0500,
3.664,3.000,0.000,-2.268,2.687,-1.0000,-1.0000,0.9000,0.0000,0.0500,
3.734,3.000,0.000,-1.652,3.237,-1.0000,-1.0000,0.9000,0.0000,0.0500,
3.826,3.000,0.000,-2.502,2.399,1.0000,1.0000,0.9000,0.0000,0.0500,
3.908,3.000,0.000,1.930,2.159,-1.0000,0.5697,0.9000,0.0000,0.0500,
3.980,3.000,0.000,2.400,2.505,-1.0000,-1.0000,0.9000,0.0000,0.0500,
4.057,3.000,0.000,2.432,2.472,-1.0000,-0.2291,0.9000,0.0000,0.0500,
4.124,3.000,0.000,2.461,2.461,-1.0000,-0.2744,0.9000,0.0000,0.0500,
4.210,3.000,0.000,0.466,2.918,1.0000,-1.0000,0.9000,0.0000,0.0500,
4.299,3.000,0.000,0.973,-2.637,-0.9294,1.0000,0.9000,0.0000,0.0500,
4.384,3.000,0.000,2.614,0.245,-1.0000,-1.0000,0.9000,0.0000,0.0500,
4.446,3.000,0.000,2.796,1.824,-1.0000,-1.0000,0.9000,0.0000,0.0500,
4.523,3.000,0.000,1.363,2.659,1.0000,-1.0000,0.9000,0.0000,0.0500,
4.588,3.000,0.000,-0.057,2.820,1.0000,-1.0000,0.9000,0.0000,0.0500,
4.675,3.000,0.000,3.290,-1.066,-1.0000,1.0000,0.9000,0.0000,0.0500,
4.766,3.000,0.000,2.389,2.519,1.0000,-1.0000,0.9000,0.0000,0.0500,
4.834,3.000,0.000,-1.992,2.931,1.0000,-1.0000,0.9000,0.0000,0.0500,
4.930,3.000,0.000,0.020,2.746,-1.0000,-0.3714,0.9000,0.0000,0.0500,
5.017,3.000,0.000,-1.678,0.092,1.0000,1.0000,0.9000,0.0000,0.0500,
5.099,3.000,0.000,-1.706,2.890,0.8131,-1.0000,0.9000,0.0000,0.0500,
5.178,3.000,0.000,-0.531,2.655,-1.0000,-0.1983,0.9000,0.0000,0.0500,
5.219,3.000,0.000,-3.043,-0.209,1.0000,1.0000,0.9000,0.0000,0.0500,
5.224,3.000,0.000,0.964,3.414,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.249,3.000,0.000,0.285,1.642,1.0000,1.0000,0.9000,0.0000,0.0500,
5.264,3.000,0.000,0.857,2.001,-1.0000,-0.6238,0.9000,0.0000,0.0500,
5.285,3.000,0.000,0.149,0.817,1.0000,1.0000,0.9000,0.0000,0.0500,
5.303,3.000,0.000,0.655,1.018,-1.0000,0.3165,0.9000,0.0000,0.0500,
5.323,3.000,0.000,0.436,0.000,0.0232,1.0000,0.9000,0.0000,0.0500,
5.344,3.000,0.000,1.202,-0.637,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.366,3.000,0.000,0.905,-1.508,0.0113,1.0000,0.9000,0.0000,0.0500,
5.392,3.000,0.000,1.166,-1.988,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.413,3.000,0.000,1.086,-2.405,-0.6968,1.0000,0.9000,0.0000,0.0500,
5.434,3.000,0.000,1.406,-2.250,-1.0000,0.4737,0.9000,0.0000,0.0500,
5.456,3.000,0.000,1.894,-2.503,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.485,3.000,0.000,2.091,-2.370,-1.0000,0.5460,0.9000,0.0000,0.0500,
5.519,3.000,0.000,2.258,-2.308,-1.0000,0.6695,0.9000,0.0000,0.0500,
5.560,3.000,0.000,2.414,-2.327,-1.0000,0.8904,0.9000,0.0000,0.0500,
5.607,3.000,0.000,2.526,-2.263,-1.0000,0.6242,0.9000,0.0000,0.0500,
5.656,3.000,0.000,2.563,-2.292,-1.0000,0.8810,0.9000,0.0000,0.0500,
5.712,3.000,0.000,2.593,-2.239,-1.0000,0.6308,0.9000,0.0000,0.0500,
5.766,3.000,0.000,2.664,-2.229,-1.0000,0.7275,0.9000,0.0000,0.0500,
5.831,3.000,0.000,2.579,-2.225,-0.7099,0.7388,0.9000,0.0000,0.0500,
5.905,3.000,0.000,2.643,-2.199,-1.0000,0.6611,0.9000,0.0000,0.0500,
5.969,3.000,0.000,2.685,-2.247,-1.0000,0.8902,0.9000,0.0000,0.0500,
6.046,3.000,0.000,2.587,-2.326,-0.6676,1.0000,0.9000,0.0000,0.0500,
6.123,3.000,0.000,2.633,-2.276,-1.0000,0.6688,0.9000,0.0000,0.0500,
6.200,3.000,0.000,2.599,-2.333,-0.8366,0.9906,0.9000,0.0000,0.0500,
6.277,3.000,0.000,2.489,-2.414,-0.5504,1.0000,0.9000,0.0000,0.0500,
6.354,3.000,0.000,2.603,-2.339,-1.0000,0.6657,0.9000,0.0000,0.0500,
6.435,3.000,0.000,2.559,-2.352,-0.7770,0.8969,0.9000,0.0000,0.0500,
6.513,3.000,0.000,2.469,-2.469,-0.5791,1.0000,0.9000,0.0000,0.0500,
6.589,3.000,0.000,2.535,-2.403,-1.0000,0.7457,0.9000,0.0000,0.0500,
6.651,3.000,0.000,2.585,-2.338,-1.0000,0.6892,0.9000,0.0000,0.0500,
6.728,3.000,0.000,2.539,-2.387,-0.7514,1.0000,0.9000,0.0000,0.0500,
6.800,3.000,0.000,2.479,-2.422,-0.6665,1.0000,0.9000,0.0000,0.0500,
6.876,3.000,0.000,2.573,-2.328,-1.0000,0.6054,0.9000,0.0000,0.0500,
6.954,3.000,0.000,2.597,-2.331,-0.9804,0.8544,0.9000,0.0000,0.0500,
7.030,3.000,0.000,2.536,-2.405,-0.7144,1.0000,0.9000,0.0000,0.0500,
7.102,3.000,0.000,2.505,-2.404,-0.7591,0.9079,0.9000,0.0000,0.0500,
7.179,3.000,0.000,2.573,-2.355,-1.0000,0.7460,0.9000,0.0000,0.0500,
7.246,3.000,0.000,2.651,-2.291,-1.0000,0.6487,0.9000,0.0000,0.0500,
7.318,3.000,0.000,2.542,-2.368,-0.5999,1.0000,0.9000,0.0000,0.0500,
7.390,3.000,0.000,2.488,-2.431,-0.6855,1.0000,0.9000,0.0000,0.0500,
7.466,3.000,0.000,2.528,-2.405,-0.9612,0.8469,0.9000,0.0000,0.0500,
7.543,3.000,0.000,2.615,-2.312,-1.0000,0.5955,0.9000,0.0000,0.0500,
7.615,3.000,0.000,2.636,-2.297,-1.0000,0.7775,0.9000,0.0000,0.0500,
7.691,3.000,0.000,2.506,-2.420,-0.5135,1.0000,0.9000,0.0000,0.0500,
7.763,3.000,0.000,2.481,-2.443,-0.7550,1.0000,0.9000,0.0000,0.0500,
7.840,3.000,0.000,2.500,-2.418,-0.8784,0.8605,0.9000,0.0000,0.0500,
7.907,3.000,0.000,2.606,-2.323,-1.0000,0.5985,0.9000,0.0000,0.0500,
7.983,3.000,0.000,2.640,-2.277,-1.0000,0.6834,0.9000,0.0000,0.0500,
8.069,3.000,0.000,2.588,-2.360,-0.7838,1.0000,0.9000,0.0000,0.0500,
8.137,3.000,0.000,2.472,-2.454,-0.5174,1.0000,0.9000,0.0000,0.0500,
8.213,3.000,0.000,2.492,-2.431,-0.8761,0.8775,0.9000,0.0000,0.0500,
8.300,3.000,0.000,2.567,-2.377,-1.0000,0.7498,0.9000,0.0000,0.0500,
8.367,3.000,0.000,2.680,-2.257,-1.0000,0.4794,0.9000,0.0000,0.0500,
8.444,3.000,0.000,2.665,-2.241,-0.9451,0.7248,0.9000,0.0000,0.0500,
8.520,3.000,0.000,2.576,-2.386,-0.6780,1.0000,0.9000,0.0000,0.0500,
8.592,3.000,0.000,2.487,-2.449,-0.5985,1.0000,0.9000,0.0000,0.0500,
8.664,3.000,0.000,2.528,-2.404,-0.9604,0.7988,0.9000,0.0000,0.0500,
8.740,3.000,0.000,2.585,-2.329,-1.0000,0.6547,0.9000,0.0000,0.0500,
8.812,3.000,0.000,2.638,-2.298,-1.0000,0.7397,0.9000,0.0000,0.0500,
8.889,3.000,0.000,2.712,-2.186,-1.0000,0.4325,0.9000,0.0000,0.0500,
8.966,3.000,0.000,2.659,-2.282,-0.8199,1.0000,0.9000,0.0000,0.0500,
9.033,3.000,0.000,2.502,-2.408,-0.4173,1.0000,0.9000,0.0000,0.0500,
9.105,3.000,0.000,2.489,-2.448,-0.7662,1.0000,0.9000,0.0000,0.0500,
9.181,3.000,0.000,2.549,-2.366,-1.0000,0.6711,0.9000,0.0000,0.0500,
9.253,3.000,0.000,2.629,-2.289,-1.0000,0.6145,0.9000,0.0000,0.0500,
9.325,3.000,0.000,2.659,-2.273,-1.0000,0.7533,0.9000,0.0000,0.0500,
9.392,3.000,0.000,2.690,-2.245,-1.0000,0.6983,0.9000,0.0000,0.0500,
9.468,3.000,0.000,2.669,-2.224,-0.9096,0.6973,0.9000,0.0000,0.0500,
9.539,3.000,0.000,2.466,-2.446,-0.2718,1.0000,0.9000,0.0000,0.0500,
9.611,3.000,0.000,2.484,-2.464,-0.8397,1.0000,0.9000,0.0000,0.0500,
9.688,3.000,0.000,2.501,-2.421,-0.8536,0.8167,0.9000,0.0000,0.0500,
9.770,3.000,0.000,2.590,-2.325,-1.0000,0.6013,0.9000,0.0000,0.0500,
9.836,3.000,0.000,2.688,-2.249,-1.0000,0.5800,0.9000,0.0000,0.0500,
9.909,3.000,0.000,2.647,-2.253,-0.8397,0.7866,0.9000,0.0000,0.0500,
9.980,3.000,0.000,2.640,-2.301,-0.9171,0.9355,0.9000,0.0000,0.0500,
10.056,3.000,0.000,2.631,-2.299,-0.9038,0.8133,0.9000,0.0000,0.0500,
10.134,3.000,0.000,2.484,-2.447,-0.4296,1.0000,0.9000,0.0000,0.0500,
10.211,3.000,0.000,2.474,-2.436,-0.7594,0.9129,0.9000,0.0000,0.0500,
10.282,3.000,0.000,2.519,-2.406,-0.9392,0.8378,0.9000,0.0000,0.0500,
10.346,3.000,0.000,2.563,-2.332,-0.9750,0.6593,0.9000,0.0000,0.0500,
10.427,3.000,0.000,2.635,-2.274,-1.0000,0.6485,0.9000,0.0000,0.0500,
10.489,3.000,0.000,2.712,-2.212,-1.0000,0.5842,0.9000,0.0000,0.0500,
10.566,3.000,0.000,2.617,-2.290,-0.6779,1.0000,0.9000,0.0000,0.0500,
10.643,3.000,0.000,2.597,-2.333,-0.8463,0.9562,0.9000,0.0000,0.0500,
10.719,3.000,0.000,2.573,-2.363,-0.8153,0.9487,0.9000,0.0000,0.0500,
10.805,3.000,0.000,2.455,-2.474,-0.4729,1.0000,0.9000,0.0000,0.0500,
10.882,3.000,0.000,2.499,-2.428,-0.9192,0.8188,0.9000,0.0000,0.0500,
10.959,3.000,0.000,2.551,-2.400,-0.9856,0.8365,0.9000,0.0000,0.0500,
11.016,2.800,0.000,2.629,-2.289,-1.0000,0.5294,0.9000,0.0000,0.0500,
11.083,2.800,0.000,2.656,-2.226,-1.0000,0.5944,0.9000,0.0000,0.0500,
11.155,2.800,0.000,2.694,-2.224,-1.0000,0.7440,0.9000,0.0000,0.0500,
11.232,2.800,0.000,2.628,-2.307,-0.7756,1.0000,0.9000,0.0000,0.0500,
11.303,2.800,0.000,2.539,-2.388,-0.6407,1.0000,0.9000,0.0000,0.0500,
11.380,2.800,0.000,2.527,-2.405,-0.8174,0.9556,0.9000,0.0000,0.0500,
11.462,2.800,0.000,2.531,-2.399,-0.8650,0.8900,0.9000,0.0000,0.0500,
11.539,2.800,0.000,2.481,-2.463,-0.6817,1.0000,0.9000,0.0000,0.0500,
11.616,2.800,0.000,2.535,-2.383,-0.9929,0.6939,0.9000,0.0000,0.0500,
11.698,2.800,0.000,2.577,-2.369,-1.0000,0.8419,0.9000,0.0000,0.0500,
11.759,2.800,0.000,2.658,-2.285,-1.0000,0.5956,0.9000,0.0000,0.0500,
11.831,2.800,0.000,2.718,-2.179,-1.0000,0.4436,0.9000,0.0000,0.0500,
11.908,2.800,0.000,2.660,-2.188,-0.8011,0.7374,0.9000,0.0000,0.0500,
11.985,2.800,0.000,2.620,-2.318,-0.8117,1.0000,0.9000,0.0000,0.0500,
12.056,2.800,0.000,2.501,-2.425,-0.5084,1.0000,0.9000,0.0000,0.0500,
12.124,2.800,0.000,2.473,-2.454,-0.7076,1.0000,0.9000,0.0000,0.0500,
12.201,2.800,0.000,2.532,-2.411,-0.9789,0.8107,0.9000,0.0000,0.0500,
12.278,2.800,0.000,2.534,-2.384,-0.8414,0.8257,0.9000,0.0000,0.0500,
12.355,2.800,0.000,2.511,-2.435,-0.7547,1.0000,0.9000,0.0000,0.0500,
12.433,2.800,0.000,2.578,-2.352,-1.0000,0.6551,0.9000,0.0000,0.0500,
12.504,2.800,0.000,2.593,-2.330,-0.9242,0.7880,0.9000,0.0000,0.0500,
12.580,2.800,0.000,2.637,-2.266,-1.0000,0.6283,0.9000,0.0000,0.0500,
12.647,2.800,0.000,2.730,-2.199,-1.0000,0.5577,0.9000,0.0000,0.0500,
12.718,2.800,0.000,2.754,-2.183,-1.0000,0.6703,0.9000,0.0000,0.0500,
12.795,2.800,0.000,2.643,-2.295,-0.6249,1.0000,0.9000,0.0000,0.0500,
12.867,2.800,0.000,2.492,-2.416,-0.3852,1.0000,0.9000,0.0000,0.0500,
12.939,2.800,0.000,2.462,-2.484,-0.6641,1.0000,0.9000,0.0000,0.0500,
13.017,2.800,0.000,2.508,-2.428,-0.8941,0.7931,0.9000,0.0000,0.0500,
13.102,3.000,0.000,2.570,-2.357,-0.8093,0.6923,0.9000,0.0000,0.0500,
13.188,3.000,0.000,2.590,-2.362,-0.7220,0.8838,0.9000,0.0000,0.0500,
13.191,3.000,0.000,2.482,-2.375,-0.3064,0.9163,0.9000,0.0000,0.0500,
13.284,3.000,0.000,2.298,-2.156,0.0492,0.1401,0.9000,0.0000,0.0500,
13.359,3.000,0.000,2.355,-2.114,-0.6043,0.5464,0.9000,0.0000,0.0500,
13.437,3.000,0.000,2.417,-2.155,-0.6724,0.7886,0.9000,0.0000,0.0500,
13.507,3.000,0.000,2.656,-2.260,-1.0000,1.0000,0.9000,0.0000,0.0500,
13.596,3.200,0.000,2.495,-2.014,-0.0054,-0.0573,0.9000,0.0000,0.0500,
13.687,3.400,0.000,2.689,-2.205,-0.8876,1.0000,0.9000,0.0000,0.0500,
13.789,3.600,0.000,2.252,-2.103,1.0000,0.3869,0.9000,0.0000,0.0500,
13.862,3.600,0.000,2.238,-2.352,0.2201,1.0000,0.9000,0.0000,0.0500,
13.942,3.600,0.000,2.323,-2.342,-0.1037,0.8314,0.9000,0.0000,0.0500,
14.009,3.600,0.000,2.344,-2.218,0.0351,0.4317,0.9000,0.0000,0.0500,
14.077,3.600,0.000,2.317,-2.122,0.1812,0.4170,0.9000,0.0000,0.0500,
14.155,3.600,0.000,2.372,-2.073,-0.0761,0.4912,0.9000,0.0000,0.0500,
14.238,3.600,0.000,2.367,-2.311,0.0821,1.0000,0.9000,0.0000,0.0500,
14.301,3.600,0.000,2.221,-2.608,0.5651,1.0000,0.9000,0.0000,0.0500,
14.395,3.600,0.000,2.429,-2.170,-0.5092,-0.4889,0.9000,0.0000,0.0500,
14.478,3.600,0.000,2.572,-2.345,-0.4752,1.0000,0.9000,0.0000,0.0500,
14.564,3.600,0.000,2.523,-2.401,0.0513,0.9535,0.9000,0.0000,0.0500,
14.651,3.600,0.000,2.920,-2.012,-1.0000,-0.5090,0.9000,0.0000,0.0500,
14.732,3.600,0.000,1.523,-2.757,1.0000,1.0000,0.9000,0.0000,0.0500,
14.808,3.600,0.000,-2.335,-2.559,1.0000,0.3242,0.9000,0.0000,0.0500,
14.890,3.600,0.000,-1.496,-3.428,-1.0000,1.0000,0.9000,0.0000,0.0500,
14.955,3.600,0.000,-0.776,-4.137,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.016,3.600,0.000,-0.420,-4.505,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.092,3.600,0.000,-0.627,-4.254,-0.0199,0.1465,0.9000,0.0000,0.0500,
15.174,3.600,0.000,0.134,-3.209,-1.0000,-1.0000,0.9000,0.0000,0.0500,
15.245,3.600,0.000,2.255,-2.660,-1.0000,-1.0000,0.9000,0.0000,0.0500,
15.322,3.600,0.000,2.235,-2.665,-0.9307,-0.6436,0.9000,0.0000,0.0500,
15.403,3.600,0.000,-1.392,-1.526,1.0000,-1.0000,0.9000,0.0000,0.0500,
15.475,3.600,0.000,-1.141,-2.755,0.1450,1.0000,0.9000,0.0000,0.0500,
15.563,3.600,0.000,2.185,-2.700,-1.0000,-0.0815,0.9000,0.0000,0.0500,
15.634,3.600,0.000,2.400,-2.496,-1.0000,-0.6359,0.9000,0.0000,0.0500,
15.715,3.600,0.000,2.376,-2.547,-0.9173,0.0464,0.9000,0.0000,0.0500,
15.807,3.600,0.000,3.136,-0.617,-1.0000,-1.0000,0.9000,0.0000,0.0500,
15.883,3.600,0.000,2.739,2.181,0.3500,-1.0000,0.9000,0.0000,0.0500,
15.950,3.600,0.000,2.354,2.600,0.6660,-1.0000,0.9000,0.0000,0.0500,
16.021,3.600,0.000,-1.693,3.222,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.112,3.600,0.000,0.745,-1.676,-1.0000,1.0000,0.9000,0.0000,0.0500,
16.180,3.600,0.000,3.582,1.172,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.242,3.600,0.000,3.607,1.310,-1.0000,-1.0000,0.9000,0.0000,0.0500,
16.318,3.600,0.000,2.276,2.605,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.384,3.600,0.000,-1.125,3.661,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.461,3.600,0.000,-2.082,2.784,1.0000,1.0000,0.9000,0.0000,0.0500,
16.548,3.600,0.000,0.416,2.517,-1.0000,0.6999,0.9000,0.0000,0.0500,
16.620,3.600,0.000,3.027,1.125,-1.0000,1.0000,0.9000,0.0000,0.0500,
16.716,3.600,0.000,0.807,3.125,1.0000,-1.0000,0.9000,0.0000,0.0500,
16.794,3.600,0.000,-2.170,2.759,1.0000,0.4435,0.9000,0.0000,0.0500,
16.865,3.600,0.000,-2.736,0.431,1.0000,1.0000,0.9000,0.0000,0.0500,
16.932,3.600,0.000,2.086,-2.842,-1.0000,1.0000,0.9000,0.0000,0.0500,
17.009,3.600,0.000,1.875,-2.924,-0.2851,1.0000,0.9000,0.0000,0.0500,
17.106,3.600,0.000,-3.204,0.512,1.0000,-1.0000,0.9000,0.0000,0.0500,
17.202,3.600,0.000,-2.649,-2.149,-0.8880,1.0000,0.9000,0.0000,0.0500,
17.273,3.600,0.000,1.739,-3.183,-1.0000,1.0000,0.9000,0.0000,0.0500,
17.365,3.600,0.000,-1.684,-1.808,1.0000,-1.0000,0.9000,0.0000,0.0500,
17.437,3.600,0.000,2.013,-0.721,-1.0000,-1.0000,0.9000,0.0000,0.0500,
17.503,3.600,0.000,0.802,-2.695,1.0000,1.0000,0.9000,0.0000,0.0500,
17.523,3.600,0.000,0.514,3.108,1.0000,-1.0000,0.9000,0.0000,0.0500,
17.531,3.600,0.000,-1.873,1.516,1.0000,1.0000,0.9000,0.0000,0.0500,
17.554,3.600,0.000,-1.809,-0.434,0.7820,1.0000,0.9000,0.0000,0.0500,
17.580,3.600,0.000,-2.172,-1.376,1.0000,1.0000,0.9000,0.0000,0.0500,
17.606,3.600,0.000,-2.246,-2.042,1.0000,1.0000,0.9000,0.0000,0.0500,
17.626,3.600,0.000,-2.233,-2.158,0.9567,1.0000,0.9000,0.0000,0.0500,
17.663,3.600,0.000,-2.255,-2.194,1.0000,1.0000,0.9000,0.0000,0.0500,
17.703,3.600,0.000,-2.357,-2.393,1.0000,1.0000,0.9000,0.0000,0.0500,
17.746,3.600,0.000,-2.395,-2.395,1.0000,1.0000,0.9000,0.0000,0.0500,
17.784,3.600,0.000,-2.408,-2.408,1.0000,1.0000,0.9000,0.0000,0.0500,
17.844,3.600,0.000,-2.375,-2.444,0.8881,1.0000,0.9000,0.0000,0.0500,
17.904,3.600,0.000,-2.426,-2.402,1.0000,0.8560,0.9000,0.0000,0.0500,
17.962,3.600,0.000,-2.467,-2.395,1.0000,0.9396,0.9000,0.0000,0.0500,
18.032,3.600,0.000,-2.502,-2.381,1.0000,0.9086,0.9000,0.0000,0.0500,
18.109,3.600,0.000,-2.503,-2.402,1.0000,1.0000,0.9000,0.0000,0.0500,
18.181,3.600,0.000,-2.484,-2.446,0.9340,1.0000,0.9000,0.0000,0.0500,
18.254,3.600,0.000,-2.508,-2.423,1.0000,0.9196,0.9000,0.0000,0.0500,
18.336,3.600,0.000,-2.457,-2.457,0.8272,1.0000,0.9000,0.0000,0.0500,
18.419,3.600,0.000,-2.455,-2.455,0.9475,0.9934,0.9000,0.0000,0.0500,
18.500,3.600,0.000,-2.454,-2.471,0.9497,1.0000,0.9000,0.0000,0.0500,
18.572,3.600,0.000,-2.442,-2.477,0.9117,1.0000,0.9000,0.0000,0.0500,
18.644,3.600,0.000,-2.428,-2.469,0.8922,0.9705,0.9000,0.0000,0.0500,
18.722,3.600,0.000,-2.418,-2.460,0.8950,0.9643,0.9000,0.0000,0.0500,
18.798,3.600,0.000,-2.438,-2.475,0.9868,1.0000,0.9000,0.0000,0.0500,
18.870,3.600,0.000,-2.440,-2.478,0.9461,1.0000,0.9000,0.0000,0.0500,
18.938,3.600,0.000,-2.425,-2.485,0.8858,1.0000,0.9000,0.0000,0.0500,
19.015,3.600,0.000,-2.438,-2.479,0.9711,0.9779,0.9000,0.0000,0.0500,
19.092,3.600,0.000,-2.446,-2.484,0.9658,1.0000,0.9000,0.0000,0.0500,
19.168,3.400,0.000,-2.428,-2.466,0.7026,0.9372,0.9000,0.0000,0.0500,
19.241,3.400,0.000,-2.450,-2.450,0.8217,0.9277,0.9000,0.0000,0.0500,
19.317,3.400,0.000,-2.427,-2.489,0.6919,1.0000,0.9000,0.0000,0.0500,
19.389,3.400,0.000,-2.451,-2.489,0.8297,1.0000,0.9000,0.0000,0.0500,
19.466,3.400,0.000,-2.419,-2.462,0.6593,0.9062,0.9000,0.0000,0.0500,
19.543,3.400,0.000,-2.432,-2.489,0.7851,1.0000,0.9000,0.0000,0.0500,
19.615,3.400,0.000,-2.410,-2.504,0.6756,1.0000,0.9000,0.0000,0.0500,
19.692,3.200,0.000,-2.389,-2.510,0.4810,1.0000,0.9000,0.0000,0.0500,
19.769,3.000,0.000,-2.407,-2.519,0.4134,1.0000,0.9000,0.0000,0.0500,
19.851,2.800,0.000,-2.391,-2.503,0.1345,0.9458,0.9000,0.0000,0.0500,
19.933,2.600,0.000,-2.405,-2.546,0.0436,1.0000,0.9000,0.0000,0.0500,
