t,cmd,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd
9.268,A,1.740,1.740,1.536,1.536,0.1221,0.1221,0.600,0.000,0.000
9.289,A,1.740,1.740,1.525,1.525,0.1292,0.1292,0.600,0.000,0.000
9.309,A,1.740,1.740,1.611,1.538,0.0792,0.1211,0.600,0.000,0.000
9.328,A,1.740,1.740,1.519,1.591,0.1292,0.0895,0.600,0.000,0.000
9.348,A,1.740,1.740,1.541,1.614,0.1195,0.0756,0.600,0.000,0.000
9.368,A,1.740,1.740,1.512,1.584,0.1366,0.0933,0.600,0.000,0.000
9.388,A,1.740,1.740,1.611,1.538,0.0866,0.1211,0.600,0.000,0.000
9.411,A,1.740,1.740,1.528,1.528,0.1269,0.1270,0.600,0.000,0.000
9.434,A,1.740,1.740,1.561,1.490,0.1076,0.1503,0.600,0.000,0.000
9.456,A,1.740,1.740,1.494,1.566,0.1473,0.1046,0.600,0.000,0.000
9.474,A,1.740,1.740,1.584,1.660,0.0973,0.0546,0.600,0.000,0.000
9.495,A,1.740,1.740,1.558,1.558,0.1091,0.1046,0.600,0.000,0.000
9.511,A,1.740,1.740,1.497,1.569,0.1455,0.1027,0.600,0.000,0.000
9.528,A,1.740,1.740,1.599,1.599,0.0955,0.0846,0.600,0.000,0.000
9.549,A,1.740,1.740,1.595,1.523,0.0869,0.1304,0.600,0.000,0.000
9.567,A,1.740,1.740,1.511,1.583,0.1369,0.0943,0.600,0.000,0.000
9.589,A,1.740,1.740,1.536,1.536,0.1223,0.1223,0.600,0.000,0.000
9.608,A,1.740,1.740,1.519,1.519,0.1325,0.1325,0.600,0.000,0.000
9.627,A,1.740,1.740,1.528,1.601,0.1271,0.0834,0.600,0.000,0.000
9.647,A,1.740,1.740,1.596,1.524,0.0863,0.1299,0.600,0.000,0.000
9.667,A,1.740,1.740,1.588,1.588,0.0911,0.0911,0.600,0.000,0.000
9.686,A,1.740,1.740,1.531,1.604,0.1255,0.0818,0.600,0.000,0.000
9.706,A,1.740,1.740,1.519,1.519,0.1323,0.1318,0.600,0.000,0.000
9.726,A,1.740,1.740,1.527,1.527,0.1276,0.1276,0.600,0.000,0.000
9.747,A,1.740,1.740,1.523,1.596,0.1300,0.0864,0.600,0.000,0.000
9.768,A,1.740,1.740,1.537,1.607,0.1217,0.0798,0.600,0.000,0.000
9.788,D,1.680,1.680,1.595,1.523,0.0717,0.0942,0.600,0.000,0.000
9.808,D,1.680,1.680,1.529,1.529,0.0904,0.0904,0.600,0.000,0.000
9.827,D,1.680,1.680,1.531,1.531,0.0894,0.0894,0.600,0.000,0.000
9.847,D,1.680,1.680,1.465,1.538,0.1290,0.0850,0.600,0.000,0.000
9.867,D,1.680,1.680,1.534,1.461,0.0877,0.1316,0.600,0.000,0.000
9.887,D,1.680,1.680,1.462,1.535,0.1310,0.0872,0.600,0.000,0.000
9.907,D,1.680,1.680,1.460,1.460,0.1322,0.1323,0.600,0.000,0.000
9.927,D,1.680,1.680,1.523,1.524,0.0939,0.0939,0.600,0.000,0.000
9.948,D,1.680,1.680,1.523,1.523,0.0944,0.0944,0.600,0.000,0.000
9.969,D,1.680,1.680,1.438,1.582,0.1444,0.0586,0.600,0.000,0.000
9.989,D,1.680,1.680,1.509,1.509,0.1028,0.1028,0.600,0.000,0.000
10.008,D,1.680,1.680,1.538,1.465,0.0852,0.1291,0.600,0.000,0.000
10.028,D,1.680,1.680,1.443,1.516,0.1352,0.0987,0.600,0.000,0.000
10.048,D,1.680,1.680,1.546,1.472,0.0852,0.1247,0.600,0.000,0.000
10.068,D,1.680,1.680,1.451,1.523,0.1352,0.0940,0.600,0.000,0.000
10.087,D,1.680,1.680,1.523,1.523,0.0939,0.0940,0.600,0.000,0.000
10.108,D,1.680,1.680,1.451,1.523,0.1376,0.0941,0.600,0.000,0.000
10.127,D,1.680,1.680,1.523,1.451,0.0940,0.1376,0.600,0.000,0.000
10.149,D,1.680,1.680,1.479,1.549,0.1206,0.0876,0.600,0.000,0.000
10.168,D,1.680,1.680,1.529,1.529,0.0904,0.0904,0.600,0.000,0.000
10.188,D,1.680,1.680,1.462,1.535,0.1309,0.0870,0.600,0.000,0.000
10.208,D,1.680,1.680,1.456,1.456,0.1344,0.1344,0.600,0.000,0.000
10.228,D,1.680,1.680,1.529,1.528,0.0909,0.0909,0.600,0.000,0.000
10.248,D,1.680,1.680,1.536,1.536,0.0862,0.0862,0.600,0.000,0.000
10.268,D,1.680,1.680,1.456,1.456,0.1346,0.1346,0.600,0.000,0.000
10.288,W,1.740,1.740,1.512,1.512,0.1369,0.1369,0.600,0.000,0.000
10.308,W,1.740,1.740,1.462,1.535,0.1666,0.1227,0.600,0.000,0.000
10.328,W,1.740,1.740,1.523,1.523,0.1300,0.1300,0.600,0.000,0.000
10.347,W,1.740,1.740,1.596,1.596,0.0865,0.0866,0.600,0.000,0.000
10.368,W,1.740,1.740,1.547,1.548,0.1155,0.1155,0.600,0.000,0.000
10.389,W,1.740,1.740,1.528,1.601,0.1273,0.0836,0.600,0.000,0.000
10.408,W,1.740,1.740,1.607,1.532,0.0799,0.1249,0.600,0.000,0.000
10.428,W,1.740,1.740,1.529,1.604,0.1266,0.0816,0.600,0.000,0.000
10.449,W,1.740,1.740,1.464,1.537,0.1658,0.1219,0.600,0.000,0.000
10.468,W,1.740,1.740,1.604,1.531,0.1158,0.1255,0.600,0.000,0.000
10.489,W,1.740,1.740,1.530,1.603,0.1258,0.0821,0.600,0.000,0.000
10.509,W,1.740,1.740,1.596,1.523,0.0864,0.1300,0.600,0.000,0.000
10.527,W,1.740,1.740,1.523,1.596,0.1300,0.0864,0.600,0.000,0.000
10.548,W,1.740,1.740,1.596,1.523,0.0865,0.1300,0.600,0.000,0.000
10.568,W,1.740,1.740,1.547,1.617,0.1159,0.0800,0.600,0.000,0.000
10.588,W,1.740,1.740,1.513,1.585,0.1360,0.0928,0.600,0.000,0.000
10.608,W,1.740,1.740,1.538,1.538,0.1214,0.1214,0.600,0.000,0.000
10.628,W,1.740,1.740,1.597,1.524,0.0860,0.1296,0.600,0.000,0.000
10.648,W,1.740,1.740,1.535,1.535,0.1231,0.1231,0.600,0.000,0.000
10.669,W,1.740,1.740,1.515,1.587,0.1348,0.0915,0.600,0.000,0.000
10.689,W,1.740,1.740,1.523,1.596,0.1300,0.0865,0.600,0.000,0.000
10.707,W,1.740,1.740,1.598,1.598,0.0853,0.0853,0.600,0.000,0.000
10.728,W,1.740,1.740,1.563,1.489,0.1062,0.1353,0.600,0.000,0.000
10.748,W,1.740,1.740,1.518,1.591,0.1329,0.0895,0.600,0.000,0.000
10.769,W,1.800,1.800,1.506,1.506,0.1764,0.1395,0.600,0.000,0.000
10.788,W,1.800,1.800,1.571,1.571,0.1375,0.1375,0.600,0.000,0.000
10.805,W,1.800,1.800,1.647,1.572,0.0918,0.1366,0.600,0.000,0.000
10.829,W,1.800,1.800,1.596,1.668,0.1225,0.0866,0.600,0.000,0.000
10.850,W,1.800,1.800,1.573,1.573,0.1361,0.1363,0.600,0.000,0.000
10.868,W,1.800,1.800,1.619,1.620,0.1083,0.1082,0.600,0.000,0.000
10.888,W,1.800,1.800,1.596,1.596,0.1225,0.1225,0.600,0.000,0.000
10.908,W,1.800,1.800,1.596,1.669,0.1223,0.0788,0.600,0.000,0.000
10.928,W,1.800,1.800,1.612,1.612,0.1130,0.1130,0.600,0.000,0.000
10.949,W,1.800,1.800,1.587,1.586,0.1280,0.1282,0.600,0.000,0.000
10.968,W,1.800,1.800,1.598,1.598,0.1213,0.1211,0.600,0.000,0.000
10.989,W,1.800,1.800,1.551,1.622,0.1492,0.1067,0.600,0.000,0.000
11.009,W,1.800,1.800,1.588,1.663,0.1270,0.0819,0.600,0.000,0.000
11.030,W,1.800,1.800,1.665,1.593,0.0808,0.1244,0.600,0.000,0.000
11.048,W,1.800,1.800,1.609,1.609,0.1148,0.1147,0.600,0.000,0.000
11.069,W,1.800,1.800,1.587,1.587,0.1276,0.1275,0.600,0.000,0.000
11.088,W,1.800,1.800,1.553,1.627,0.1481,0.1037,0.600,0.000,0.000
11.110,W,1.800,1.800,1.572,1.640,0.1370,0.0960,0.600,0.000,0.000
11.128,W,1.800,1.800,1.675,1.606,0.0870,0.1166,0.600,0.000,0.000
11.149,W,1.800,1.800,1.614,1.614,0.1119,0.1119,0.600,0.000,0.000
11.170,W,1.800,1.800,1.580,1.651,0.1322,0.0891,0.600,0.000,0.000
11.189,W,1.800,1.800,1.581,1.581,0.1311,0.1312,0.600,0.000,0.000
11.208,W,1.800,1.800,1.620,1.620,0.1081,0.1080,0.600,0.000,0.000
11.229,W,1.800,1.800,1.602,1.602,0.1187,0.1187,0.600,0.000,0.000
11.249,W,1.800,1.800,1.605,1.605,0.1172,0.1172,0.600,0.000,0.000
11.270,W,1.800,1.800,1.569,1.640,0.1383,0.0960,0.600,0.000,0.000
11.288,W,1.800,1.800,1.625,1.625,0.1052,0.1048,0.600,0.000,0.000
11.308,W,1.800,1.800,1.599,1.599,0.1204,0.1204,0.600,0.000,0.000
11.329,W,1.800,1.800,1.592,1.592,0.1248,0.1247,0.600,0.000,0.000
11.349,W,1.800,1.800,1.572,1.644,0.1365,0.0937,0.600,0.000,0.000
11.368,W,1.800,1.800,1.651,1.580,0.0892,0.1322,0.600,0.000,0.000
11.389,W,1.800,1.800,1.592,1.665,0.1246,0.0822,0.600,0.000,0.000
11.408,W,1.800,1.800,1.610,1.610,0.1140,0.1140,0.600,0.000,0.000
11.429,W,1.800,1.800,1.538,1.611,0.1571,0.1131,0.600,0.000,0.000
11.449,W,1.800,1.800,1.582,1.582,0.1308,0.1307,0.600,0.000,0.000
11.469,W,1.800,1.800,1.679,1.606,0.0808,0.1162,0.600,0.000,0.000
11.488,W,1.800,1.800,1.600,1.673,0.1199,0.0763,0.600,0.000,0.000
11.507,W,1.800,1.800,1.606,1.606,0.1165,0.1165,0.600,0.000,0.000
11.529,W,1.800,1.800,1.572,1.572,0.1369,0.1369,0.600,0.000,0.000
11.548,W,1.800,1.800,1.627,1.627,0.1037,0.1036,0.600,0.000,0.000
11.567,W,1.800,1.800,1.592,1.592,0.1247,0.1247,0.600,0.000,0.000
11.588,W,1.800,1.800,1.592,1.664,0.1249,0.0816,0.600,0.000,0.000
11.609,W,1.800,1.800,1.520,1.593,0.1677,0.1242,0.600,0.000,0.000
11.628,W,1.800,1.800,1.656,1.584,0.1177,0.1296,0.600,0.000,0.000
11.648,W,1.800,1.800,1.649,1.649,0.0909,0.0908,0.600,0.000,0.000
11.668,W,1.800,1.800,1.599,1.599,0.1208,0.1208,0.600,0.000,0.000
11.692,W,1.800,1.800,1.556,1.626,0.1463,0.1042,0.600,0.000,0.000
11.709,W,1.800,1.800,1.667,1.592,0.0963,0.1248,0.600,0.000,0.000
11.728,W,1.800,1.800,1.603,1.676,0.1183,0.0748,0.600,0.000,0.000
11.747,W,1.800,1.800,1.605,1.605,0.1169,0.1169,0.600,0.000,0.000
11.766,W,1.800,1.800,1.596,1.596,0.1222,0.1222,0.600,0.000,0.000
11.789,W,1.800,1.800,1.579,1.579,0.1326,0.1328,0.600,0.000,0.000
11.807,W,1.800,1.800,1.614,1.614,0.1119,0.1116,0.600,0.000,0.000
11.827,W,1.800,1.800,1.596,1.668,0.1225,0.0791,0.600,0.000,0.000
11.847,W,1.800,1.800,1.596,1.596,0.1225,0.1225,0.600,0.000,0.000
11.868,W,1.800,1.800,1.596,1.596,0.1226,0.1226,0.600,0.000,0.000
11.890,W,1.800,1.800,1.588,1.588,0.1271,0.1271,0.600,0.000,0.000
11.910,W,1.800,1.800,1.666,1.666,0.0805,0.0805,0.600,0.000,0.000
11.927,W,1.800,1.800,1.585,1.657,0.1290,0.0857,0.600,0.000,0.000
11.948,W,1.800,1.800,1.602,1.602,0.1185,0.1186,0.600,0.000,0.000
11.968,W,1.800,1.800,1.560,1.560,0.1439,0.1439,0.600,0.000,0.000
11.988,W,1.800,1.800,1.575,1.575,0.1353,0.1352,0.600,0.000,0.000
12.008,W,1.800,1.800,1.653,1.653,0.0883,0.0883,0.600,0.000,0.000
12.028,W,1.800,1.800,1.565,1.636,0.1383,0.0982,0.600,0.000,0.000
12.048,W,1.800,1.800,1.644,1.644,0.0936,0.0936,0.600,0.000,0.000
12.069,W,1.800,1.800,1.584,1.584,0.1297,0.1296,0.600,0.000,0.000
12.089,W,1.800,1.800,1.575,1.575,0.1348,0.1348,0.600,0.000,0.000
12.109,W,1.800,1.800,1.555,1.629,0.1470,0.1026,0.600,0.000,0.000
12.128,W,1.800,1.800,1.638,1.638,0.0971,0.0970,0.600,0.000,0.000
12.145,W,1.800,1.800,1.626,1.626,0.1043,0.1043,0.600,0.000,0.000
12.168,W,1.800,1.800,1.591,1.591,0.1257,0.1257,0.600,0.000,0.000
12.187,W,1.800,1.800,1.601,1.601,0.1192,0.1192,0.600,0.000,0.000
12.207,W,1.800,1.800,1.596,1.596,0.1223,0.1222,0.600,0.000,0.000
12.228,W,1.800,1.800,1.596,1.668,0.1225,0.0790,0.600,0.000,0.000
12.247,W,1.800,1.800,1.607,1.607,0.1161,0.1161,0.600,0.000,0.000
12.268,W,1.800,1.800,1.600,1.600,0.1199,0.1199,0.600,0.000,0.000
12.288,W,1.800,1.800,1.547,1.620,0.1520,0.1079,0.600,0.000,0.000
12.308,W,1.800,1.800,1.596,1.596,0.1225,0.1225,0.600,0.000,0.000
12.328,W,1.800,1.800,1.618,1.618,0.1093,0.1093,0.600,0.000,0.000
12.349,W,1.800,1.800,1.652,1.652,0.0890,0.0889,0.600,0.000,0.000
12.370,W,1.800,1.800,1.552,1.552,0.1390,0.1389,0.600,0.000,0.000
12.388,W,1.800,1.800,1.610,1.684,0.1141,0.0889,0.600,0.000,0.000
12.408,W,1.800,1.800,1.607,1.607,0.1157,0.1157,0.600,0.000,0.000
12.428,W,1.800,1.800,1.592,1.592,0.1249,0.1249,0.600,0.000,0.000
12.448,W,1.800,1.800,1.597,1.597,0.1216,0.1216,0.600,0.000,0.000
12.469,W,1.800,1.800,1.598,1.671,0.1212,0.0777,0.600,0.000,0.000
12.488,W,1.800,1.800,1.593,1.593,0.1242,0.1242,0.600,0.000,0.000
12.508,W,1.800,1.800,1.608,1.608,0.1152,0.1153,0.600,0.000,0.000
12.529,W,1.800,1.800,1.596,1.596,0.1227,0.1227,0.600,0.000,0.000
12.549,W,1.800,1.800,1.550,1.624,0.1500,0.1057,0.600,0.000,0.000
12.568,W,1.800,1.800,1.659,1.659,0.1000,0.0847,0.600,0.000,0.000
12.589,W,1.800,1.800,1.600,1.600,0.1198,0.1198,0.600,0.000,0.000
12.609,W,1.800,1.800,1.602,1.602,0.1187,0.1187,0.600,0.000,0.000
12.628,W,1.800,1.800,1.599,1.599,0.1206,0.1206,0.600,0.000,0.000
12.649,W,1.800,1.800,1.604,1.604,0.1175,0.1175,0.600,0.000,0.000
12.668,W,1.800,1.800,1.589,1.661,0.1267,0.0833,0.600,0.000,0.000
12.687,W,1.800,1.800,1.603,1.603,0.1180,0.1180,0.600,0.000,0.000
12.707,W,1.800,1.800,1.596,1.596,0.1225,0.1226,0.600,0.000,0.000
12.728,W,1.800,1.800,1.595,1.595,0.1228,0.1227,0.600,0.000,0.000
12.748,W,1.800,1.800,1.609,1.609,0.1145,0.1145,0.600,0.000,0.000
12.768,W,1.800,1.800,1.602,1.674,0.1190,0.0754,0.600,0.000,0.000
12.788,W,1.800,1.800,1.607,1.607,0.1159,0.1159,0.600,0.000,0.000
12.807,W,1.800,1.800,1.542,1.616,0.1547,0.1106,0.600,0.000,0.000
12.827,W,1.800,1.800,1.600,1.600,0.1202,0.1202,0.600,0.000,0.000
12.847,W,1.800,1.800,1.669,1.597,0.0785,0.1221,0.600,0.000,0.000
12.867,W,1.800,1.800,1.615,1.615,0.1109,0.1109,0.600,0.000,0.000
12.889,W,1.800,1.800,1.577,1.577,0.1336,0.1336,0.600,0.000,0.000
12.909,W,1.800,1.800,1.521,1.666,0.1674,0.0836,0.600,0.000,0.000
12.928,W,1.800,1.800,1.596,1.596,0.1222,0.1222,0.600,0.000,0.000
12.948,W,1.800,1.800,1.654,1.651,0.0875,0.0895,0.600,0.000,0.000
12.970,W,1.800,1.800,1.588,1.591,0.1271,0.1252,0.600,0.000,0.000
12.988,W,1.800,1.800,1.640,1.640,0.0961,0.0961,0.600,0.000,0.000
13.008,W,1.800,1.800,1.596,1.596,0.1224,0.1224,0.600,0.000,0.000
13.029,W,1.800,1.800,1.547,1.617,0.1521,0.1098,0.600,0.000,0.000
13.048,W,1.800,1.800,1.591,1.591,0.1253,0.1253,0.600,0.000,0.000
13.069,W,1.800,1.800,1.612,1.612,0.1129,0.1129,0.600,0.000,0.000
13.089,W,1.800,1.800,1.661,1.661,0.0834,0.0834,0.600,0.000,0.000
13.109,W,1.800,1.800,1.602,1.602,0.1188,0.1188,0.600,0.000,0.000
13.128,W,1.800,1.800,1.543,1.616,0.1544,0.1103,0.600,0.000,0.000
13.148,W,1.800,1.800,1.593,1.666,0.1242,0.0807,0.600,0.000,0.000
13.168,W,1.800,1.800,1.595,1.595,0.1228,0.1228,0.600,0.000,0.000
13.189,W,1.800,1.800,1.614,1.540,0.1118,0.1558,0.600,0.000,0.000
13.208,W,1.800,1.800,1.603,1.603,0.1181,0.1182,0.600,0.000,0.000
13.228,W,1.800,1.800,1.596,1.669,0.1224,0.0789,0.600,0.000,0.000
13.247,W,1.800,1.800,1.596,1.668,0.1225,0.0789,0.600,0.000,0.000
13.268,W,1.800,1.800,1.596,1.596,0.1226,0.1226,0.600,0.000,0.000
13.288,W,1.800,1.800,1.677,1.537,0.0737,0.1576,0.600,0.000,0.000
13.309,W,1.800,1.800,1.599,1.671,0.1208,0.1076,0.600,0.000,0.000
13.329,W,1.800,1.800,1.537,1.611,0.1576,0.1136,0.600,0.000,0.000
13.348,W,1.800,1.800,1.588,1.660,0.1271,0.0839,0.600,0.000,0.000
13.369,W,1.800,1.800,1.608,1.608,0.1151,0.1150,0.600,0.000,0.000
13.388,W,1.800,1.800,1.601,1.598,0.1197,0.1212,0.600,0.000,0.000
13.409,W,1.800,1.800,1.603,1.606,0.1181,0.1166,0.600,0.000,0.000
13.429,W,1.800,1.800,1.611,1.611,0.1131,0.1131,0.600,0.000,0.000
13.449,W,1.800,1.800,1.601,1.673,0.1197,0.0760,0.600,0.000,0.000
13.468,W,1.800,1.800,1.604,1.604,0.1178,0.1178,0.600,0.000,0.000
13.488,W,1.800,1.800,1.596,1.596,0.1224,0.1224,0.600,0.000,0.000
13.507,W,1.800,1.800,1.596,1.596,0.1224,0.1224,0.600,0.000,0.000
13.528,W,1.800,1.800,1.596,1.596,0.1225,0.1225,0.600,0.000,0.000
13.547,W,1.800,1.800,1.596,1.596,0.1225,0.1226,0.600,0.000,0.000
