t,cmd,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd
2.904,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
2.924,W,0.360,0.360,0.290,0.218,0.0419,0.0854,0.600,0.000,0.000
2.944,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
2.964,W,0.360,0.360,0.290,0.363,0.0419,-0.0017,0.600,0.000,0.000
2.984,W,0.360,0.360,0.217,0.217,0.0857,0.0483,0.600,0.000,0.000
3.004,W,0.360,0.360,0.291,0.291,0.0416,0.0416,0.600,0.000,0.000
3.024,W,0.360,0.360,0.363,0.217,-0.0015,0.0855,0.600,0.000,0.000
3.044,W,0.360,0.360,0.218,0.291,0.0485,0.0417,0.600,0.000,0.000
3.064,W,0.360,0.360,0.217,0.290,0.0855,0.0420,0.600,0.000,0.000
3.084,W,0.360,0.360,0.290,0.290,0.0418,0.0418,0.600,0.000,0.000
3.104,W,0.360,0.360,0.290,0.290,0.0420,0.0420,0.600,0.000,0.000
3.124,W,0.360,0.360,0.218,0.218,0.0854,0.0854,0.600,0.000,0.000
3.144,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.164,W,0.360,0.360,0.363,0.290,-0.0016,0.0419,0.600,0.000,0.000
3.184,W,0.360,0.360,0.218,0.363,0.0484,-0.0017,0.600,0.000,0.000
3.204,W,0.360,0.360,0.218,0.218,0.0854,0.0483,0.600,0.000,0.000
3.224,W,0.360,0.360,0.290,0.218,0.0419,0.0854,0.600,0.000,0.000
3.244,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.264,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.284,W,0.360,0.360,0.216,0.288,0.0862,0.0429,0.600,0.000,0.000
3.304,W,0.360,0.360,0.289,0.289,0.0424,0.0424,0.600,0.000,0.000
3.324,W,0.360,0.360,0.293,0.220,0.0404,0.0843,0.600,0.000,0.000
3.344,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.364,W,0.360,0.360,0.218,0.290,0.0854,0.0419,0.600,0.000,0.000
3.384,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.404,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.424,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.444,W,0.360,0.360,0.290,0.218,0.0419,0.0854,0.600,0.000,0.000
3.464,W,0.360,0.360,0.218,0.290,0.0854,0.0419,0.600,0.000,0.000
3.484,W,0.360,0.360,0.290,0.363,0.0419,-0.0016,0.600,0.000,0.000
3.504,W,0.360,0.360,0.290,0.217,0.0420,0.0484,0.600,0.000,0.000
3.524,W,0.360,0.360,0.290,0.290,0.0418,0.0418,0.600,0.000,0.000
3.544,W,0.360,0.360,0.218,0.218,0.0854,0.0854,0.600,0.000,0.000
3.564,W,0.360,0.360,0.289,0.289,0.0423,0.0423,0.600,0.000,0.000
3.584,W,0.360,0.360,0.291,0.291,0.0415,0.0415,0.600,0.000,0.000
3.604,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
3.625,W,0.360,0.360,0.290,0.217,0.0422,0.0857,0.600,0.000,0.000
3.645,W,0.360,0.360,0.218,0.363,0.0854,0.0357,0.600,0.000,0.000
3.665,W,0.360,0.360,0.290,0.289,0.0420,0.0424,0.600,0.000,0.000
3.685,W,0.360,0.360,0.290,0.364,0.0418,-0.0023,0.600,0.000,0.000
3.705,W,0.360,0.360,0.290,0.363,0.0418,-0.0018,0.600,0.000,0.000
3.725,W,0.360,0.360,0.289,0.217,0.0428,0.0482,0.600,0.000,0.000
3.744,W,0.360,0.360,0.219,0.219,0.0848,0.0847,0.600,0.000,0.000
3.765,W,0.360,0.360,0.290,0.218,0.0419,0.0854,0.600,0.000,0.000
3.785,W,0.360,0.360,0.290,0.290,0.0420,0.0421,0.600,0.000,0.000
3.805,W,0.360,0.360,0.218,0.290,0.0853,0.0418,0.600,0.000,0.000
3.825,W,0.360,0.360,0.363,0.363,0.0353,-0.0016,0.600,0.000,0.000
3.845,W,0.360,0.360,0.288,0.216,0.0431,0.0484,0.600,0.000,0.000
3.865,W,0.360,0.360,0.292,0.219,0.0407,0.0845,0.600,0.000,0.000
3.885,W,0.360,0.360,0.290,0.290,0.0420,0.0420,0.600,0.000,0.000
3.905,W,0.360,0.360,0.218,0.218,0.0854,0.0854,0.600,0.000,0.000
3.925,W,0.360,0.360,0.286,0.286,0.0443,0.0443,0.600,0.000,0.000
3.945,W,0.360,0.360,0.294,0.294,0.0394,0.0394,0.600,0.000,0.000
3.965,W,0.360,0.360,0.290,0.363,0.0418,-0.0017,0.600,0.000,0.000
3.985,W,0.360,0.360,0.288,0.216,0.0431,0.0483,0.600,0.000,0.000
4.005,W,0.360,0.360,0.217,0.217,0.0856,0.0856,0.600,0.000,0.000
4.025,W,0.360,0.360,0.293,0.219,0.0404,0.0843,0.600,0.000,0.000
4.045,W,0.360,0.360,0.290,0.290,0.0419,0.0419,0.600,0.000,0.000
4.066,W,0.420,0.420,0.280,0.280,0.0840,0.0841,0.600,0.000,0.000
4.085,W,0.420,0.420,0.301,0.377,0.0713,0.0341,0.600,0.000,0.000
4.105,W,0.420,0.420,0.363,0.290,0.0344,0.0779,0.600,0.000,0.000
4.125,W,0.420,0.420,0.285,0.357,0.0808,0.0380,0.600,0.000,0.000
4.145,W,0.420,0.420,0.369,0.295,0.0308,0.0749,0.600,0.000,0.000
4.165,W,0.420,0.420,0.363,0.363,0.0344,0.0344,0.600,0.000,0.000
4.185,W,0.420,0.420,0.358,0.358,0.0369,0.0369,0.600,0.000,0.000
4.205,W,0.420,0.420,0.294,0.294,0.0757,0.0757,0.600,0.000,0.000
4.225,W,0.420,0.420,0.290,0.363,0.0780,0.0345,0.600,0.000,0.000
4.245,W,0.420,0.420,0.359,0.287,0.0365,0.0796,0.600,0.000,0.000
4.265,W,0.420,0.420,0.293,0.293,0.0762,0.0762,0.600,0.000,0.000
4.285,W,0.420,0.420,0.363,0.363,0.0342,0.0342,0.600,0.000,0.000
4.305,W,0.420,0.420,0.360,0.432,0.0358,-0.0074,0.600,0.000,0.000
4.325,W,0.420,0.420,0.292,0.365,0.0768,0.0330,0.600,0.000,0.000
4.345,W,0.420,0.420,0.290,0.290,0.0779,0.0779,0.600,0.000,0.000
4.366,W,0.420,0.420,0.423,0.282,0.0279,0.0830,0.600,0.000,0.000
4.385,W,0.420,0.420,0.370,0.296,0.0300,0.0744,0.600,0.000,0.000
4.406,W,0.420,0.420,0.293,0.367,0.0761,0.0321,0.600,0.000,0.000
4.426,W,0.420,0.420,0.363,0.363,0.0344,0.0344,0.600,0.000,0.000
4.445,W,0.420,0.420,0.289,0.361,0.0787,0.0354,0.600,0.000,0.000
4.465,W,0.420,0.420,0.364,0.364,0.0334,0.0334,0.600,0.000,0.000
4.486,W,0.420,0.420,0.290,0.290,0.0779,0.0779,0.600,0.000,0.000
4.506,W,0.420,0.420,0.363,0.290,0.0344,0.0779,0.600,0.000,0.000
4.526,W,0.420,0.420,0.363,0.363,0.0344,0.0344,0.600,0.000,0.000
4.546,W,0.420,0.420,0.290,0.363,0.0779,0.0344,0.600,0.000,0.000
4.566,W,0.480,0.480,0.353,0.353,0.0760,0.0760,0.600,0.000,0.000
4.585,W,0.480,0.480,0.372,0.298,0.0645,0.1091,0.600,0.000,0.000
4.606,W,0.480,0.480,0.430,0.430,0.0297,0.0591,0.600,0.000,0.000
4.625,W,0.480,0.480,0.367,0.513,0.0679,0.0091,0.600,0.000,0.000
4.647,W,0.540,0.540,0.345,0.484,0.1168,0.0339,0.600,0.000,0.000
4.666,W,0.540,0.540,0.454,0.454,0.0668,0.0514,0.600,0.000,0.000
4.686,W,0.540,0.540,0.432,0.432,0.0646,0.0646,0.600,0.000,0.000
4.706,W,0.540,0.540,0.516,0.368,0.0146,0.1029,0.600,0.000,0.000
4.726,W,0.600,0.600,0.495,0.495,0.0631,0.0631,0.600,0.000,0.000
4.746,W,0.600,0.600,0.447,0.521,0.0919,0.0471,0.600,0.000,0.000
4.766,W,0.600,0.600,0.435,0.508,0.0988,0.0553,0.600,0.000,0.000
4.787,W,0.600,0.600,0.570,0.570,0.0488,0.0182,0.600,0.000,0.000
4.806,W,0.600,0.600,0.518,0.518,0.0495,0.0495,0.600,0.000,0.000
4.827,W,0.660,0.660,0.556,0.487,0.0624,0.0995,0.600,0.000,0.000
4.846,W,0.660,0.660,0.531,0.455,0.0774,0.1229,0.600,0.000,0.000
4.865,W,0.660,0.660,0.503,0.575,0.0940,0.0729,0.600,0.000,0.000
4.885,W,0.660,0.660,0.586,0.659,0.0445,0.0229,0.600,0.000,0.000
4.908,W,0.720,0.720,0.564,0.635,0.0934,0.0511,0.600,0.000,0.000
4.926,W,0.720,0.720,0.522,0.597,0.1187,0.0740,0.600,0.000,0.000
4.947,W,0.720,0.720,0.653,0.653,0.0687,0.0402,0.600,0.000,0.000
4.966,W,0.720,0.720,0.708,0.638,0.0187,0.0495,0.600,0.000,0.000
4.986,W,0.720,0.720,0.669,0.595,0.0306,0.0752,0.600,0.000,0.000
5.007,W,0.780,0.780,0.571,0.642,0.0806,0.0826,0.600,0.000,0.000
5.025,W,0.780,0.780,0.591,0.591,0.1136,0.1135,0.600,0.000,0.000
5.045,W,0.780,0.780,0.653,0.726,0.0762,0.0635,0.600,0.000,0.000
5.066,W,0.840,0.840,0.707,0.707,0.0800,0.0800,0.600,0.000,0.000
5.085,W,0.840,0.840,0.671,0.745,0.1016,0.0569,0.600,0.000,0.000
5.105,W,0.840,0.840,0.725,0.725,0.0688,0.0687,0.600,0.000,0.000
5.125,W,0.840,0.840,0.726,0.726,0.0686,0.0687,0.600,0.000,0.000
5.146,W,0.900,0.900,0.711,0.782,0.1135,0.0709,0.600,0.000,0.000
5.165,W,0.900,0.900,0.798,0.725,0.0635,0.1047,0.600,0.000,0.000
5.185,W,0.900,0.900,0.741,0.815,0.0956,0.0547,0.600,0.000,0.000
5.205,W,0.900,0.900,0.798,0.798,0.0612,0.0612,0.600,0.000,0.000
5.225,W,0.900,0.900,0.865,0.793,0.0208,0.0641,0.600,0.000,0.000
5.246,W,0.960,0.960,0.778,0.778,0.0708,0.1095,0.600,0.000,0.000
5.265,W,0.960,0.960,0.675,0.825,0.1208,0.0813,0.600,0.000,0.000
5.285,W,0.960,0.960,0.798,0.870,0.0973,0.0537,0.600,0.000,0.000
5.305,W,0.960,0.960,0.871,0.798,0.0537,0.0972,0.600,0.000,0.000
5.326,W,1.020,1.020,0.847,0.847,0.1037,0.1037,0.600,0.000,0.000
5.345,W,1.020,1.020,0.879,0.879,0.0846,0.0846,0.600,0.000,0.000
5.365,W,1.020,1.020,0.870,0.942,0.0901,0.0466,0.600,0.000,0.000
5.385,W,1.020,1.020,0.876,0.949,0.0863,0.0425,0.600,0.000,0.000
5.405,W,1.080,1.080,0.870,0.870,0.1259,0.0925,0.600,0.000,0.000
5.426,W,1.080,1.080,1.004,0.932,0.0759,0.0888,0.600,0.000,0.000
5.446,W,1.080,1.080,0.945,0.872,0.0810,0.1246,0.600,0.000,0.000
5.466,W,1.080,1.080,1.009,0.937,0.0424,0.0856,0.600,0.000,0.000
5.486,W,1.140,1.140,0.929,1.000,0.0924,0.0838,0.600,0.000,0.000
5.505,W,1.140,1.140,0.911,0.986,0.1377,0.0921,0.600,0.000,0.000
5.525,W,1.140,1.140,0.943,1.088,0.1183,0.0421,0.600,0.000,0.000
5.545,W,1.140,1.140,1.074,1.002,0.0683,0.0828,0.600,0.000,0.000
5.566,W,1.140,1.140,1.007,1.007,0.0800,0.0800,0.600,0.000,0.000
5.585,W,1.200,1.200,1.025,0.951,0.1050,0.1300,0.600,0.000,0.000
5.605,W,1.200,1.200,1.078,1.078,0.0731,0.0800,0.600,0.000,0.000
5.625,W,1.200,1.200,1.039,1.113,0.0966,0.0520,0.600,0.000,0.000
5.645,W,1.200,1.200,1.016,1.088,0.1107,0.0672,0.600,0.000,0.000
5.666,W,1.260,1.260,1.066,0.995,0.1164,0.1172,0.600,0.000,0.000
5.686,W,1.260,1.260,1.145,1.073,0.0691,0.1120,0.600,0.000,0.000
5.705,W,1.260,1.260,1.127,1.127,0.0796,0.0796,0.600,0.000,0.000
5.725,W,1.260,1.260,1.088,1.088,0.1032,0.1032,0.600,0.000,0.000
5.746,W,1.320,1.320,1.059,1.130,0.1532,0.1140,0.600,0.000,0.000
5.765,W,1.320,1.320,1.193,1.193,0.1032,0.0761,0.600,0.000,0.000
5.785,W,1.320,1.320,1.233,1.161,0.0532,0.0955,0.600,0.000,0.000
5.806,W,1.320,1.320,1.147,1.218,0.1032,0.0609,0.600,0.000,0.000
5.826,W,1.320,1.320,1.217,1.146,0.0617,0.1047,0.600,0.000,0.000
5.845,W,1.380,1.380,1.101,1.174,0.1117,0.1238,0.600,0.000,0.000
5.865,W,1.380,1.380,1.177,1.251,0.1218,0.0775,0.600,0.000,0.000
5.886,W,1.380,1.380,1.212,1.212,0.1011,0.1011,0.600,0.000,0.000
5.906,W,1.380,1.380,1.228,1.228,0.0910,0.0910,0.600,0.000,0.000
5.927,W,1.440,1.440,1.213,1.285,0.1359,0.0931,0.600,0.000,0.000
5.945,W,1.440,1.440,1.282,1.282,0.0947,0.0947,0.600,0.000,0.000
5.966,W,1.440,1.440,1.293,1.221,0.0883,0.1314,0.600,0.000,0.000
5.987,W,1.500,1.500,1.204,1.346,0.1383,0.0925,0.600,0.000,0.000
6.006,W,1.500,1.500,1.321,1.321,0.1076,0.1075,0.600,0.000,0.000
6.027,W,1.500,1.500,1.262,1.262,0.1428,0.1429,0.600,0.000,0.000
6.046,W,1.500,1.500,1.369,1.441,0.0928,0.0929,0.600,0.000,0.000
6.067,W,1.500,1.500,1.351,1.351,0.0896,0.0896,0.600,0.000,0.000
6.087,W,1.560,1.560,1.325,1.398,0.1396,0.0973,0.600,0.000,0.000
6.107,W,1.560,1.560,1.373,1.446,0.1119,0.0684,0.600,0.000,0.000
6.128,W,1.560,1.560,1.377,1.377,0.1098,0.1098,0.600,0.000,0.000
6.148,W,1.560,1.560,1.325,1.396,0.1411,0.0983,0.600,0.000,0.000
6.168,W,1.620,1.620,1.377,1.380,0.1455,0.1443,0.600,0.000,0.000
6.187,W,1.620,1.620,1.476,1.402,0.0955,0.1306,0.600,0.000,0.000
6.206,W,1.620,1.620,1.463,1.463,0.0942,0.0942,0.600,0.000,0.000
6.227,W,1.620,1.620,1.460,1.460,0.0959,0.0958,0.600,0.000,0.000
6.248,W,1.680,1.680,1.373,1.442,0.1459,0.1430,0.600,0.000,0.000
6.267,W,1.680,1.680,1.462,1.539,0.1308,0.0930,0.600,0.000,0.000
