t,cmd,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd
6.287,W,1.680,1.680,1.459,1.459,0.1328,0.1328,0.600,0.000,0.000
6.308,W,1.680,1.680,1.461,1.534,0.1312,0.0874,0.600,0.000,0.000
6.328,W,1.740,1.740,1.498,1.498,0.1450,0.1374,0.600,0.000,0.000
6.347,W,1.740,1.740,1.532,1.532,0.1250,0.1248,0.600,0.000,0.000
6.367,W,1.740,1.740,1.517,1.589,0.1337,0.0904,0.600,0.000,0.000
6.388,W,1.740,1.740,1.538,1.538,0.1214,0.1214,0.600,0.000,0.000
6.409,W,1.740,1.740,1.507,1.577,0.1400,0.0976,0.600,0.000,0.000
6.428,W,1.800,1.800,1.550,1.551,0.1497,0.1476,0.600,0.000,0.000
6.446,W,1.800,1.800,1.628,1.554,0.1032,0.1475,0.600,0.000,0.000
6.467,W,1.800,1.800,1.608,1.609,0.1149,0.1149,0.600,0.000,0.000
6.489,W,1.860,1.860,1.511,1.583,0.1649,0.1649,0.600,0.000,0.000
6.511,W,1.860,1.860,1.605,1.678,0.1528,0.1149,0.600,0.000,0.000
6.530,W,1.860,1.860,1.646,1.646,0.1287,0.1286,0.600,0.000,0.000
6.550,W,1.860,1.860,1.588,1.732,0.1632,0.0786,0.600,0.000,0.000
6.570,W,1.860,1.860,1.657,1.657,0.1216,0.1218,0.600,0.000,0.000
6.593,W,1.920,1.920,1.624,1.624,0.1716,0.1718,0.600,0.000,0.000
6.611,W,1.920,1.920,1.674,1.748,0.1475,0.1218,0.600,0.000,0.000
6.631,W,1.920,1.920,1.755,1.682,0.0992,0.1430,0.600,0.000,0.000
6.650,W,1.920,1.920,1.671,1.744,0.1491,0.1055,0.600,0.000,0.000
6.669,W,1.980,1.980,1.726,1.726,0.1524,0.1526,0.600,0.000,0.000
6.689,W,1.980,1.980,1.688,1.762,0.1751,0.1308,0.600,0.000,0.000
6.710,W,1.980,1.980,1.755,1.755,0.1352,0.1352,0.600,0.000,0.000
6.730,W,1.980,1.980,1.742,1.741,0.1431,0.1431,0.600,0.000,0.000
6.748,W,2.040,2.040,1.773,1.773,0.1604,0.1604,0.600,0.000,0.000
6.771,W,2.040,2.040,1.803,1.803,0.1422,0.1421,0.600,0.000,0.000
6.792,W,2.040,2.040,1.759,1.832,0.1688,0.1248,0.600,0.000,0.000
6.811,W,2.040,2.040,1.806,1.806,0.1401,0.1402,0.600,0.000,0.000
6.831,W,2.040,2.040,1.814,1.814,0.1354,0.1354,0.600,0.000,0.000
6.853,W,2.100,2.100,1.851,1.851,0.1496,0.1496,0.600,0.000,0.000
6.870,W,2.100,2.100,1.771,1.852,0.1974,0.1491,0.600,0.000,0.000
6.892,W,2.100,2.100,1.806,1.875,0.1766,0.1349,0.600,0.000,0.000
6.914,W,2.160,2.160,1.870,1.798,0.1742,0.1849,0.600,0.000,0.000
6.933,W,2.160,2.160,1.898,1.898,0.1573,0.1573,0.600,0.000,0.000
6.951,W,2.160,2.160,1.903,1.904,0.1539,0.1538,0.600,0.000,0.000
6.970,W,2.160,2.160,1.885,1.957,0.1651,0.1217,0.600,0.000,0.000
6.992,W,2.160,2.160,1.887,1.887,0.1636,0.1636,0.600,0.000,0.000
7.014,W,2.220,2.220,1.907,1.907,0.1876,0.1877,0.600,0.000,0.000
7.032,W,2.220,2.220,1.939,1.940,0.1683,0.1683,0.600,0.000,0.000
7.053,W,2.220,2.220,1.886,1.959,0.2001,0.1566,0.600,0.000,0.000
7.074,W,2.220,2.220,1.958,1.959,0.1569,0.1569,0.600,0.000,0.000
7.096,W,2.280,2.280,1.984,2.050,0.1774,0.1378,0.600,0.000,0.000
7.114,W,2.280,2.280,1.961,1.961,0.1916,0.1878,0.600,0.000,0.000
7.133,W,2.280,2.280,1.982,1.982,0.1786,0.1786,0.600,0.000,0.000
7.155,W,2.280,2.280,1.961,2.033,0.1914,0.1479,0.600,0.000,0.000
7.178,W,2.340,2.340,2.012,2.012,0.1969,0.1969,0.600,0.000,0.000
7.196,W,2.340,2.340,1.997,2.076,0.2061,0.1581,0.600,0.000,0.000
7.216,W,2.340,2.340,2.030,1.957,0.1861,0.2081,0.600,0.000,0.000
7.239,W,2.340,2.340,2.032,2.104,0.1850,0.1581,0.600,0.000,0.000
7.260,W,2.400,2.400,2.112,2.045,0.1730,0.2081,0.600,0.000,0.000
7.276,W,2.400,2.400,2.022,2.103,0.2230,0.1781,0.600,0.000,0.000
7.296,W,2.400,2.400,2.093,2.093,0.1840,0.1840,0.600,0.000,0.000
7.316,W,2.400,2.400,2.052,2.123,0.2086,0.1662,0.600,0.000,0.000
7.340,W,2.460,2.460,2.079,2.144,0.2284,0.1895,0.600,0.000,0.000
7.360,W,2.460,2.460,2.109,2.109,0.2105,0.2104,0.600,0.000,0.000
7.377,W,2.460,2.460,2.159,2.159,0.1806,0.1806,0.600,0.000,0.000
7.400,W,2.460,2.460,2.128,2.128,0.1993,0.1994,0.600,0.000,0.000
7.421,W,2.460,2.460,2.110,2.183,0.2099,0.1661,0.600,0.000,0.000
7.445,W,2.500,2.500,2.170,2.105,0.1977,0.2161,0.600,0.000,0.000
7.467,W,2.500,2.500,2.104,2.170,0.2376,0.1981,0.600,0.000,0.000
7.488,W,2.500,2.500,2.192,2.192,0.1876,0.1850,0.600,0.000,0.000
7.511,W,2.500,2.500,2.122,2.191,0.2266,0.1856,0.600,0.000,0.000
7.529,W,2.500,2.500,2.188,2.188,0.1872,0.1873,0.600,0.000,0.000
7.549,W,2.500,2.500,2.089,2.089,0.2372,0.2373,0.600,0.000,0.000
7.569,W,2.500,2.500,2.105,2.184,0.2367,0.1899,0.600,0.000,0.000
7.592,W,2.500,2.500,2.177,2.177,0.1937,0.1936,0.600,0.000,0.000
7.618,W,2.500,2.500,2.140,2.203,0.2160,0.1783,0.600,0.000,0.000
7.642,W,2.500,2.500,2.205,2.205,0.1768,0.1768,0.600,0.000,0.000
7.669,W,2.500,2.500,2.219,2.219,0.1685,0.1687,0.600,0.000,0.000
7.693,W,2.500,2.500,2.215,2.267,0.1712,0.1396,0.600,0.000,0.000
7.713,W,2.500,2.500,2.155,2.221,0.2070,0.1676,0.600,0.000,0.000
7.733,W,2.500,2.500,2.123,2.201,0.2263,0.1791,0.600,0.000,0.000
7.757,W,2.500,2.500,2.193,2.193,0.1840,0.1842,0.600,0.000,0.000
7.777,W,2.500,2.500,2.213,2.214,0.1720,0.1718,0.600,0.000,0.000
7.798,W,2.500,2.500,2.192,2.192,0.1846,0.1845,0.600,0.000,0.000
7.818,W,2.500,2.500,2.164,2.164,0.2015,0.2016,0.600,0.000,0.000
7.837,W,2.500,2.500,2.118,2.194,0.2289,0.1835,0.600,0.000,0.000
7.859,W,2.500,2.500,2.157,2.157,0.2057,0.2057,0.600,0.000,0.000
7.881,W,2.500,2.500,2.100,2.178,0.2398,0.1932,0.600,0.000,0.000
7.900,W,2.500,2.500,2.234,2.234,0.1898,0.1596,0.600,0.000,0.000
7.924,W,2.500,2.500,2.169,2.169,0.1989,0.1989,0.600,0.000,0.000
7.946,W,2.500,2.500,2.174,2.174,0.1956,0.1955,0.600,0.000,0.000
7.968,W,2.500,2.500,2.182,2.245,0.1906,0.1531,0.600,0.000,0.000
7.990,W,2.500,2.500,2.164,2.164,0.2016,0.2016,0.600,0.000,0.000
8.013,W,2.500,2.500,2.163,2.224,0.2025,0.1655,0.600,0.000,0.000
8.033,W,2.500,2.500,2.184,2.184,0.1894,0.1893,0.600,0.000,0.000
8.053,W,2.500,2.500,2.175,2.241,0.1953,0.1556,0.600,0.000,0.000
8.075,W,2.500,2.500,2.181,2.181,0.1915,0.1915,0.600,0.000,0.000
8.097,W,2.500,2.500,2.103,2.171,0.2380,0.1973,0.600,0.000,0.000
8.123,W,2.500,2.500,2.187,2.255,0.1880,0.1473,0.600,0.000,0.000
8.150,W,2.500,2.500,2.031,2.031,0.2380,0.1973,0.600,0.000,0.000
8.178,W,2.500,2.500,2.245,2.293,0.1880,0.1473,0.600,0.000,0.000
8.201,W,2.500,2.500,2.249,2.193,0.1505,0.1843,0.600,0.000,0.000
8.219,W,2.500,2.500,2.153,2.226,0.2005,0.1647,0.600,0.000,0.000
8.240,W,2.500,2.500,2.196,2.196,0.1823,0.1822,0.600,0.000,0.000
8.265,W,2.500,2.500,2.160,2.098,0.2040,0.2322,0.600,0.000,0.000
8.283,W,2.500,2.500,2.113,2.188,0.2325,0.1870,0.600,0.000,0.000
8.305,W,2.500,2.500,2.160,2.226,0.2037,0.1645,0.600,0.000,0.000
8.325,W,2.500,2.500,2.196,2.196,0.1825,0.1825,0.600,0.000,0.000
8.347,W,2.500,2.500,2.144,2.144,0.2139,0.2138,0.600,0.000,0.000
8.370,W,2.500,2.500,2.161,2.160,0.2036,0.2038,0.600,0.000,0.000
8.391,W,2.500,2.500,2.163,2.231,0.2023,0.1616,0.600,0.000,0.000
8.417,W,2.500,2.500,2.174,2.174,0.1957,0.1957,0.600,0.000,0.000
8.442,W,2.500,2.500,2.130,2.236,0.2222,0.1585,0.600,0.000,0.000
8.463,W,2.500,2.500,2.210,2.210,0.1742,0.1741,0.600,0.000,0.000
8.486,W,2.500,2.500,2.171,2.239,0.1972,0.1565,0.600,0.000,0.000
8.506,W,2.500,2.500,2.195,2.195,0.1833,0.1832,0.600,0.000,0.000
8.531,W,2.500,2.500,2.150,2.149,0.2103,0.2104,0.600,0.000,0.000
8.550,W,2.500,2.500,2.120,2.188,0.2281,0.1869,0.600,0.000,0.000
8.572,W,2.500,2.500,2.185,2.185,0.1890,0.1890,0.600,0.000,0.000
8.596,W,2.500,2.500,2.166,2.166,0.2003,0.2004,0.600,0.000,0.000
8.616,W,2.500,2.500,2.128,2.257,0.2230,0.1504,0.600,0.000,0.000
8.636,W,2.500,2.500,2.216,2.145,0.1730,0.2004,0.600,0.000,0.000
8.657,W,2.500,2.500,2.142,2.213,0.2147,0.1719,0.600,0.000,0.000
8.676,W,2.500,2.500,2.159,2.231,0.2049,0.1617,0.600,0.000,0.000
8.702,W,2.500,2.500,2.158,2.158,0.2050,0.2051,0.600,0.000,0.000
8.722,W,2.500,2.500,2.175,2.241,0.1950,0.1553,0.600,0.000,0.000
8.745,W,2.500,2.500,2.208,2.137,0.1751,0.2053,0.600,0.000,0.000
8.767,W,2.500,2.500,2.195,2.249,0.1828,0.1553,0.600,0.000,0.000
8.786,W,2.500,2.500,2.127,2.127,0.2240,0.2053,0.600,0.000,0.000
8.806,W,2.500,2.500,2.151,2.223,0.2095,0.1664,0.600,0.000,0.000
8.828,W,2.500,2.500,2.221,2.221,0.1674,0.1674,0.600,0.000,0.000
8.851,W,2.500,2.500,2.127,2.126,0.2174,0.2174,0.600,0.000,0.000
8.869,W,2.500,2.500,2.128,2.207,0.2231,0.1757,0.600,0.000,0.000
8.892,W,2.500,2.500,2.170,2.170,0.1981,0.1982,0.600,0.000,0.000
8.917,W,2.500,2.500,2.118,2.184,0.2289,0.1894,0.600,0.000,0.000
8.939,W,2.500,2.500,2.181,2.242,0.1915,0.1549,0.600,0.000,0.000
8.960,W,2.500,2.500,2.181,2.181,0.1915,0.1915,0.600,0.000,0.000
8.980,W,2.500,2.500,2.209,2.210,0.1743,0.1742,0.600,0.000,0.000
9.002,W,2.500,2.500,2.183,2.245,0.1902,0.1528,0.600,0.000,0.000
9.024,W,2.500,2.500,2.170,2.170,0.1978,0.1978,0.600,0.000,0.000
9.043,W,2.500,2.500,2.131,2.131,0.2217,0.2216,0.600,0.000,0.000
9.064,W,2.500,2.500,2.226,2.226,0.1717,0.1716,0.600,0.000,0.000
9.088,W,2.500,2.500,2.129,2.196,0.2217,0.1825,0.600,0.000,0.000
9.108,W,2.500,2.500,2.155,2.156,0.2067,0.2066,0.600,0.000,0.000
9.128,W,2.500,2.500,2.141,2.213,0.2153,0.1724,0.600,0.000,0.000
9.148,W,2.500,2.500,2.149,2.220,0.2108,0.1679,0.600,0.000,0.000
9.169,W,2.500,2.500,2.161,2.234,0.2032,0.1599,0.600,0.000,0.000
9.192,W,2.500,2.500,2.189,2.188,0.1867,0.1869,0.600,0.000,0.000
9.213,W,2.500,2.500,2.232,2.232,0.1609,0.1607,0.600,0.000,0.000
9.234,W,2.500,2.500,2.123,2.202,0.2109,0.1789,0.600,0.000,0.000
9.256,W,2.500,2.500,2.156,2.155,0.2067,0.2068,0.600,0.000,0.000
9.275,W,2.500,2.500,2.189,2.190,0.1864,0.1862,0.600,0.000,0.000
9.296,W,2.500,2.500,2.185,2.185,0.1888,0.1888,0.600,0.000,0.000
9.315,W,2.500,2.500,2.141,2.220,0.2154,0.1678,0.600,0.000,0.000
9.339,W,2.500,2.500,2.144,2.203,0.2138,0.1782,0.600,0.000,0.000
9.359,W,2.500,2.500,2.202,2.123,0.1790,0.2259,0.600,0.000,0.000
9.380,W,2.500,2.500,2.163,2.163,0.2022,0.2022,0.600,0.000,0.000
9.399,W,2.500,2.500,2.155,2.230,0.2067,0.1622,0.600,0.000,0.000
9.427,W,2.500,2.500,2.165,2.222,0.2011,0.1670,0.600,0.000,0.000
9.448,W,2.500,2.500,2.136,2.205,0.2182,0.1767,0.600,0.000,0.000
9.466,W,2.500,2.500,2.247,2.179,0.1682,0.1929,0.600,0.000,0.000
9.491,W,2.500,2.500,2.135,2.194,0.2182,0.1837,0.600,0.000,0.000
9.513,W,2.500,2.500,2.198,2.199,0.1811,0.1809,0.600,0.000,0.000
9.534,W,2.500,2.500,2.134,2.205,0.2195,0.1767,0.600,0.000,0.000
9.556,W,2.500,2.500,2.178,2.178,0.1933,0.1934,0.600,0.000,0.000
9.576,W,2.500,2.500,2.117,2.188,0.2299,0.1875,0.600,0.000,0.000
9.600,W,2.500,2.500,2.197,2.197,0.1819,0.1818,0.600,0.000,0.000
9.626,W,2.500,2.500,2.187,2.187,0.1875,0.1876,0.600,0.000,0.000
9.648,W,2.500,2.500,2.198,2.261,0.1809,0.1432,0.600,0.000,0.000
9.670,W,2.500,2.500,2.159,2.224,0.2048,0.1656,0.600,0.000,0.000
9.695,W,2.500,2.500,2.169,2.169,0.1984,0.1984,0.600,0.000,0.000
9.714,W,2.500,2.500,2.197,2.197,0.1821,0.1819,0.600,0.000,0.000
9.734,W,2.500,2.500,2.143,2.213,0.2139,0.1724,0.600,0.000,0.000
9.756,W,2.500,2.500,2.131,2.131,0.2212,0.2212,0.600,0.000,0.000
9.781,W,2.500,2.500,2.197,2.196,0.1820,0.1821,0.600,0.000,0.000
9.802,W,2.500,2.500,2.139,2.204,0.2166,0.1776,0.600,0.000,0.000
9.823,W,2.500,2.500,2.208,2.208,0.1754,0.1754,0.600,0.000,0.000
9.844,W,2.500,2.500,2.147,2.147,0.2118,0.2118,0.600,0.000,0.000
9.864,W,2.500,2.500,2.134,2.205,0.2196,0.1769,0.600,0.000,0.000
9.887,W,2.500,2.500,2.232,2.232,0.1696,0.1608,0.600,0.000,0.000
9.908,W,2.500,2.500,2.179,2.247,0.1925,0.1517,0.600,0.000,0.000
9.927,W,2.500,2.500,2.192,2.192,0.1847,0.1847,0.600,0.000,0.000
9.948,W,2.500,2.500,2.113,2.249,0.2323,0.1505,0.600,0.000,0.000
9.969,W,2.500,2.500,2.195,2.185,0.1829,0.1890,0.600,0.000,0.000
9.987,W,2.500,2.500,2.151,2.163,0.2091,0.2021,0.600,0.000,0.000
10.009,W,2.500,2.500,2.115,2.183,0.2311,0.1902,0.600,0.000,0.000
10.030,W,2.500,2.500,2.175,2.175,0.1950,0.1951,0.600,0.000,0.000
10.049,W,2.500,2.500,2.140,2.140,0.2161,0.2160,0.600,0.000,0.000
10.073,W,2.500,2.500,2.186,2.186,0.1884,0.1883,0.600,0.000,0.000
10.094,W,2.500,2.500,2.189,2.189,0.1865,0.1866,0.600,0.000,0.000
10.116,W,2.500,2.500,2.194,2.262,0.1838,0.1426,0.600,0.000,0.000
10.138,W,2.500,2.500,2.097,2.233,0.2338,0.1604,0.600,0.000,0.000
10.156,W,2.500,2.500,2.256,2.189,0.1838,0.1864,0.600,0.000,0.000
10.178,W,2.500,2.500,2.143,2.207,0.2144,0.1756,0.600,0.000,0.000
10.197,W,2.500,2.500,2.162,2.162,0.2030,0.2029,0.600,0.000,0.000
10.218,W,2.500,2.500,2.164,2.164,0.2018,0.2017,0.600,0.000,0.000
10.238,W,2.500,2.500,2.216,2.215,0.1707,0.1707,0.600,0.000,0.000
10.258,W,2.500,2.500,2.116,2.195,0.2207,0.1830,0.600,0.000,0.000
10.278,W,2.500,2.500,2.186,2.186,0.1884,0.1884,0.600,0.000,0.000
10.299,W,2.500,2.500,2.179,2.179,0.1925,0.1926,0.600,0.000,0.000
10.318,W,2.500,2.500,2.127,2.205,0.2241,0.1768,0.600,0.000,0.000
10.340,W,2.500,2.500,2.187,2.187,0.1876,0.1876,0.600,0.000,0.000
10.362,W,2.500,2.500,2.140,2.214,0.2160,0.1717,0.600,0.000,0.000
10.382,W,2.500,2.500,2.178,2.239,0.1931,0.1569,0.600,0.000,0.000
10.403,W,2.500,2.500,2.202,2.124,0.1787,0.2069,0.600,0.000,0.000
10.422,W,2.500,2.500,2.133,2.204,0.2199,0.1774,0.600,0.000,0.000
10.444,W,2.500,2.500,2.196,2.196,0.1823,0.1822,0.600,0.000,0.000
10.464,W,2.500,2.500,2.092,2.167,0.2323,0.2000,0.600,0.000,0.000
10.483,W,2.500,2.500,2.160,2.232,0.2040,0.1608,0.600,0.000,0.000
10.505,W,2.500,2.500,2.231,2.169,0.1613,0.1986,0.600,0.000,0.000
10.526,W,2.500,2.500,2.159,2.160,0.2044,0.2041,0.600,0.000,0.000
10.546,W,2.500,2.500,2.124,2.195,0.2257,0.1833,0.600,0.000,0.000
10.566,W,2.500,2.500,2.207,2.207,0.1757,0.1755,0.600,0.000,0.000
10.590,W,2.500,2.500,2.171,2.239,0.1973,0.1566,0.600,0.000,0.000
10.608,W,2.500,2.500,2.212,2.212,0.1726,0.1725,0.600,0.000,0.000
10.629,W,2.500,2.500,2.200,2.200,0.1801,0.1801,0.600,0.000,0.000
10.650,W,2.500,2.500,2.136,2.205,0.2183,0.1772,0.600,0.000,0.000
10.671,W,2.500,2.500,2.167,2.167,0.2000,0.1998,0.600,0.000,0.000
10.690,W,2.500,2.500,2.174,2.174,0.1954,0.1953,0.600,0.000,0.000
10.710,W,2.500,2.500,2.169,2.169,0.1986,0.1986,0.600,0.000,0.000
10.731,W,2.500,2.500,2.138,2.207,0.2174,0.1761,0.600,0.000,0.000
10.749,W,2.500,2.500,2.176,2.176,0.1945,0.1944,0.600,0.000,0.000
10.770,W,2.500,2.500,2.168,2.168,0.1993,0.1994,0.600,0.000,0.000
10.790,W,2.500,2.500,2.149,2.221,0.2105,0.1675,0.600,0.000,0.000
10.810,W,2.500,2.500,2.135,2.207,0.2187,0.1760,0.600,0.000,0.000
10.830,W,2.500,2.500,2.172,2.172,0.1970,0.1970,0.600,0.000,0.000
10.850,W,2.500,2.500,2.141,2.212,0.2153,0.1725,0.600,0.000,0.000
