t,mode,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd,Vbat
5.310,TURNR,0.900,-0.900,0.580,-0.726,0.2758,1.0000,0.9000,0.0000,0.0500,
5.328,TURNR,0.900,-0.900,-0.218,-0.798,1.0000,0.8067,0.9000,0.0000,0.0500,
5.350,TURNR,0.900,-0.900,0.426,0.639,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.368,TURNR,0.900,-0.900,0.667,0.815,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.392,TURNR,0.900,-0.900,-0.931,-0.788,1.0000,1.0000,0.9000,0.0000,0.0500,
5.408,TURNR,0.900,-0.900,-0.805,-0.878,0.4810,0.9225,0.9000,0.0000,0.0500,
5.431,TURNR,0.900,-0.900,0.504,0.721,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.448,TURNR,0.900,-0.900,0.440,0.954,-0.1626,-1.0000,0.9000,0.0000,0.0500,
5.471,TURNR,0.900,-0.900,-0.920,-0.778,1.0000,1.0000,0.9000,0.0000,0.0500,
5.489,TURNR,0.900,-0.900,-0.447,-0.819,-0.7074,0.7470,0.9000,0.0000,0.0500,
5.509,TURNR,0.900,-0.900,0.216,0.647,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.530,TURNR,0.900,-0.900,-1.025,0.732,1.0000,-0.9626,0.9000,0.0000,0.0500,
5.549,TURNR,0.900,-0.900,-1.070,-0.785,1.0000,1.0000,0.9000,0.0000,0.0500,
5.569,TURNR,0.900,-0.900,0.659,-0.878,-1.0000,0.9321,0.9000,0.0000,0.0500,
5.589,TURNR,0.900,-0.900,0.731,0.658,-0.8015,-1.0000,0.9000,0.0000,0.0500,
5.609,TURNR,0.900,-0.900,-0.653,0.798,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.629,TURNR,0.900,-0.900,-0.798,-0.798,1.0000,1.0000,0.9000,0.0000,0.0500,
5.649,BACK,-1.200,-1.200,0.797,-0.942,-1.0000,0.8459,0.9000,0.0000,0.0500,
5.669,BACK,-1.200,-1.200,0.871,0.581,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.689,BACK,-1.200,-1.200,-0.725,0.725,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.709,BACK,-1.200,-1.200,-0.798,-0.798,0.6841,1.0000,0.9000,0.0000,0.0500,
5.729,BACK,-1.200,-1.200,0.508,-1.016,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.750,BACK,-1.200,-1.200,0.580,0.653,-0.9193,-1.0000,0.9000,0.0000,0.0500,
5.769,BACK,-1.200,-1.200,-0.943,0.870,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.789,BACK,-1.200,-1.200,-0.871,-0.653,0.3880,1.0000,0.9000,0.0000,0.0500,
5.808,BACK,-1.200,-1.200,0.290,-0.943,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.830,BACK,-1.200,-1.200,0.284,0.711,-0.4577,-1.0000,0.9000,0.0000,0.0500,
5.849,BACK,-1.200,-1.200,-0.888,0.962,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.870,BACK,-1.200,-1.200,-0.581,-0.726,-0.4619,1.0000,0.9000,0.0000,0.0500,
5.888,BACK,-1.200,-1.200,0.145,-0.943,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.912,BACK,-1.200,-1.200,-0.865,0.648,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.928,BACK,-1.200,-1.200,-1.023,1.023,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.953,BACK,-1.200,-1.200,0.642,-0.713,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.968,BACK,-1.200,-1.200,0.804,-0.951,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.992,BACK,-1.200,-1.200,-0.784,0.642,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.008,BACK,-1.200,-1.200,-0.820,0.969,0.6121,-1.0000,0.9000,0.0000,0.0500,
6.030,BACK,-1.200,-1.200,0.508,-0.653,-1.0000,1.0000,0.9000,0.0000,0.0500,
6.048,BACK,-1.200,-1.200,0.435,-0.870,-0.4256,1.0000,0.9000,0.0000,0.0500,
6.070,BACK,-1.200,-1.200,-0.653,0.653,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.088,BACK,-1.200,-1.200,-0.435,1.016,-0.3675,-1.0000,0.9000,0.0000,0.0500,
6.109,BACK,-1.200,-1.200,0.290,-0.725,-1.0000,1.0000,0.9000,0.0000,0.0500,
6.132,BACK,-1.200,-1.200,-0.508,-0.798,1.0000,0.8212,0.9000,0.0000,0.0500,
6.149,BACK,-1.200,-1.200,-0.642,0.713,0.6970,-1.0000,0.9000,0.0000,0.0500,
6.169,BACK,-1.200,-1.200,0.800,0.800,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.190,BACK,-1.200,-1.200,0.588,-0.809,-0.2154,1.0000,0.9000,0.0000,0.0500,
6.209,BACK,-1.200,-1.200,-0.653,-0.943,1.0000,1.0000,0.9000,0.0000,0.0500,
6.230,BACK,-1.200,-1.200,-0.430,0.717,-0.3853,-1.0000,0.9000,0.0000,0.0500,
6.248,BACK,-1.200,-1.200,0.294,0.954,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.272,BACK,-1.200,-1.200,-0.653,-0.580,1.0000,1.0000,0.9000,0.0000,0.0500,
6.288,BACK,-1.200,-1.200,-0.795,-1.012,0.8567,1.0000,0.9000,0.0000,0.0500,
6.312,BACK,-1.200,-1.200,0.655,0.655,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.328,BACK,-1.200,-1.200,0.798,1.016,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.352,BACK,-1.200,-1.200,-0.725,-0.653,1.0000,1.0000,0.9000,0.0000,0.0500,
6.368,BACK,-1.200,-1.200,-0.871,-0.943,0.9306,1.0000,0.9000,0.0000,0.0500,
6.391,BACK,-1.200,-1.200,0.780,0.638,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.408,BACK,-1.200,-1.200,0.817,0.965,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.431,BACK,-1.200,-1.200,-0.725,-0.653,1.0000,1.0000,0.9000,0.0000,0.0500,
6.448,BACK,-1.200,-1.200,-0.798,-0.871,0.6843,1.0000,0.9000,0.0000,0.0500,
6.470,BACK,-1.200,-1.200,0.653,0.653,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.488,BACK,-1.200,-1.200,0.653,0.871,-0.8037,-1.0000,0.9000,0.0000,0.0500,
