t,cmd,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd
1.044,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.064,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.084,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.104,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.124,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.144,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.164,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.184,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.204,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.224,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.244,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.264,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.284,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.304,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.324,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.344,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.364,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.384,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.404,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.424,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.444,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.464,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.484,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.504,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.525,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.544,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.564,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.584,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.604,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.624,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.644,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.664,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.684,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.704,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.724,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.744,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.764,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.784,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.804,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.824,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.844,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.864,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.884,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.904,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.924,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.944,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.964,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
1.984,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
2.004,W,0.030,0.030,0.000,0.000,0.0180,0.0180,0.600,0.000,0.000
2.024,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
2.044,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
2.064,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
2.084,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
2.104,W,0.090,0.090,0.000,0.000,0.0540,0.0540,0.600,0.000,0.000
2.124,W,0.090,0.090,0.000,0.000,0.0540,0.0540,0.600,0.000,0.000
2.144,W,0.090,0.090,0.000,0.000,0.0540,0.0540,0.600,0.000,0.000
2.164,W,0.090,0.090,0.000,0.000,0.0540,0.0540,0.600,0.000,0.000
2.184,W,0.090,0.090,0.000,0.000,0.0540,0.0540,0.600,0.000,0.000
2.204,W,0.120,0.120,0.072,0.000,0.0289,0.0720,0.600,0.000,0.000
2.224,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
2.244,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
2.264,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
2.284,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.304,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.324,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.344,W,0.150,0.150,0.073,0.000,0.0465,0.0900,0.600,0.000,0.000
2.364,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.384,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.404,W,0.150,0.150,0.000,0.073,0.0900,0.0465,0.600,0.000,0.000
2.424,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.444,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.464,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.484,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.504,W,0.150,0.150,0.000,0.073,0.0900,0.0465,0.600,0.000,0.000
2.524,W,0.150,0.150,0.073,0.000,0.0465,0.0900,0.600,0.000,0.000
2.544,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.564,W,0.150,0.150,0.000,0.000,0.0900,0.0900,0.600,0.000,0.000
2.584,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.604,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.624,A,0.120,0.180,0.073,0.073,0.0285,0.0644,0.600,0.000,0.000
2.644,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.664,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.684,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.704,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.724,A,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
2.744,A,0.120,0.180,0.073,0.000,0.0285,0.1080,0.600,0.000,0.000
2.764,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.784,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.804,A,0.120,0.180,0.000,0.073,0.0720,0.0644,0.600,0.000,0.000
2.824,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.844,A,0.120,0.180,0.072,0.000,0.0285,0.1080,0.600,0.000,0.000
2.864,A,0.120,0.180,0.000,0.073,0.0720,0.0644,0.600,0.000,0.000
2.884,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.904,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.924,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.944,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
2.964,A,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
2.984,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.004,A,0.120,0.180,0.073,0.000,0.0285,0.1080,0.600,0.000,0.000
3.024,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.044,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.064,A,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.084,A,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.104,A,0.090,0.210,0.000,0.072,0.0540,0.0830,0.600,0.000,0.000
3.124,A,0.090,0.210,0.073,0.000,0.0099,0.1260,0.600,0.000,0.000
3.144,A,0.090,0.210,0.000,0.000,0.0540,0.1260,0.600,0.000,0.000
3.164,A,0.090,0.210,0.000,0.073,0.0540,0.0825,0.600,0.000,0.000
3.184,A,0.090,0.210,0.000,0.000,0.0540,0.1260,0.600,0.000,0.000
3.204,A,0.090,0.210,0.000,0.000,0.0540,0.1260,0.600,0.000,0.000
3.224,D,0.120,0.180,0.000,0.072,0.0720,0.0760,0.600,0.000,0.000
3.244,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.264,D,0.120,0.180,0.073,0.073,0.0285,0.0644,0.600,0.000,0.000
3.284,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.304,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.324,D,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.344,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.364,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.384,D,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.404,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.424,D,0.120,0.180,0.073,0.000,0.0285,0.1080,0.600,0.000,0.000
3.444,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.464,D,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.484,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.504,D,0.120,0.180,0.073,0.073,0.0285,0.0645,0.600,0.000,0.000
3.524,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.544,D,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.564,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.584,D,0.120,0.180,0.073,0.000,0.0285,0.1080,0.600,0.000,0.000
3.604,D,0.120,0.180,0.000,0.072,0.0720,0.0648,0.600,0.000,0.000
3.624,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.644,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.664,D,0.120,0.180,0.073,0.073,0.0285,0.0645,0.600,0.000,0.000
3.684,D,0.120,0.180,0.000,0.073,0.0720,0.0645,0.600,0.000,0.000
3.704,D,0.120,0.180,0.000,0.000,0.0720,0.1080,0.600,0.000,0.000
3.724,W,0.150,0.210,0.000,0.000,0.0900,0.1260,0.600,0.000,0.000
3.744,W,0.150,0.210,0.000,0.073,0.0900,0.0821,0.600,0.000,0.000
3.764,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
3.784,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
3.804,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
3.824,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
3.844,W,0.150,0.210,0.073,0.073,0.0465,0.0825,0.600,0.000,0.000
3.864,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
3.884,W,0.150,0.210,0.000,0.000,0.0900,0.1260,0.600,0.000,0.000
3.904,W,0.150,0.210,0.073,0.073,0.0465,0.0825,0.600,0.000,0.000
3.924,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
3.944,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
3.964,W,0.150,0.210,0.000,0.000,0.0900,0.1260,0.600,0.000,0.000
3.984,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
4.004,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
4.024,W,0.150,0.210,0.073,0.073,0.0465,0.0825,0.600,0.000,0.000
4.044,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
4.064,W,0.150,0.210,0.000,0.000,0.0900,0.1260,0.600,0.000,0.000
4.084,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
4.104,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
4.124,W,0.150,0.210,0.073,0.000,0.0465,0.1260,0.600,0.000,0.000
4.144,W,0.150,0.210,0.073,0.073,0.0465,0.0825,0.600,0.000,0.000
4.164,W,0.150,0.210,0.000,0.000,0.0900,0.1260,0.600,0.000,0.000
4.184,W,0.150,0.210,0.000,0.073,0.0900,0.0825,0.600,0.000,0.000
4.204,W,0.180,0.240,0.071,0.071,0.0654,0.1014,0.600,0.000,0.000
4.224,W,0.180,0.240,0.074,0.000,0.0635,0.1440,0.600,0.000,0.000
4.245,W,0.180,0.240,0.072,0.072,0.0645,0.1006,0.600,0.000,0.000
4.264,W,0.180,0.240,0.073,0.073,0.0645,0.1005,0.600,0.000,0.000
4.285,W,0.180,0.240,0.000,0.145,0.1080,0.0570,0.600,0.000,0.000
4.305,W,0.210,0.270,0.072,0.072,0.0829,0.1070,0.600,0.000,0.000
4.325,W,0.210,0.270,0.073,0.000,0.0821,0.1570,0.600,0.000,0.000
4.345,W,0.210,0.270,0.145,0.145,0.0388,0.1070,0.600,0.000,0.000
4.365,W,0.210,0.270,0.000,0.218,0.0888,0.0570,0.600,0.000,0.000
4.385,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
4.405,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
4.425,W,0.210,0.270,0.145,0.073,0.0390,0.1185,0.600,0.000,0.000
4.444,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
4.465,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
4.485,W,0.210,0.270,0.145,0.217,0.0392,0.0318,0.600,0.000,0.000
4.505,W,0.210,0.270,0.073,0.073,0.0823,0.0818,0.600,0.000,0.000
4.525,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
4.544,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
4.564,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
4.585,W,0.210,0.270,0.073,0.073,0.0825,0.1185,0.600,0.000,0.000
4.605,W,0.210,0.270,0.073,0.218,0.0825,0.0685,0.600,0.000,0.000
4.625,W,0.210,0.270,0.144,0.144,0.0394,0.0754,0.600,0.000,0.000
4.645,W,0.210,0.270,0.146,0.146,0.0385,0.0745,0.600,0.000,0.000
4.665,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
4.685,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
4.704,W,0.210,0.270,0.218,0.145,0.0325,0.0749,0.600,0.000,0.000
4.725,W,0.210,0.270,0.143,0.143,0.0399,0.0759,0.600,0.000,0.000
4.745,W,0.210,0.270,0.073,0.220,0.0820,0.0299,0.600,0.000,0.000
4.765,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
4.785,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
4.805,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
4.825,W,0.210,0.270,0.145,0.217,0.0390,0.0315,0.600,0.000,0.000
4.845,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
4.865,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
4.885,W,0.210,0.270,0.218,0.145,0.0325,0.0750,0.600,0.000,0.000
4.905,W,0.210,0.270,0.145,0.218,0.0390,0.0314,0.600,0.000,0.000
4.925,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
4.945,W,0.210,0.270,0.144,0.144,0.0395,0.0755,0.600,0.000,0.000
4.965,W,0.210,0.270,0.072,0.145,0.0825,0.0751,0.600,0.000,0.000
4.985,W,0.210,0.270,0.146,0.146,0.0386,0.0746,0.600,0.000,0.000
5.005,W,0.210,0.270,0.146,0.219,0.0386,0.0308,0.600,0.000,0.000
5.025,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
5.045,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.065,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.085,W,0.210,0.270,0.217,0.217,-0.0039,0.0321,0.600,0.000,0.000
5.105,W,0.210,0.270,0.146,0.146,0.0385,0.0745,0.600,0.000,0.000
5.125,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.145,W,0.210,0.270,0.000,0.218,0.1260,0.0314,0.600,0.000,0.000
5.165,W,0.210,0.270,0.145,0.145,0.0760,0.0750,0.600,0.000,0.000
5.185,W,0.210,0.270,0.145,0.073,0.0389,0.1185,0.600,0.000,0.000
5.205,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.225,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.245,W,0.210,0.270,0.144,0.144,0.0394,0.0754,0.600,0.000,0.000
5.265,W,0.210,0.270,0.073,0.146,0.0823,0.0745,0.600,0.000,0.000
5.285,W,0.210,0.270,0.072,0.144,0.0828,0.0757,0.600,0.000,0.000
5.305,W,0.210,0.270,0.073,0.146,0.0821,0.0742,0.600,0.000,0.000
5.325,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.345,W,0.210,0.270,0.145,0.145,0.0391,0.0751,0.600,0.000,0.000
5.365,W,0.210,0.270,0.145,0.218,0.0389,0.0313,0.600,0.000,0.000
5.385,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
5.405,W,0.210,0.270,0.073,0.145,0.0824,0.0749,0.600,0.000,0.000
5.425,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
5.445,W,0.210,0.270,0.145,0.218,0.0390,0.0314,0.600,0.000,0.000
5.465,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.484,W,0.210,0.270,0.073,0.218,0.0825,0.0315,0.600,0.000,0.000
5.505,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.525,W,0.210,0.270,0.145,0.073,0.0390,0.1185,0.600,0.000,0.000
5.545,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
5.565,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
5.585,W,0.210,0.270,0.000,0.145,0.1260,0.0750,0.600,0.000,0.000
5.604,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
5.625,W,0.210,0.270,0.145,0.218,0.0389,0.0314,0.600,0.000,0.000
5.645,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
5.664,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.685,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.704,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.724,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
5.745,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
5.765,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.785,W,0.210,0.270,0.216,0.216,0.0325,0.0326,0.600,0.000,0.000
5.805,W,0.210,0.270,0.145,0.145,0.0388,0.0748,0.600,0.000,0.000
5.825,W,0.210,0.270,0.146,0.219,0.0383,0.0304,0.600,0.000,0.000
5.845,W,0.210,0.270,0.073,0.145,0.0825,0.0750,0.600,0.000,0.000
5.865,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.885,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
5.905,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.925,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
5.945,W,0.210,0.270,0.145,0.073,0.0390,0.1185,0.600,0.000,0.000
5.965,W,0.210,0.270,0.145,0.145,0.0389,0.0749,0.600,0.000,0.000
5.984,W,0.210,0.270,0.145,0.218,0.0390,0.0315,0.600,0.000,0.000
6.005,W,0.210,0.270,0.073,0.145,0.0825,0.0749,0.600,0.000,0.000
6.024,W,0.210,0.270,0.073,0.073,0.0825,0.1185,0.600,0.000,0.000
6.045,W,0.210,0.270,0.072,0.072,0.0826,0.1186,0.600,0.000,0.000
6.065,W,0.210,0.270,0.073,0.218,0.0824,0.0686,0.600,0.000,0.000
6.085,W,0.210,0.270,0.145,0.145,0.0390,0.0750,0.600,0.000,0.000
6.104,W,0.210,0.270,0.145,0.218,0.0389,0.0314,0.600,0.000,0.000
6.125,W,0.210,0.270,0.073,0.218,0.0825,0.0314,0.600,0.000,0.000
6.145,W,0.210,0.270,0.073,0.290,0.0825,-0.0121,0.600,0.000,0.000
6.165,W,0.210,0.270,0.073,0.145,0.0825,0.0379,0.600,0.000,0.000
6.185,W,0.210,0.270,0.073,0.000,0.0825,0.0879,0.600,0.000,0.000
6.205,W,0.210,0.270,0.145,0.145,0.0390,0.0749,0.600,0.000,0.000
