t,cmd,setL,setR,rpsL,rpsR,outL,outR,Kp,Ki,Kd
1.044,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.064,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.084,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.104,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.124,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.144,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.164,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.184,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.204,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.224,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.244,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.264,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.284,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.304,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.324,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.344,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.364,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.384,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.404,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.424,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.444,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.464,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.483,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.504,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.524,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.544,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.564,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.584,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.604,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.624,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.644,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.664,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.684,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.704,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.724,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.744,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.764,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.784,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.805,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.824,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.844,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.864,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.884,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.904,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.924,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.944,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.964,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
1.984,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.004,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.024,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.044,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.064,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.084,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.104,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.124,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.144,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.164,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.184,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.204,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.224,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.244,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.264,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.284,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.304,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.324,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.344,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.364,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.384,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.404,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.424,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.444,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.464,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.484,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.504,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.524,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.544,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.564,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.584,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.604,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.624,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.644,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.664,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.684,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.704,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.724,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.744,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.764,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.784,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.804,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.824,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.844,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.864,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.884,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.904,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.924,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.944,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.964,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
2.984,STOP,0.000,0.000,0.000,0.000,0.0000,0.0000,0.600,0.000,0.000
3.005,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.024,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.044,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.064,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.084,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.104,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.124,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.144,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.164,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.184,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.204,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.224,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.244,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.264,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.284,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.304,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.324,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.344,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.364,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.384,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.404,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.424,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.444,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.464,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.484,W,0.060,0.060,0.000,0.000,0.0360,0.0360,0.600,0.000,0.000
3.505,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
3.524,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
3.544,W,0.120,0.120,0.000,0.000,0.0720,0.0720,0.600,0.000,0.000
3.564,W,0.120,0.120,0.145,0.000,0.0220,0.0720,0.600,0.000,0.000
3.584,W,0.120,0.120,0.073,0.000,0.0283,0.0720,0.600,0.000,0.000
3.604,W,0.180,0.180,0.000,0.000,0.0783,0.1080,0.600,0.000,0.000
3.624,W,0.180,0.180,0.074,0.074,0.0638,0.0638,0.600,0.000,0.000
3.644,W,0.180,0.180,0.073,0.073,0.0645,0.0645,0.600,0.000,0.000
3.664,W,0.240,0.240,0.000,0.000,0.1145,0.1145,0.600,0.000,0.000
3.684,W,0.240,0.240,0.147,0.073,0.0645,0.1000,0.600,0.000,0.000
3.704,W,0.240,0.240,0.073,0.000,0.1004,0.1440,0.600,0.000,0.000
3.725,W,0.240,0.240,0.145,0.145,0.0569,0.0940,0.600,0.000,0.000
3.744,W,0.240,0.240,0.216,0.144,0.0142,0.0575,0.600,0.000,0.000
3.765,W,0.300,0.300,0.072,0.144,0.0642,0.0934,0.600,0.000,0.000
3.785,W,0.300,0.300,0.147,0.220,0.0920,0.0480,0.600,0.000,0.000
3.805,W,0.300,0.300,0.218,0.218,0.0494,0.0494,0.600,0.000,0.000
3.824,W,0.300,0.300,0.145,0.145,0.0930,0.0930,0.600,0.000,0.000
3.845,W,0.360,0.360,0.141,0.211,0.1314,0.0892,0.600,0.000,0.000
3.865,W,0.360,0.360,0.297,0.223,0.0814,0.0823,0.600,0.000,0.000
3.885,W,0.360,0.360,0.219,0.219,0.0845,0.0845,0.600,0.000,0.000
3.906,W,0.420,0.420,0.280,0.280,0.0837,0.0837,0.600,0.000,0.000
3.925,W,0.420,0.420,0.374,0.374,0.0337,0.0337,0.600,0.000,0.000
3.945,W,0.420,0.420,0.217,0.290,0.0837,0.0782,0.600,0.000,0.000
3.965,W,0.420,0.420,0.292,0.364,0.0771,0.0333,0.600,0.000,0.000
3.985,W,0.420,0.420,0.218,0.363,0.1214,0.0344,0.600,0.000,0.000
4.005,W,0.480,0.480,0.351,0.351,0.0772,0.0772,0.600,0.000,0.000
4.024,W,0.480,0.480,0.300,0.300,0.1081,0.1081,0.600,0.000,0.000
4.044,W,0.480,0.480,0.363,0.363,0.0702,0.0702,0.600,0.000,0.000
4.064,W,0.480,0.480,0.435,0.363,0.0269,0.0704,0.600,0.000,0.000
4.085,W,0.540,0.540,0.359,0.287,0.0769,0.1204,0.600,0.000,0.000
4.104,W,0.540,0.540,0.437,0.437,0.0620,0.0704,0.600,0.000,0.000
4.125,W,0.540,0.540,0.365,0.365,0.1047,0.1047,0.600,0.000,0.000
4.145,W,0.540,0.540,0.435,0.435,0.0628,0.0628,0.600,0.000,0.000
4.165,W,0.540,0.540,0.361,0.434,0.1072,0.0639,0.600,0.000,0.000
4.185,W,0.600,0.600,0.353,0.424,0.1479,0.1055,0.600,0.000,0.000
4.204,W,0.600,0.600,0.524,0.449,0.0979,0.0907,0.600,0.000,0.000
4.224,W,0.600,0.600,0.508,0.508,0.0553,0.0553,0.600,0.000,0.000
4.245,W,0.660,0.660,0.421,0.421,0.1053,0.1053,0.600,0.000,0.000
4.265,W,0.660,0.660,0.525,0.450,0.0811,0.1261,0.600,0.000,0.000
4.285,W,0.660,0.660,0.580,0.508,0.0478,0.0914,0.600,0.000,0.000
4.305,W,0.660,0.660,0.572,0.572,0.0529,0.0529,0.600,0.000,0.000
4.326,W,0.660,0.660,0.515,0.515,0.0872,0.0872,0.600,0.000,0.000
4.347,W,0.720,0.720,0.493,0.564,0.1361,0.0938,0.600,0.000,0.000
4.366,W,0.720,0.720,0.523,0.598,0.1180,0.0732,0.600,0.000,0.000
4.387,W,0.720,0.720,0.644,0.501,0.0680,0.1232,0.600,0.000,0.000
4.407,W,0.720,0.720,0.589,0.589,0.0788,0.0788,0.600,0.000,0.000
4.426,W,0.780,0.780,0.568,0.639,0.1270,0.0844,0.600,0.000,0.000
4.445,W,0.780,0.780,0.668,0.668,0.0770,0.0670,0.600,0.000,0.000
4.465,W,0.780,0.780,0.712,0.641,0.0407,0.0834,0.600,0.000,0.000
4.485,W,0.780,0.780,0.665,0.517,0.0689,0.1334,0.600,0.000,0.000
4.505,W,0.840,0.840,0.646,0.646,0.1164,0.1163,0.600,0.000,0.000
4.525,W,0.840,0.840,0.729,0.584,0.0664,0.1539,0.600,0.000,0.000
4.545,W,0.840,0.840,0.719,0.647,0.0727,0.1159,0.600,0.000,0.000
4.565,W,0.840,0.840,0.654,0.727,0.1115,0.0678,0.600,0.000,0.000
4.586,W,0.900,0.900,0.717,0.646,0.1095,0.1178,0.600,0.000,0.000
4.605,W,0.900,0.900,0.667,0.741,0.1399,0.0954,0.600,0.000,0.000
4.625,W,0.900,0.900,0.727,0.799,0.1040,0.0604,0.600,0.000,0.000
4.645,W,0.900,0.900,0.726,0.799,0.1044,0.0608,0.600,0.000,0.000
4.665,W,0.900,0.900,0.798,0.725,0.0612,0.1047,0.600,0.000,0.000
4.686,W,0.960,0.960,0.785,0.714,0.1050,0.1478,0.600,0.000,0.000
4.705,W,0.960,0.960,0.808,0.735,0.0912,0.1353,0.600,0.000,0.000
4.725,W,0.960,0.960,0.728,0.801,0.1392,0.0955,0.600,0.000,0.000
4.745,W,0.960,0.960,0.871,0.798,0.0892,0.0970,0.600,0.000,0.000
4.765,W,1.020,1.020,0.790,0.790,0.1381,0.1381,0.600,0.000,0.000
4.785,W,1.020,1.020,0.864,0.864,0.0935,0.0934,0.600,0.000,0.000
4.805,W,1.020,1.020,0.886,0.812,0.0803,0.1247,0.600,0.000,0.000
4.825,W,1.020,1.020,0.797,0.870,0.1303,0.0900,0.600,0.000,0.000
4.846,W,1.080,1.080,0.862,0.862,0.1308,0.1308,0.600,0.000,0.000
4.865,W,1.080,1.080,0.880,0.806,0.1202,0.1641,0.600,0.000,0.000
4.884,W,1.080,1.080,0.871,0.871,0.1256,0.1256,0.600,0.000,0.000
4.905,W,1.080,1.080,0.852,0.923,0.1369,0.0944,0.600,0.000,0.000
4.926,W,1.140,1.140,0.862,0.791,0.1665,0.1444,0.600,0.000,0.000
4.945,W,1.140,1.140,0.885,0.885,0.1527,0.1527,0.600,0.000,0.000
4.965,W,1.140,1.140,0.876,0.876,0.1586,0.1585,0.600,0.000,0.000
4.985,W,1.140,1.140,0.878,0.878,0.1571,0.1571,0.600,0.000,0.000
5.006,W,1.200,1.200,0.933,1.005,0.1601,0.1172,0.600,0.000,0.000
5.025,W,1.200,1.200,1.022,1.023,0.1101,0.1065,0.600,0.000,0.000
5.045,W,1.200,1.200,0.874,1.092,0.1601,0.0645,0.600,0.000,0.000
5.065,W,1.200,1.200,0.943,0.943,0.1541,0.1145,0.600,0.000,0.000
5.085,W,1.200,1.200,0.870,1.016,0.1977,0.1107,0.600,0.000,0.000
5.106,W,1.260,1.260,1.006,1.006,0.1522,0.1522,0.600,0.000,0.000
5.125,W,1.260,1.260,0.952,0.952,0.1849,0.1848,0.600,0.000,0.000
5.146,D,1.200,1.200,0.905,0.975,0.1768,0.1350,0.600,0.000,0.000
5.165,D,1.200,1.200,0.832,0.984,0.2206,0.1298,0.600,0.000,0.000
5.186,D,1.200,1.200,0.925,1.067,0.1706,0.0799,0.600,0.000,0.000
5.205,D,1.200,1.200,0.957,0.957,0.1458,0.1299,0.600,0.000,0.000
5.225,D,1.200,1.200,0.948,0.948,0.1511,0.1511,0.600,0.000,0.000
5.245,D,1.200,1.200,0.943,0.943,0.1540,0.1540,0.600,0.000,0.000
5.265,D,1.200,1.200,1.016,0.943,0.1106,0.1541,0.600,0.000,0.000
5.286,D,1.200,1.200,0.942,0.942,0.1545,0.1545,0.600,0.000,0.000
5.305,D,1.200,1.200,0.944,1.016,0.1539,0.1103,0.600,0.000,0.000
5.325,D,1.200,1.200,1.016,1.016,0.1106,0.1106,0.600,0.000,0.000
5.346,D,1.200,1.200,0.997,0.997,0.1221,0.1220,0.600,0.000,0.000
5.366,D,1.200,1.200,0.936,0.936,0.1583,0.1583,0.600,0.000,0.000
5.386,D,1.200,1.200,0.894,0.968,0.1839,0.1392,0.600,0.000,0.000
5.405,D,1.200,1.200,1.016,0.944,0.1339,0.1538,0.600,0.000,0.000
5.426,D,1.200,1.200,1.007,1.007,0.1155,0.1155,0.600,0.000,0.000
5.446,D,1.200,1.200,1.007,0.935,0.1158,0.1590,0.600,0.000,0.000
5.465,D,1.200,1.200,0.885,1.033,0.1658,0.1090,0.600,0.000,0.000
5.486,D,1.200,1.200,1.016,0.943,0.1158,0.1540,0.600,0.000,0.000
5.506,D,1.200,1.200,0.943,1.015,0.1543,0.1109,0.600,0.000,0.000
5.527,D,1.200,1.200,1.009,0.937,0.1147,0.1579,0.600,0.000,0.000
5.546,D,1.200,1.200,0.931,1.003,0.1613,0.1184,0.600,0.000,0.000
5.565,D,1.200,1.200,0.962,0.888,0.1430,0.1684,0.600,0.000,0.000
5.586,D,1.200,1.200,0.993,0.993,0.1243,0.1243,0.600,0.000,0.000
5.606,D,1.200,1.200,0.891,1.039,0.1743,0.0964,0.600,0.000,0.000
5.626,D,1.200,1.200,0.943,0.943,0.1542,0.1464,0.600,0.000,0.000
5.646,D,1.200,1.200,1.015,0.943,0.1107,0.1542,0.600,0.000,0.000
5.666,D,1.200,1.200,0.943,0.943,0.1545,0.1544,0.600,0.000,0.000
5.686,D,1.200,1.200,1.003,1.003,0.1179,0.1179,0.600,0.000,0.000
5.705,D,1.200,1.200,0.929,1.001,0.1624,0.1195,0.600,0.000,0.000
5.725,D,1.200,1.200,0.895,0.895,0.1828,0.1695,0.600,0.000,0.000
5.745,D,1.200,1.200,1.010,1.010,0.1328,0.1195,0.600,0.000,0.000
5.765,D,1.200,1.200,0.934,1.006,0.1595,0.1164,0.600,0.000,0.000
5.785,D,1.200,1.200,0.934,0.934,0.1594,0.1594,0.600,0.000,0.000
5.805,D,1.200,1.200,0.966,1.041,0.1402,0.1094,0.600,0.000,0.000
5.825,D,1.200,1.200,0.943,0.943,0.1542,0.1542,0.600,0.000,0.000
5.846,D,1.200,1.200,1.002,1.002,0.1188,0.1188,0.600,0.000,0.000
5.866,D,1.140,1.140,0.993,0.922,0.0882,0.1308,0.600,0.000,0.000
5.885,D,1.140,1.140,0.904,0.979,0.1382,0.0966,0.600,0.000,0.000
5.905,D,1.140,1.140,0.943,0.943,0.1183,0.1184,0.600,0.000,0.000
5.925,D,1.140,1.140,1.008,0.936,0.0792,0.1224,0.600,0.000,0.000
5.945,D,1.140,1.140,0.863,0.935,0.1292,0.1230,0.600,0.000,0.000
5.965,D,1.140,1.140,0.885,0.959,0.1529,0.1086,0.600,0.000,0.000
5.985,D,1.140,1.140,0.943,0.943,0.1184,0.1185,0.600,0.000,0.000
6.005,D,1.140,1.140,0.864,0.936,0.1657,0.1225,0.600,0.000,0.000
6.025,D,1.140,1.140,0.869,0.941,0.1628,0.1194,0.600,0.000,0.000
6.045,D,1.140,1.140,0.953,0.879,0.1128,0.1565,0.600,0.000,0.000
6.065,D,1.140,1.140,0.871,1.016,0.1617,0.1065,0.600,0.000,0.000
6.085,D,1.140,1.140,0.871,0.943,0.1616,0.1181,0.600,0.000,0.000
6.105,D,1.140,1.140,0.937,0.937,0.1218,0.1219,0.600,0.000,0.000
6.125,D,1.140,1.140,0.869,0.941,0.1627,0.1193,0.600,0.000,0.000
6.145,D,1.140,1.140,0.930,1.002,0.1259,0.0830,0.600,0.000,0.000
