t,base,turn,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
90.181,1.200,0.000,1.200,1.200,1.233,1.088,0.3960,0.3960,-0.3824,-0.1140,0.1329,0.2820
90.201,1.260,0.000,1.260,1.260,1.285,1.213,0.4098,0.4098,-0.1438,-0.2854,0.2329,0.1820
90.221,1.320,0.000,1.320,1.320,1.304,1.304,0.4236,0.4236,-0.0385,-0.2167,0.3329,0.2069
90.241,1.380,0.000,1.380,1.380,1.455,1.309,0.4374,0.4374,-0.4223,0.0283,0.2329,0.3069
90.261,1.440,0.000,1.440,1.440,1.461,1.388,0.4512,0.4512,-0.0289,-0.1658,0.3329,0.2854
90.282,1.500,0.000,1.500,1.500,1.594,1.449,0.4650,0.4650,-0.3885,-0.1221,0.2329,0.3429
90.302,1.560,0.000,1.560,1.560,1.605,1.605,0.4788,0.4788,-0.0535,-0.4156,0.3329,0.2429
90.323,1.620,0.000,1.620,1.620,1.730,1.658,0.4926,0.4926,-0.3794,-0.1562,0.2329,0.3364
90.343,1.680,0.000,1.680,1.680,1.735,1.735,0.5064,0.5064,-0.0444,-0.2246,0.3329,0.2818
90.363,1.740,0.000,1.740,1.740,1.756,1.755,0.5202,0.5202,-0.0613,-0.0611,0.4329,0.3818
90.386,1.800,0.000,1.800,1.800,1.809,1.882,0.5340,0.5340,-0.1403,-0.3651,0.3937,0.2818
90.407,1.800,0.000,1.800,1.800,1.964,1.964,0.5340,0.5340,-0.4848,-0.3033,0.2937,0.2307
90.430,1.800,0.000,1.800,1.800,2.000,2.000,0.5340,0.5340,-0.2115,-0.2117,0.3225,0.3223
90.447,1.800,0.000,1.800,1.800,2.049,1.976,0.5340,0.5340,-0.2707,-0.0440,0.2633,0.4223
90.473,1.800,0.000,1.800,1.800,2.091,2.091,0.5340,0.5340,-0.2792,-0.4621,0.2548,0.3223
90.495,1.800,0.000,1.800,1.800,2.091,2.163,0.5340,0.5340,-0.1740,-0.3977,0.3548,0.2223
90.518,1.800,0.000,1.800,1.800,2.056,2.255,0.5340,0.5340,-0.0673,-0.5038,0.4548,0.1223
90.540,1.800,0.000,1.800,1.800,2.170,2.170,0.5340,0.5340,-0.5074,-0.0099,0.3548,0.2223
90.556,1.800,0.000,1.800,1.800,2.210,2.080,0.5340,0.5340,-0.3445,0.0585,0.2548,0.3223
90.578,1.800,0.000,1.800,1.800,2.218,2.084,0.5340,0.5340,-0.2717,-0.1798,0.2623,0.3542
90.601,1.800,0.000,1.800,1.800,2.152,2.152,0.5340,0.5340,-0.0469,-0.3829,0.3623,0.2542
90.624,1.800,0.000,1.800,1.800,2.142,2.141,0.5340,0.5340,-0.1780,-0.1781,0.3560,0.3542
90.647,1.800,0.000,1.800,1.800,2.260,2.199,0.5340,0.5340,-0.5712,-0.3823,0.2560,0.2542
90.669,1.800,0.000,1.800,1.800,2.277,2.212,0.5340,0.5340,-0.3288,-0.2794,0.2052,0.2546
90.691,1.800,0.000,1.800,1.800,2.250,2.192,0.5340,0.5340,-0.2024,-0.1859,0.3052,0.3481
90.713,1.800,0.000,1.800,1.800,2.182,2.107,0.5340,0.5340,-0.0597,0.0287,0.4052,0.4481
90.735,1.800,0.000,1.800,1.800,2.169,2.169,0.5340,0.5340,-0.1890,-0.3769,0.3450,0.3481
90.756,1.800,0.000,1.800,1.800,2.229,2.229,0.5340,0.5340,-0.4086,-0.4084,0.2450,0.2481
90.776,1.800,0.000,1.800,1.800,2.098,2.166,0.5340,0.5340,0.1483,-0.0619,0.3450,0.3481
90.797,1.800,0.000,1.800,1.800,2.219,2.219,0.5340,0.5340,-0.5530,-0.3835,0.2450,0.2481
90.817,1.800,0.000,1.800,1.800,2.137,2.136,0.5340,0.5340,0.0042,0.0047,0.3450,0.3481
90.836,1.800,0.000,1.800,1.800,2.066,2.226,0.5340,0.5340,0.0160,-0.4782,0.4450,0.2481
90.858,1.800,0.000,1.800,1.800,2.105,2.173,0.5340,0.5340,-0.2805,-0.0928,0.3450,0.3481
90.880,1.800,0.000,1.800,1.800,2.149,2.216,0.5340,0.5340,-0.3198,-0.3582,0.2450,0.2481
90.899,1.800,0.000,1.800,1.800,2.214,2.143,0.5340,0.5340,-0.4103,-0.0212,0.1450,0.3481
90.919,1.800,0.000,1.800,1.800,2.119,2.190,0.5340,0.5340,0.0451,-0.3521,0.2450,0.2481
90.939,1.800,0.000,1.800,1.800,2.079,2.153,0.5340,0.5340,-0.0661,-0.1199,0.3450,0.3481
90.964,1.800,-0.060,1.860,1.740,2.031,2.215,0.5478,0.5202,0.0177,-0.4406,0.4450,0.2481
90.984,1.800,-0.120,1.920,1.680,2.068,2.216,0.5616,0.5064,-0.1811,-0.3218,0.3805,0.1846
91.003,1.800,-0.180,1.980,1.620,2.162,2.163,0.5754,0.4926,-0.3461,-0.1931,0.2805,0.2846
91.023,1.800,-0.240,2.040,1.560,2.184,2.115,0.5892,0.4788,-0.1390,-0.2152,0.3805,0.2636
91.042,1.800,-0.300,2.100,1.500,2.140,2.140,0.6030,0.4650,0.0841,-0.4466,0.4805,0.1636
91.063,1.800,-0.360,2.160,1.440,2.162,2.090,0.6168,0.4512,-0.0551,-0.2637,0.5617,0.1875
91.085,1.800,-0.420,2.220,1.380,2.293,2.096,0.6306,0.4374,-0.3712,-0.4462,0.4617,0.0875
91.104,1.800,-0.480,2.280,1.320,2.221,2.078,0.6444,0.4236,0.2147,-0.4083,0.5617,0.0153
91.122,1.800,-0.540,2.340,1.260,2.400,1.891,0.6582,0.4098,-0.4840,0.0881,0.4617,0.1153
91.139,1.800,-0.600,2.400,1.200,2.337,1.885,0.6720,0.3960,0.1944,-0.3956,0.5617,0.0153
91.160,1.800,-0.660,2.460,1.140,2.404,1.768,0.6858,0.3822,-0.1340,-0.0846,0.5518,0.1153
91.179,1.800,-0.720,2.520,1.080,2.510,1.673,0.6996,0.3684,-0.2578,-0.1190,0.4518,0.2153
91.206,1.800,-0.780,2.580,1.020,2.568,1.735,0.7134,0.3546,-0.1365,-0.5827,0.5518,0.1153
91.226,1.800,-0.840,2.640,0.960,2.535,1.715,0.7272,0.3408,0.1450,-0.4028,0.6518,0.0153
91.242,1.800,-0.900,2.700,0.900,2.568,1.614,0.7410,0.3270,-0.0030,-0.1763,0.7380,0.1153
91.264,1.800,-0.960,2.760,0.840,2.642,1.614,0.7548,0.3132,-0.1135,-0.4653,0.6413,0.0153
91.286,1.800,-1.000,2.800,0.800,2.610,1.595,0.7640,0.3040,0.1943,-0.4280,0.7413,-0.0847
91.303,1.800,-1.000,2.800,0.800,2.673,1.445,0.7640,0.3040,-0.0810,-0.0114,0.6830,0.0153
91.322,1.800,-1.000,2.800,0.800,2.736,1.333,0.7640,0.3040,-0.1212,-0.0411,0.6428,0.1153
91.340,1.800,-1.000,2.800,0.800,2.747,1.229,0.7640,0.3040,0.0038,0.0027,0.7428,0.2153
91.362,1.800,-1.000,2.800,0.800,2.753,1.232,0.7640,0.3040,0.0143,-0.2655,0.7783,0.1153
91.386,1.800,-1.000,2.800,0.800,2.845,1.386,0.7640,0.3040,-0.2581,-0.7376,0.6783,0.0153
91.406,1.800,-1.000,2.800,0.800,2.874,1.365,0.7640,0.3040,-0.1146,-0.2866,0.6494,0.0174
91.422,1.800,-1.000,2.800,0.800,2.810,1.331,0.7640,0.3040,0.1529,-0.2334,0.7494,0.0706
91.441,1.800,-1.000,2.800,0.800,2.844,1.167,0.7640,0.3040,-0.1120,0.1901,0.6520,0.1706
91.462,1.800,-1.000,2.800,0.800,2.807,1.151,0.7640,0.3040,0.0895,-0.1722,0.7520,0.1318
91.482,1.800,-1.000,2.800,0.800,2.854,1.244,0.7640,0.3040,-0.1506,-0.4982,0.6520,0.0318
91.500,1.800,-1.000,2.800,0.800,2.837,1.176,0.7640,0.3040,0.0213,-0.0559,0.7520,0.1318
91.520,1.800,-1.000,2.800,0.800,2.765,1.075,0.7640,0.3040,0.2014,0.0875,0.8520,0.2318
91.539,1.800,-1.000,2.800,0.800,2.915,1.093,0.7640,0.3040,-0.4461,-0.2214,0.7520,0.1318
91.560,1.800,-1.000,2.800,0.800,2.835,1.163,0.7640,0.3040,0.1805,-0.3921,0.8520,0.0318
91.579,1.800,-1.000,2.800,0.800,2.830,1.161,0.7640,0.3040,-0.0062,-0.2118,0.7578,0.0922
91.600,1.800,-1.000,2.800,0.800,2.826,1.158,0.7640,0.3040,-0.0048,-0.2074,0.7592,0.0966
91.618,1.800,-1.000,2.800,0.800,2.832,1.090,0.7640,0.3040,-0.0355,-0.0053,0.7285,0.1966
91.640,1.800,-1.000,2.800,0.800,2.756,1.015,0.7640,0.3040,0.2175,0.0589,0.8285,0.2966
91.660,1.800,-1.000,2.800,0.800,2.809,1.124,0.7640,0.3040,-0.1396,-0.4658,0.7285,0.1966
91.679,1.800,-1.000,2.800,0.800,2.699,1.275,0.7640,0.3040,0.3361,-0.6615,0.8285,0.0966
91.701,1.800,-1.000,2.800,0.800,2.780,1.182,0.7640,0.3040,-0.1915,0.0031,0.7285,0.1966
91.719,1.800,-1.000,2.800,0.800,2.781,1.171,0.7640,0.3040,0.0107,-0.1953,0.7747,0.1087
91.742,1.800,-1.000,2.800,0.800,2.719,1.216,0.7640,0.3040,0.2028,-0.3636,0.8747,0.0087
91.760,1.800,-1.000,2.800,0.800,2.738,1.141,0.7640,0.3040,-0.0090,-0.0153,0.7747,0.1087
91.779,1.800,-1.000,2.800,0.800,2.806,1.122,0.7640,0.3040,-0.1731,-0.1471,0.6747,0.1569
91.802,1.740,-1.000,2.740,0.740,2.675,1.109,0.7502,0.2902,0.3654,-0.1887,0.7747,0.1015
91.820,1.680,-1.000,2.680,0.680,2.767,1.139,0.7364,0.2764,-0.2813,-0.3509,0.6747,0.0015
91.839,1.620,-1.000,2.620,0.620,2.695,1.166,0.7226,0.2626,0.1336,-0.3931,0.7747,-0.0985
91.857,1.560,-1.000,2.560,0.560,2.707,0.951,0.7088,0.2488,-0.1166,0.3017,0.6747,0.0015
91.876,1.500,-1.000,2.500,0.500,2.689,0.800,0.6950,0.2350,-0.0707,0.1988,0.6243,0.1015
91.896,1.440,-1.000,2.440,0.440,2.696,0.656,0.6812,0.2212,-0.1699,0.2301,0.5243,0.2015
91.917,1.380,-1.000,2.380,0.380,2.611,0.725,0.6674,0.2074,0.0742,-0.3808,0.6243,0.1015
91.937,1.320,-1.000,2.320,0.320,2.596,0.937,0.6536,0.1936,-0.1286,-0.9011,0.5250,0.0015
91.957,1.260,-1.000,2.260,0.260,2.633,0.951,0.6398,0.1798,-0.3149,-0.4473,0.4250,-0.0985
91.975,1.200,-1.000,2.200,0.200,2.614,0.726,0.6260,0.1660,-0.2005,0.2461,0.4255,0.0015
91.994,1.140,-1.000,2.140,0.140,2.508,0.516,0.6122,0.1522,0.0432,0.2983,0.5255,0.1015
92.017,1.080,-1.000,2.080,0.080,2.523,0.505,0.5984,0.1384,-0.3027,-0.2253,0.4255,0.0015
92.036,1.020,-1.000,2.020,0.020,2.490,0.569,0.5846,0.1246,-0.2007,-0.4911,0.3839,-0.0985
92.054,0.960,-1.000,1.960,-0.040,2.466,0.435,0.5708,-0.1292,-0.2422,0.0500,0.3286,-0.0792
92.074,0.900,-1.000,1.900,-0.100,2.482,0.292,0.5570,-0.1430,-0.3884,0.1228,0.2286,-0.0202
92.093,0.840,-1.000,1.840,-0.160,2.349,0.220,0.5432,-0.1568,0.0259,-0.0488,0.3286,-0.1202
92.112,0.780,-1.000,1.780,-0.220,2.339,0.000,0.5294,-0.1706,-0.3115,0.4185,0.2286,-0.0202
92.132,0.720,-1.000,1.720,-0.280,2.256,0.000,0.5156,-0.1844,-0.1127,-0.1680,0.3286,-0.1202
92.153,0.660,-1.000,1.660,-0.340,2.248,0.000,0.5018,-0.1982,-0.3325,-0.2040,0.2286,-0.2202
92.173,0.600,-1.000,1.600,-0.400,2.200,-0.284,0.4880,-0.2120,-0.2408,0.6400,0.2472,-0.1202
92.192,0.540,-1.000,1.540,-0.460,2.140,-0.369,0.4742,-0.2258,-0.2107,0.1583,0.2635,-0.0675
92.212,0.480,-1.000,1.480,-0.520,2.042,-0.438,0.4604,-0.2396,-0.0922,0.1221,0.3635,-0.1175
92.232,0.420,-1.000,1.420,-0.580,2.031,-0.363,0.4466,-0.2534,-0.3400,-0.3176,0.2635,-0.2175
92.253,0.360,-1.000,1.360,-0.640,1.974,-0.493,0.4328,-0.2672,-0.2245,0.2389,0.2083,-0.1175
92.272,0.300,-1.000,1.300,-0.700,1.837,-0.514,0.4190,-0.2810,0.0187,-0.0587,0.3083,-0.2175
92.292,0.240,-1.000,1.240,-0.760,1.752,-0.584,0.4052,-0.2948,-0.0932,0.0681,0.3120,-0.2267
92.312,0.180,-1.000,1.180,-0.820,1.758,-0.659,0.3914,-0.3086,-0.3625,0.0919,0.2120,-0.2167
92.333,0.120,-1.000,1.120,-0.880,1.669,-0.725,0.3776,-0.3224,-0.1053,0.0728,0.2723,-0.2496
92.352,0.060,-1.000,1.060,-0.940,1.650,-0.789,0.3638,-0.3362,-0.3083,0.0689,0.1723,-0.2673
92.373,-0.000,-1.000,1.000,-1.000,1.515,-0.938,0.3500,-0.3500,0.0290,0.3343,0.2723,-0.1673
92.393,-0.060,-1.000,0.940,-1.060,1.438,-1.006,0.3362,-0.3638,-0.1057,0.1394,0.2305,-0.2244
92.413,-0.120,-1.000,0.880,-1.120,1.415,-1.042,0.3224,-0.3776,-0.2636,0.0435,0.1305,-0.3244
92.433,-0.180,-1.000,0.820,-1.180,1.378,-1.088,0.3086,-0.3914,-0.2428,0.0585,0.0658,-0.3329
92.453,-0.240,-1.000,0.760,-1.240,1.219,-1.362,0.2948,-0.4052,0.1228,0.7590,0.1658,-0.2329
92.474,-0.300,-1.000,0.700,-1.300,1.073,-1.359,0.2810,-0.4190,0.1414,0.0269,0.2658,-0.3329
92.492,-0.360,-1.000,0.640,-1.360,0.961,-1.404,0.2672,-0.4328,0.0873,0.1402,0.3545,-0.2926
92.513,-0.420,-1.000,0.580,-1.420,1.023,-1.462,0.2534,-0.4466,-0.4227,0.1696,0.2545,-0.2770
92.533,-0.480,-1.000,0.520,-1.480,1.088,-1.524,0.2396,-0.4604,-0.5031,0.1804,0.1545,-0.2800
92.552,-0.540,-1.000,0.460,-1.540,1.005,-1.435,0.2258,-0.4742,-0.1176,-0.2841,0.1082,-0.3800
92.573,-0.600,-1.000,0.400,-1.600,0.858,-1.573,0.2120,-0.4880,0.0913,0.3293,0.2082,-0.2800
92.594,-0.660,-1.000,0.340,-1.660,0.669,-1.561,0.1982,-0.5018,0.2751,-0.0899,0.3082,-0.3800
92.615,-0.720,-1.000,0.280,-1.720,0.703,-1.617,0.1844,-0.5156,-0.3385,0.0778,0.2082,-0.4378
92.634,-0.780,-1.000,0.220,-1.780,0.732,-1.684,0.1706,-0.5294,-0.3800,0.1096,0.1082,-0.4198
92.654,-0.840,-1.000,0.160,-1.840,0.668,-1.782,0.1568,-0.5432,-0.1451,0.2101,0.0117,-0.3331
92.673,-0.900,-1.000,0.100,-1.900,0.432,-1.798,0.1430,-0.5570,0.3927,-0.0209,0.1117,-0.4331
92.692,-0.960,-1.000,0.040,-1.960,0.146,-1.829,0.1292,-0.5708,0.6493,-0.0016,0.2117,-0.5331
92.712,-1.020,-1.000,-0.020,-2.020,0.145,-1.888,-0.1246,-0.5846,-0.0965,0.0683,0.1117,-0.5163
92.732,-1.080,-1.000,-0.080,-2.080,0.145,-1.958,-0.1384,-0.5984,-0.1346,0.1026,0.0117,-0.4958
92.752,-1.140,-1.000,-0.140,-2.140,0.073,-1.959,-0.1522,-0.6122,0.0537,-0.1070,-0.0883,-0.5958
92.772,-1.200,-1.000,-0.200,-2.200,0.000,-2.061,-0.1660,-0.6260,0.0614,0.1726,-0.1046,-0.4958
92.792,-1.260,-1.000,-0.260,-2.260,-0.145,-2.107,-0.1798,-0.6398,0.2945,0.0228,-0.0046,-0.5958
92.812,-1.320,-1.000,-0.320,-2.320,-0.220,-2.049,-0.1936,-0.6536,0.1252,-0.3087,-0.0684,-0.6958
92.832,-1.380,-1.000,-0.380,-2.380,-0.146,-2.265,-0.2074,-0.6674,-0.3237,0.4726,-0.1684,-0.5958
92.853,-1.440,-1.000,-0.440,-2.440,-0.218,-2.403,-0.2212,-0.6812,0.0477,0.3209,-0.1735,-0.4958
92.874,-1.500,-1.000,-0.500,-2.500,-0.435,-2.466,-0.2350,-0.6950,0.5032,0.1388,-0.0735,-0.5562
92.894,-1.560,-1.000,-0.560,-2.560,-0.425,-2.478,-0.2488,-0.7088,-0.1071,-0.0192,-0.1735,-0.6562
92.914,-1.620,-1.000,-0.620,-2.620,-0.504,-2.522,-0.2626,-0.7226,0.1297,0.0510,-0.1329,-0.6716
92.934,-1.680,-1.000,-0.680,-2.680,-0.660,-2.567,-0.2764,-0.7364,0.3768,0.0433,-0.0329,-0.6931
92.954,-1.740,-1.000,-0.740,-2.740,-0.587,-2.640,-0.2902,-0.7502,-0.2755,0.1220,-0.1329,-0.6282
92.974,-1.800,-1.000,-0.800,-2.800,-0.585,-2.704,-0.3040,-0.7640,-0.1337,0.1050,-0.2329,-0.6590
92.995,-1.800,-1.000,-0.800,-2.800,-0.793,-2.739,-0.3040,-0.7640,0.5165,0.0511,-0.1329,-0.7129
93.017,-1.800,-1.000,-0.800,-2.800,-0.878,-2.635,-0.3040,-0.7640,0.2602,-0.3603,-0.0438,-0.8129
93.037,-1.800,-1.000,-0.800,-2.800,-0.975,-2.716,-0.3040,-0.7640,0.3465,0.1524,0.0425,-0.7129
93.056,-1.800,-1.000,-0.800,-2.800,-0.887,-2.736,-0.3040,-0.7640,-0.1665,0.0118,-0.0575,-0.7522
93.076,-1.800,-1.000,-0.800,-2.800,-0.794,-2.669,-0.3040,-0.7640,-0.2383,-0.2452,-0.1575,-0.8522
93.099,-1.800,-1.000,-0.800,-2.800,-0.806,-2.785,-0.3040,-0.7640,0.0358,0.2815,-0.2575,-0.7522
93.120,-1.800,-1.000,-0.800,-2.800,-1.033,-2.657,-0.3040,-0.7640,0.7074,-0.4064,-0.1575,-0.8522
93.138,-1.800,-1.000,-0.800,-2.800,-1.322,-2.783,-0.3040,-0.7640,1.0000,0.3058,-0.0575,-0.7522
93.158,-1.800,-1.000,-0.800,-2.800,-1.166,-2.696,-0.3040,-0.7640,-0.1708,-0.2798,-0.1575,-0.8522
93.178,-1.800,-1.000,-0.800,-2.800,-1.096,-2.777,-0.3040,-0.7640,0.0030,0.1874,-0.2575,-0.7522
93.203,-1.800,-1.000,-0.800,-2.800,-1.224,-2.663,-0.3040,-0.7640,0.5730,-0.3664,-0.1575,-0.8522
93.223,-1.800,-1.000,-0.800,-2.800,-1.400,-2.799,-0.3040,-0.7640,0.7996,0.3397,-0.0575,-0.7522
93.242,-1.800,-1.000,-0.800,-2.800,-1.386,-2.845,-0.3040,-0.7640,0.3182,0.1414,0.0142,-0.6522
93.262,-1.740,-1.000,-0.740,-2.740,-1.311,-2.760,-0.2902,-0.7502,0.1548,-0.2020,-0.0858,-0.7522
93.280,-1.680,-1.000,-0.680,-2.680,-1.164,-2.796,-0.2764,-0.7364,-0.0758,0.1596,-0.1858,-0.6522
93.298,-1.620,-1.000,-0.620,-2.620,-1.302,-2.821,-0.2626,-0.7226,0.7530,0.1845,-0.0858,-0.5522
93.322,-1.560,-1.000,-0.560,-2.560,-1.286,-2.716,-0.2488,-0.7088,0.3970,-0.1701,0.0142,-0.6522
93.338,-1.500,-1.000,-0.500,-2.500,-1.256,-2.659,-0.2350,-0.6950,0.3763,-0.0467,0.1142,-0.7417
93.357,-1.440,-1.000,-0.440,-2.440,-1.072,-2.715,-0.2212,-0.6812,-0.0799,0.3067,0.0142,-0.6417
93.376,-1.380,-1.000,-0.380,-2.380,-0.945,-2.691,-0.2074,-0.6674,0.0229,0.1257,-0.0858,-0.5417
93.396,-1.320,-1.000,-0.320,-2.320,-0.937,-2.666,-0.1936,-0.6536,0.3482,0.1445,0.0142,-0.5091
93.416,-1.260,-1.000,-0.260,-2.260,-0.884,-2.577,-0.1798,-0.6398,0.2412,-0.0322,0.0614,-0.6091
93.437,-1.200,-1.000,-0.200,-2.200,-0.785,-2.569,-0.1660,-0.6260,0.1049,0.2021,-0.0386,-0.5091
93.456,-1.140,-1.000,-0.140,-2.140,-0.669,-2.527,-0.1522,-0.6122,0.0272,0.1276,-0.1250,-0.4846
93.476,-1.080,-1.000,-0.080,-2.080,-0.709,-2.553,-0.1384,-0.5984,0.4776,0.3471,-0.0250,-0.3846
93.496,-1.020,-1.000,-0.020,-2.020,-0.719,-2.518,-0.1246,-0.5846,0.4454,0.2111,0.0750,-0.3735
93.514,-0.960,-1.000,0.040,-1.960,-0.581,-2.397,0.1292,-0.5708,0.0266,-0.0410,0.1558,-0.4735
93.533,-0.900,-1.000,0.100,-1.900,-0.368,-2.356,0.1430,-0.5570,-0.2515,0.1711,0.0558,-0.3859
93.553,-0.840,-1.000,0.160,-1.840,-0.146,-2.405,0.1568,-0.5432,-0.3723,0.4618,-0.0442,-0.2859
93.572,-0.780,-1.000,0.220,-1.780,-0.146,-2.341,0.1706,-0.5294,0.2212,0.1766,0.0558,-0.3528
93.592,-0.720,-1.000,0.280,-1.720,-0.146,-2.257,0.1844,-0.5156,0.2537,0.1140,0.1558,-0.4016
93.612,-0.660,-1.000,0.340,-1.660,0.000,-2.248,0.1982,-0.5018,-0.1601,0.3306,0.0558,-0.3016
93.633,-0.600,-1.000,0.400,-1.600,0.071,-2.329,0.2120,-0.4880,0.0212,0.6393,0.1558,-0.2016
93.652,-0.540,-1.000,0.460,-1.540,0.074,-2.289,0.2258,-0.4742,0.2235,0.3498,0.2558,-0.1244
93.673,-0.480,-1.000,0.520,-1.480,0.145,-2.250,0.2396,-0.4604,0.0466,0.3645,0.2862,-0.0959
93.693,-0.420,-1.000,0.580,-1.420,0.432,-2.161,0.2534,-0.4466,-0.6291,0.2229,0.1862,-0.1959
93.714,-0.360,-1.000,0.640,-1.360,0.501,-2.147,0.2672,-0.4328,-0.0885,0.4372,0.1787,-0.0959
93.733,-0.300,-1.000,0.700,-1.300,0.523,-2.169,0.2810,-0.4190,0.0499,0.5744,0.2787,0.0041
93.753,-0.240,-1.000,0.760,-1.240,0.653,-2.030,0.2948,-0.4052,-0.2583,0.1281,0.1787,-0.0959
93.774,-0.180,-1.000,0.820,-1.180,0.788,-2.006,0.3086,-0.3914,-0.3201,0.4364,0.0787,0.0041
93.793,-0.120,-1.000,0.880,-1.120,0.729,-1.968,0.3224,-0.3776,0.2386,0.4135,0.1787,0.0359
93.814,-0.060,-1.000,0.940,-1.060,0.725,-1.885,0.3362,-0.3638,0.1385,0.2883,0.2787,-0.0641
93.834,0.000,-1.000,1.000,-1.000,0.867,-1.805,0.3500,-0.3500,-0.2732,0.2825,0.1787,-0.0675
93.854,0.060,-1.000,1.060,-0.940,0.864,-1.799,0.3638,-0.3362,0.1245,0.5012,0.2787,0.0325
93.874,0.120,-1.000,1.120,-0.880,0.960,-1.624,0.3776,-0.3224,-0.1433,0.0076,0.2343,-0.0675
93.893,0.180,-1.000,1.180,-0.820,1.092,-1.602,0.3914,-0.3086,-0.2787,0.4145,0.1343,0.0325
93.913,0.240,-1.000,1.240,-0.760,1.075,-1.505,0.4052,-0.2948,0.1413,0.2052,0.2343,-0.0675
93.932,0.300,-1.000,1.300,-0.700,1.174,-1.395,0.4190,-0.2810,-0.1725,0.1401,0.2465,-0.1409
93.953,0.360,-1.000,1.360,-0.640,1.076,-1.363,0.4328,-0.2672,0.4153,0.3559,0.3465,-0.0409
93.973,0.420,-1.000,1.420,-0.580,1.247,-1.394,0.4466,-0.2534,-0.3232,0.5645,0.2465,0.0591
93.993,0.480,-1.000,1.480,-0.520,1.378,-1.306,0.4604,-0.2396,-0.2667,0.2509,0.1937,0.0113
94.013,0.540,-1.000,1.540,-0.460,1.421,-1.137,0.4742,-0.2258,-0.0347,-0.0166,0.2937,-0.0887
94.033,0.600,-1.000,1.600,-0.400,1.380,-1.162,0.4880,-0.2120,0.2351,0.5202,0.3937,0.0113
94.053,0.660,-1.000,1.660,-0.340,1.459,-1.094,0.5018,-0.1982,-0.0776,0.2833,0.4242,0.0851
94.073,0.720,-1.000,1.720,-0.280,1.610,-0.951,0.5156,-0.1844,-0.3106,0.0452,0.3242,-0.0149
94.092,0.780,-1.000,1.780,-0.220,1.752,-0.876,0.5294,-0.1706,-0.3395,0.2060,0.2242,0.0354
94.112,0.840,-1.000,1.840,-0.160,1.669,-0.798,0.5432,-0.1568,0.3116,0.1875,0.3242,0.0307
94.133,0.900,-1.000,1.900,-0.100,1.669,-0.726,0.5570,-0.1430,0.1389,0.1942,0.4242,0.0512
94.153,0.960,-1.000,1.960,-0.040,1.741,-0.653,0.5708,-0.1292,-0.0487,0.1857,0.5221,0.0565
94.173,1.020,-1.000,2.020,0.020,1.987,-0.568,0.5846,0.1246,-0.5957,0.1400,0.4221,0.1565
94.192,1.080,-1.000,2.080,0.080,2.046,-0.292,0.5984,0.1384,-0.1268,-0.4652,0.4716,0.0565
94.212,1.140,-1.000,2.140,0.140,2.062,-0.147,0.6122,0.1522,0.0052,-0.1900,0.5716,-0.0378
94.232,1.200,-1.000,2.200,0.200,2.104,-0.073,0.6260,0.1660,-0.0475,-0.0233,0.5785,0.0622
94.252,1.260,-1.000,2.260,0.260,2.176,-0.073,0.6398,0.1798,-0.1296,0.1995,0.5102,0.1622
94.273,1.320,-1.000,2.320,0.320,2.345,0.071,0.6536,0.1936,-0.4367,-0.2096,0.4102,0.0622
94.293,1.380,-1.000,2.380,0.380,2.393,0.073,0.6674,0.2074,-0.1283,0.1808,0.5102,0.1622
94.312,1.440,-1.000,2.440,0.440,2.348,0.147,0.6812,0.2212,0.1665,-0.0097,0.6102,0.2115
94.333,1.500,-1.000,2.500,0.500,2.460,0.289,0.6950,0.2350,-0.2556,-0.2303,0.5102,0.1115
94.353,1.560,-1.000,2.560,0.560,2.478,0.364,0.7088,0.2488,0.0043,-0.0702,0.6102,0.1786
94.373,1.620,-1.000,2.620,0.620,2.484,0.365,0.7226,0.2626,0.0669,0.1507,0.7102,0.2786
94.395,1.680,-1.000,2.680,0.680,2.539,0.580,0.7364,0.2764,-0.0534,-0.4779,0.6830,0.1786
94.416,1.740,-1.000,2.740,0.740,2.659,0.700,0.7502,0.2902,-0.2506,-0.2742,0.5830,0.0786
94.435,1.800,-1.000,2.800,0.800,2.632,0.658,0.7640,0.3040,0.1682,0.1896,0.6830,0.1786
94.455,1.800,-1.000,2.800,0.800,2.640,0.733,0.7640,0.3040,0.0747,-0.1487,0.7830,0.1553
94.475,1.800,-1.000,2.800,0.800,2.760,0.726,0.7640,0.3040,-0.2748,0.0622,0.6830,0.2553
94.496,1.800,-1.000,2.800,0.800,2.725,0.810,0.7640,0.3040,0.1338,-0.2154,0.7830,0.1553
94.516,1.800,-1.000,2.800,0.800,2.751,0.941,0.7640,0.3040,-0.0382,-0.4129,0.7258,0.0553
94.539,1.740,-0.940,2.680,0.800,2.735,0.957,0.7364,0.3040,-0.0330,-0.0943,0.7034,0.1553
94.556,1.680,-0.880,2.560,0.800,2.841,0.922,0.7088,0.3040,-0.4331,0.0161,0.6034,0.2553
94.576,1.620,-0.820,2.440,0.800,2.784,1.025,0.6812,0.3040,-0.0631,-0.3953,0.6181,0.1553
94.599,1.560,-0.760,2.320,0.800,2.757,1.088,0.6536,0.3040,-0.1955,-0.3300,0.5181,0.0553
94.618,1.500,-0.700,2.200,0.800,2.740,1.009,0.6260,0.3040,-0.2817,0.0715,0.4181,0.1553
