t,base,turn,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
4.451,1.800,1.000,0.800,2.800,1.087,2.680,0.3040,0.7640,-0.1530,0.3016,0.1510,0.8051
4.470,1.800,1.000,0.800,2.800,0.949,2.773,0.3040,0.7640,0.2559,-0.2159,0.2510,0.7051
4.491,1.800,1.000,0.800,2.800,1.078,2.732,0.3040,0.7640,-0.4917,0.1434,0.1510,0.8051
4.510,1.800,1.000,0.800,2.800,1.098,2.708,0.3040,0.7640,-0.2271,0.1146,0.0769,0.8786
4.534,1.800,1.000,0.800,2.800,1.105,2.693,0.3040,0.7640,-0.2019,0.1023,0.1021,0.8663
4.554,1.800,1.000,0.800,2.800,1.049,2.773,0.3040,0.7640,-0.0082,-0.1858,0.2021,0.7663
4.574,1.800,1.000,0.800,2.800,0.991,2.761,0.3040,0.7640,0.0300,0.0554,0.3021,0.8194
4.593,1.800,1.000,0.800,2.800,1.162,2.759,0.3040,0.7640,-0.6443,0.0288,0.2021,0.7928
4.614,1.800,1.000,0.800,2.800,1.253,2.727,0.3040,0.7640,-0.4988,0.1243,0.1021,0.8883
4.636,1.800,1.000,0.800,2.800,1.230,2.676,0.3040,0.7640,-0.2005,0.2006,0.1035,0.9646
4.653,1.800,1.000,0.800,2.800,1.160,2.755,0.3040,0.7640,-0.0413,-0.1686,0.2035,0.8646
4.673,1.800,1.000,0.800,2.800,1.086,2.751,0.3040,0.7640,0.0133,0.0373,0.3035,0.8013
4.697,1.800,1.000,0.800,2.800,1.232,2.754,0.3040,0.7640,-0.6253,0.0200,0.2035,0.7840
4.715,1.800,1.000,0.800,2.800,1.290,2.795,0.3040,0.7640,-0.4376,-0.0973,0.1035,0.6840
4.733,1.800,1.000,0.800,2.800,1.325,2.723,0.3040,0.7640,-0.4026,0.2243,0.0035,0.7840
4.752,1.800,1.000,0.800,2.800,1.168,2.774,0.3040,0.7640,0.1712,-0.1120,0.1035,0.6840
4.771,1.800,1.000,0.800,2.800,1.156,2.745,0.3040,0.7640,-0.1829,0.1056,0.1211,0.7840
4.792,1.800,1.000,0.800,2.800,1.088,2.683,0.3040,0.7640,-0.0030,0.2247,0.2211,0.8840
4.812,1.800,1.000,0.800,2.800,1.096,2.776,0.3040,0.7640,-0.1968,-0.2164,0.1211,0.7840
4.833,1.800,1.000,0.800,2.800,1.156,2.746,0.3040,0.7640,-0.3645,0.1077,0.0211,0.8717
4.852,1.800,1.000,0.800,2.800,1.161,2.757,0.3040,0.7640,-0.2287,-0.0029,0.0753,0.7717
4.872,1.800,1.000,0.800,2.800,1.015,2.754,0.3040,0.7640,0.2371,0.0361,0.1753,0.8001
4.892,1.800,1.000,0.800,2.800,0.957,2.799,0.3040,0.7640,0.0484,-0.1112,0.2753,0.7001
4.913,1.800,1.000,0.800,2.800,1.082,2.742,0.3040,0.7640,-0.4822,0.1752,0.1753,0.8001
4.933,1.800,1.000,0.800,2.800,1.161,2.758,0.3040,0.7640,-0.4137,-0.0137,0.0753,0.7503
4.956,1.800,1.000,0.800,2.800,1.090,2.725,0.3040,0.7640,0.0033,0.1261,0.1753,0.8503
4.972,1.800,1.000,0.800,2.800,1.154,2.770,0.3040,0.7640,-0.3718,-0.0931,0.0753,0.7503
4.993,1.800,1.000,0.800,2.800,1.074,2.720,0.3040,0.7640,0.0364,0.1717,0.1753,0.8503
5.013,1.800,1.000,0.800,2.800,1.021,2.700,0.3040,0.7640,-0.0019,0.1122,0.2753,0.8762
5.034,1.800,1.000,0.800,2.800,1.155,2.744,0.3040,0.7640,-0.5479,-0.0771,0.1753,0.7762
5.056,1.800,1.000,0.800,2.800,1.232,2.754,0.3040,0.7640,-0.4518,0.0013,0.0753,0.7653
5.088,1.800,1.000,0.800,2.800,0.973,2.321,0.3040,0.7640,0.5436,1.0000,0.1753,0.8653
5.106,1.800,1.000,0.800,2.800,1.119,2.725,0.3040,0.7640,-0.5563,-0.9669,0.0753,0.7653
5.128,1.800,1.000,0.800,2.800,1.228,3.001,0.3040,0.7640,-0.5277,-0.8093,-0.0247,0.6653
5.142,1.800,1.000,0.800,2.800,1.081,2.933,0.3040,0.7640,0.1993,0.0887,0.0753,0.7653
5.161,1.800,1.000,0.800,2.800,0.938,2.742,0.3040,0.7640,0.2731,0.5123,0.1753,0.8653
5.182,1.800,1.000,0.800,2.800,0.875,2.697,0.3040,0.7640,0.1138,0.1743,0.2753,0.9383
5.202,1.800,1.000,0.800,2.800,1.015,2.824,0.3040,0.7640,-0.4784,-0.3318,0.1753,0.8383
5.222,1.800,1.000,0.800,2.800,1.089,2.762,0.3040,0.7640,-0.3609,0.1775,0.0753,0.9383
5.242,1.800,1.000,0.800,2.800,1.012,2.746,0.3040,0.7640,0.0672,0.0727,0.1753,0.8383
5.262,1.800,1.000,0.800,2.800,1.016,2.757,0.3040,0.7640,-0.1391,-0.0016,0.1649,0.7624
5.282,1.800,1.000,0.800,2.800,1.019,2.766,0.3040,0.7640,-0.1404,-0.0035,0.1636,0.7605
5.302,1.800,1.000,0.800,2.800,1.088,2.755,0.3040,0.7640,-0.3437,0.0551,0.0636,0.8191
5.334,1.800,1.000,0.800,2.800,1.068,2.777,0.3040,0.7640,-0.1113,-0.0394,0.1636,0.7246
5.355,1.800,1.000,0.800,2.800,0.986,2.649,0.3040,0.7640,0.0946,0.4106,0.2636,0.8246
5.373,1.800,1.000,0.800,2.800,1.007,2.753,0.3040,0.7640,-0.1790,-0.2339,0.1636,0.7246
5.392,1.800,1.000,0.800,2.800,1.194,2.809,0.3040,0.7640,-0.7022,-0.1442,0.0636,0.6246
5.409,1.800,1.000,0.800,2.800,1.153,2.738,0.3040,0.7640,-0.1097,0.2143,0.1636,0.7246
5.428,1.800,1.000,0.800,2.800,1.121,2.691,0.3040,0.7640,-0.1135,0.1829,0.1905,0.8246
5.450,1.800,1.000,0.800,2.800,1.126,2.673,0.3040,0.7640,-0.2064,0.1200,0.0976,0.8840
5.470,1.800,1.000,0.800,2.800,1.129,2.708,0.3040,0.7640,-0.2044,-0.0328,0.0996,0.7840
5.490,1.800,1.000,0.800,2.800,1.056,2.745,0.3040,0.7640,0.0283,-0.0592,0.1996,0.7048
5.509,1.800,1.000,0.800,2.800,1.117,2.754,0.3040,0.7640,-0.3420,0.0049,0.0996,0.7689
5.529,1.800,1.000,0.800,2.800,1.131,2.758,0.3040,0.7640,-0.2356,0.0169,0.0684,0.7809
5.547,1.800,1.000,0.800,2.800,0.975,2.624,0.3040,0.7640,0.2874,0.4410,0.1684,0.8809
5.568,1.800,1.000,0.800,2.800,1.015,2.755,0.3040,0.7640,-0.2295,-0.3000,0.0745,0.7809
5.588,1.800,1.000,0.800,2.800,1.047,2.862,0.3040,0.7640,-0.2289,-0.3060,0.0751,0.6809
5.606,1.800,1.000,0.800,2.800,0.941,2.749,0.3040,0.7640,0.1817,0.3119,0.1751,0.7809
5.628,1.800,1.000,0.800,2.800,0.947,2.694,0.3040,0.7640,-0.1026,0.2021,0.2014,0.8809
5.648,1.800,1.000,0.800,2.800,1.018,2.764,0.3040,0.7640,-0.3103,-0.1527,0.1014,0.7809
5.667,1.800,1.000,0.800,2.800,1.013,2.751,0.3040,0.7640,-0.1160,0.0629,0.1880,0.8269
5.687,1.800,1.000,0.800,2.800,1.027,2.714,0.3040,0.7640,-0.1695,0.1437,0.1345,0.9077
5.708,1.800,1.000,0.800,2.800,1.016,2.758,0.3040,0.7640,-0.1026,-0.0845,0.2014,0.8077
5.728,1.800,1.000,0.800,2.800,1.087,2.755,0.3040,0.7640,-0.3509,0.0352,0.1014,0.7992
5.746,1.800,1.000,0.800,2.800,1.080,2.736,0.3040,0.7640,-0.1492,0.0855,0.1548,0.8495
5.767,1.800,1.000,0.800,2.800,1.020,2.695,0.3040,0.7640,0.0183,0.1645,0.2548,0.9285
5.789,1.800,1.000,0.800,2.800,1.083,2.744,0.3040,0.7640,-0.3291,-0.0898,0.1548,0.8285
5.809,1.800,1.000,0.800,2.800,1.164,2.766,0.3040,0.7640,-0.4213,-0.0328,0.0548,0.7312
5.827,1.800,1.000,0.800,2.800,1.161,2.757,0.3040,0.7640,-0.2074,0.0478,0.0966,0.8118
5.847,1.800,1.000,0.800,2.800,1.015,2.683,0.3040,0.7640,0.2346,0.2543,0.1966,0.9118
5.867,1.800,1.000,0.800,2.800,1.019,2.765,0.3040,0.7640,-0.1397,-0.1835,0.1643,0.8118
5.887,1.800,1.000,0.800,2.800,1.102,2.824,0.3040,0.7640,-0.3897,-0.1618,0.0643,0.7118
5.906,1.800,1.000,0.800,2.800,1.074,2.686,0.3040,0.7640,-0.0949,0.4149,0.1643,0.8118
5.926,1.800,1.000,0.800,2.800,1.020,2.768,0.3040,0.7640,0.0038,-0.1883,0.2643,0.7118
5.947,1.800,1.000,0.800,2.800,1.093,2.697,0.3040,0.7640,-0.3593,0.2413,0.1643,0.8118
5.967,1.800,1.000,0.800,2.800,1.168,2.774,0.3040,0.7640,-0.4074,-0.1766,0.0643,0.7118
5.986,1.800,1.000,0.800,2.800,1.098,2.782,0.3040,0.7640,-0.0047,-0.0110,0.1643,0.7530
6.006,1.800,1.000,0.800,2.800,1.081,2.667,0.3040,0.7640,-0.1257,0.3696,0.1783,0.8530
6.028,1.800,1.000,0.800,2.800,1.124,2.740,0.3040,0.7640,-0.3016,-0.1467,0.0783,0.7530
6.046,1.800,1.000,0.800,2.800,1.137,2.730,0.3040,0.7640,-0.2358,0.0677,0.0682,0.8317
6.066,1.800,1.000,0.800,2.800,1.015,2.755,0.3040,0.7640,0.1765,-0.0370,0.1682,0.7317
6.087,1.800,1.000,0.800,2.800,1.050,2.729,0.3040,0.7640,-0.2361,0.1079,0.0682,0.8317
6.106,1.800,1.000,0.800,2.800,1.022,2.702,0.3040,0.7640,-0.0655,0.1253,0.1682,0.8893
6.126,1.800,1.000,0.800,2.800,1.020,2.696,0.3040,0.7640,-0.1269,0.0767,0.1771,0.8407
6.146,1.800,1.000,0.800,2.800,1.101,2.716,0.3040,0.7640,-0.3822,0.0026,0.0771,0.7666
6.166,1.800,1.000,0.800,2.800,1.022,2.774,0.3040,0.7640,0.0647,-0.1292,0.1771,0.6666
6.186,1.800,1.000,0.800,2.800,1.086,2.678,0.3040,0.7640,-0.3312,0.3119,0.0771,0.7666
6.205,1.800,1.000,0.800,2.800,1.026,2.713,0.3040,0.7640,0.0124,-0.0341,0.1771,0.7299
6.226,1.800,1.000,0.800,2.800,0.943,2.683,0.3040,0.7640,0.1235,0.1440,0.2771,0.8299
6.248,1.800,1.000,0.800,2.800,1.110,2.706,0.3040,0.7640,-0.6048,-0.0014,0.1771,0.7626
6.267,1.800,1.000,0.800,2.800,1.167,2.698,0.3040,0.7640,-0.3615,0.0811,0.0771,0.8451
6.286,1.800,1.000,0.800,2.800,1.099,2.711,0.3040,0.7640,-0.0094,0.0227,0.1771,0.7867
6.306,1.800,1.000,0.800,2.800,1.086,2.752,0.3040,0.7640,-0.1404,-0.0747,0.1636,0.6893
6.327,1.800,1.000,0.800,2.800,1.093,2.695,0.3040,0.7640,-0.1917,0.2045,0.1123,0.7893
6.346,1.800,1.000,0.800,2.800,1.102,2.719,0.3040,0.7640,-0.2052,-0.0102,0.0988,0.7538
6.366,1.800,1.000,0.800,2.800,1.094,2.699,0.3040,0.7640,-0.1567,0.1092,0.1473,0.8538
6.390,1.800,1.000,0.800,2.800,1.019,2.765,0.3040,0.7640,0.0582,-0.1419,0.2473,0.7538
6.414,1.800,1.000,0.800,2.800,1.056,2.641,0.3040,0.7640,-0.2482,0.4058,0.1473,0.8538
6.430,1.800,1.000,0.800,2.800,1.211,2.745,0.3040,0.7640,-0.6337,-0.2294,0.0473,0.7538
6.448,1.800,1.000,0.800,2.800,1.165,2.695,0.3040,0.7640,-0.1051,0.1886,0.1473,0.8538
6.467,1.800,1.000,0.800,2.800,1.157,2.748,0.3040,0.7640,-0.1935,-0.1016,0.1105,0.7538
6.488,1.800,1.000,0.800,2.800,1.127,2.719,0.3040,0.7640,-0.1218,0.1224,0.1822,0.8538
6.510,1.800,1.000,0.800,2.800,1.080,2.700,0.3040,0.7640,-0.0494,0.1068,0.2546,0.8708
6.530,1.800,1.000,0.800,2.800,1.228,2.673,0.3040,0.7640,-0.6279,0.1431,0.1546,0.9071
6.549,1.800,1.000,0.800,2.800,1.232,2.753,0.3040,0.7640,-0.2673,-0.1717,0.0546,0.8071
6.567,1.800,1.000,0.800,2.800,1.163,2.762,0.3040,0.7640,-0.0458,0.0013,0.1546,0.7653
6.589,1.800,1.000,0.800,2.800,1.163,2.690,0.3040,0.7640,-0.2188,0.2461,0.0852,0.8653
6.608,1.800,1.000,0.800,2.800,1.098,2.781,0.3040,0.7640,-0.0150,-0.2169,0.1852,0.7653
6.628,1.800,1.000,0.800,2.800,1.159,2.752,0.3040,0.7640,-0.3678,0.1013,0.0852,0.8653
6.649,1.800,1.000,0.800,2.800,1.087,2.682,0.3040,0.7640,0.0061,0.2458,0.1852,0.9653
6.668,1.800,1.000,0.800,2.800,1.033,2.803,0.3040,0.7640,-0.0033,-0.3053,0.2852,0.8653
6.690,1.800,1.000,0.800,2.800,1.156,2.747,0.3040,0.7640,-0.5229,0.1740,0.1852,0.9380
6.710,1.800,1.000,0.800,2.800,1.301,2.745,0.3040,0.7640,-0.6608,0.0356,0.0852,0.8380
6.730,1.800,1.000,0.800,2.800,1.162,2.833,0.3040,0.7640,0.1292,-0.2375,0.1852,0.7380
6.748,1.800,1.000,0.800,2.800,1.174,2.788,0.3040,0.7640,-0.2545,0.1176,0.0852,0.8380
6.776,1.800,1.000,0.800,2.800,1.142,2.712,0.3040,0.7640,-0.1254,0.2424,0.1786,0.9380
6.796,1.800,1.000,0.800,2.800,1.109,2.662,0.3040,0.7640,-0.1036,0.2081,0.2004,0.9721
6.813,1.800,1.000,0.800,2.800,1.229,2.819,0.3040,0.7640,-0.5551,-0.4019,0.1004,0.8721
6.832,1.800,1.000,0.800,2.800,1.164,2.837,0.3040,0.7640,-0.0574,-0.0687,0.2004,0.7721
6.854,1.800,1.000,0.800,2.800,1.233,2.829,0.3040,0.7640,-0.4320,0.0037,0.1004,0.7677
6.872,1.800,1.000,0.800,2.800,1.211,2.706,0.3040,0.7640,-0.1912,0.3620,0.1128,0.8677
6.889,1.800,1.000,0.800,2.800,1.166,2.770,0.3040,0.7640,-0.1083,-0.1410,0.1957,0.7677
6.912,1.800,1.000,0.800,2.800,1.111,2.741,0.3040,0.7640,-0.0497,0.1069,0.2543,0.8677
6.933,1.800,1.000,0.800,2.800,1.236,2.762,0.3040,0.7640,-0.5719,-0.0289,0.1543,0.7677
6.953,1.800,1.000,0.800,2.800,1.287,2.717,0.3040,0.7640,-0.4211,0.1611,0.0543,0.8677
6.972,1.800,1.000,0.800,2.800,1.216,2.789,0.3040,0.7640,-0.0707,-0.1718,0.1543,0.7677
6.989,1.800,1.000,0.800,2.800,1.110,2.813,0.3040,0.7640,0.0769,-0.0683,0.2543,0.6957
7.010,1.800,1.000,0.800,2.800,1.228,2.746,0.3040,0.7640,-0.5519,0.2011,0.1543,0.7957
7.030,1.800,1.000,0.800,2.800,1.234,2.686,0.3040,0.7640,-0.2749,0.2171,0.0543,0.8957
7.049,1.800,1.000,0.800,2.800,1.233,2.755,0.3040,0.7640,-0.2557,-0.1459,0.0483,0.7957
7.067,1.800,1.000,0.800,2.800,1.099,2.857,0.3040,0.7640,0.1548,-0.2899,0.1483,0.6957
7.087,1.800,1.000,0.800,2.800,1.152,2.735,0.3040,0.7640,-0.3434,0.3436,0.0483,0.7957
7.107,1.800,1.000,0.800,2.800,1.099,2.712,0.3040,0.7640,-0.0485,0.1117,0.1483,0.8757
7.127,1.800,1.000,0.800,2.800,1.016,2.757,0.3040,0.7640,0.0799,-0.0862,0.2483,0.7757
7.148,1.800,1.000,0.800,2.800,1.089,2.758,0.3040,0.7640,-0.3557,0.0222,0.1483,0.7862
7.168,1.800,1.000,0.800,2.800,1.161,2.757,0.3040,0.7640,-0.3966,0.0289,0.0483,0.7929
7.188,1.800,1.000,0.800,2.800,1.111,2.707,0.3040,0.7640,-0.0614,0.1793,0.1483,0.8929
7.207,1.800,1.000,0.800,2.800,1.095,2.774,0.3040,0.7640,-0.1379,-0.1517,0.1661,0.7929
7.229,1.800,1.000,0.800,2.800,1.085,2.676,0.3040,0.7640,-0.1454,0.3201,0.1586,0.8929
7.248,1.800,1.000,0.800,2.800,1.091,2.763,0.3040,0.7640,-0.1891,-0.1960,0.1149,0.7929
7.269,1.800,1.000,0.800,2.800,1.088,2.755,0.3040,0.7640,-0.1645,0.0471,0.1395,0.8111
7.286,1.800,1.000,0.800,2.800,1.055,2.713,0.3040,0.7640,-0.0726,0.1565,0.2314,0.9111
7.309,1.800,1.000,0.800,2.800,1.163,2.689,0.3040,0.7640,-0.4869,0.1265,0.1314,0.8905
7.328,1.800,1.000,0.800,2.800,1.188,2.796,0.3040,0.7640,-0.2966,-0.2658,0.0314,0.7905
7.348,1.800,1.000,0.800,2.800,1.085,2.748,0.3040,0.7640,0.0887,0.1537,0.1314,0.8905
7.368,1.800,1.000,0.800,2.800,1.019,2.765,0.3040,0.7640,0.0329,-0.0239,0.2314,0.7905
7.388,1.800,1.000,0.800,2.800,1.086,2.752,0.3040,0.7640,-0.3398,0.0635,0.1314,0.8275
7.407,1.800,1.000,0.800,2.800,1.167,2.772,0.3040,0.7640,-0.4223,-0.0328,0.0314,0.7312
7.427,1.800,1.000,0.800,2.800,1.086,2.750,0.3040,0.7640,0.0318,0.0825,0.1314,0.8312
7.447,1.800,1.000,0.800,2.800,1.017,2.833,0.3040,0.7640,0.0416,-0.2255,0.2314,0.7312
7.467,1.800,1.000,0.800,2.800,1.099,2.783,0.3040,0.7640,-0.3831,0.1342,0.1314,0.8312
7.487,1.800,1.000,0.800,2.800,1.164,2.693,0.3040,0.7640,-0.3834,0.2904,0.0314,0.9312
7.506,1.800,1.000,0.800,2.800,1.023,2.777,0.3040,0.7640,0.2199,-0.1958,0.1314,0.8312
7.532,1.800,1.000,0.800,2.800,1.036,2.785,0.3040,0.7640,-0.1752,-0.0114,0.1288,0.7526
7.551,1.800,1.000,0.800,2.800,1.052,2.753,0.3040,0.7640,-0.1918,0.1076,0.1122,0.8526
7.567,1.800,1.000,0.800,2.800,1.016,2.757,0.3040,0.7640,-0.0394,0.0166,0.2122,0.7806
7.587,1.800,1.000,0.800,2.800,1.007,2.734,0.3040,0.7640,-0.1001,0.0964,0.2039,0.8604
7.607,1.800,1.000,0.800,2.800,1.153,2.738,0.3040,0.7640,-0.5766,0.0282,0.1039,0.7922
7.627,1.800,1.000,0.800,2.800,1.098,2.708,0.3040,0.7640,-0.0416,0.1293,0.2039,0.8922
7.647,1.800,1.000,0.800,2.800,1.099,2.784,0.3040,0.7640,-0.1816,-0.1796,0.1224,0.7922
7.666,1.800,1.000,0.800,2.800,1.166,2.697,0.3040,0.7640,-0.3880,0.2802,0.0224,0.8922
7.686,1.800,1.000,0.800,2.800,1.010,2.742,0.3040,0.7640,0.2637,-0.0791,0.1224,0.7922
7.707,1.800,1.000,0.800,2.800,1.021,2.772,0.3040,0.7640,-0.1609,-0.0591,0.1431,0.7049
7.726,1.800,1.000,0.800,2.800,1.020,2.769,0.3040,0.7640,-0.1287,0.0276,0.1753,0.7916
7.746,1.800,1.000,0.800,2.800,1.089,2.759,0.3040,0.7640,-0.3464,0.0482,0.0753,0.8122
7.766,1.800,1.000,0.800,2.800,1.034,2.732,0.3040,0.7640,-0.0012,0.1096,0.1753,0.8736
7.786,1.800,1.000,0.800,2.800,1.016,2.757,0.3040,0.7640,-0.0844,-0.0364,0.2196,0.7736
7.807,1.800,1.000,0.800,2.800,1.086,2.750,0.3040,0.7640,-0.3461,0.0474,0.1196,0.8114
7.826,1.800,1.000,0.800,2.800,1.091,2.763,0.3040,0.7640,-0.1873,-0.0111,0.1167,0.7529
7.846,1.800,1.000,0.800,2.800,1.047,2.721,0.3040,0.7640,-0.0379,0.1514,0.2167,0.8529
7.866,1.800,1.000,0.800,2.800,1.027,2.789,0.3040,0.7640,-0.0885,-0.1614,0.2155,0.7529
7.886,1.800,1.000,0.800,2.800,1.095,2.773,0.3040,0.7640,-0.3449,0.0549,0.1155,0.8189
7.906,1.800,1.000,0.800,2.800,1.091,2.690,0.3040,0.7640,-0.1641,0.2737,0.1399,0.9189
7.926,1.800,1.000,0.800,2.800,1.098,2.708,0.3040,0.7640,-0.1962,0.0117,0.1078,0.8189
7.946,1.800,1.000,0.800,2.800,1.016,2.757,0.3040,0.7640,0.0749,-0.0983,0.2078,0.7189
7.966,1.800,1.000,0.800,2.800,1.098,2.710,0.3040,0.7640,-0.3857,0.1729,0.1078,0.8189
7.986,1.800,1.000,0.800,2.800,1.090,2.689,0.3040,0.7640,-0.1529,0.1197,0.1511,0.8837
8.008,1.800,1.000,0.800,2.800,1.049,2.728,0.3040,0.7640,-0.0473,-0.0559,0.2511,0.7837
8.029,1.800,1.000,0.800,2.800,1.162,2.735,0.3040,0.7640,-0.5005,0.0234,0.1511,0.7874
8.047,1.800,1.000,0.800,2.800,1.167,2.724,0.3040,0.7640,-0.2322,0.0722,0.0718,0.8362
8.067,1.800,1.000,0.800,2.800,1.093,2.769,0.3040,0.7640,0.0095,-0.0946,0.1718,0.7362
8.087,1.800,1.000,0.800,2.800,1.094,2.699,0.3040,0.7640,-0.1799,0.2347,0.1241,0.8362
8.108,1.800,1.000,0.800,2.800,1.099,2.785,0.3040,0.7640,-0.1922,-0.2054,0.1118,0.7362
8.129,1.800,1.000,0.800,2.800,1.088,2.720,0.3040,0.7640,-0.1446,0.2108,0.1594,0.8362
8.145,1.800,1.000,0.800,2.800,1.010,2.719,0.3040,0.7640,0.0697,0.0515,0.2594,0.8155
8.167,1.800,1.000,0.800,2.800,1.100,2.786,0.3040,0.7640,-0.4044,-0.1592,0.1594,0.7155
8.188,1.800,1.000,0.800,2.800,1.160,2.683,0.3040,0.7640,-0.3682,0.3263,0.0594,0.8155
8.208,1.800,1.000,0.800,2.800,1.179,2.774,0.3040,0.7640,-0.2733,-0.2099,0.0307,0.7155
8.226,1.800,1.000,0.800,2.800,1.024,2.780,0.3040,0.7640,0.2527,-0.0032,0.1307,0.7608
8.247,1.800,1.000,0.800,2.800,0.953,2.711,0.3040,0.7640,0.0869,0.2245,0.2307,0.8608
8.267,1.800,1.000,0.800,2.800,1.093,2.769,0.3040,0.7640,-0.5268,-0.1262,0.1307,0.7608
8.290,1.800,1.000,0.800,2.800,1.181,2.689,0.3040,0.7640,-0.4474,0.2671,0.0307,0.8608
8.307,1.800,1.000,0.800,2.800,1.048,2.740,0.3040,0.7640,0.1837,-0.0927,0.1307,0.7608
8.325,1.800,1.000,0.800,2.800,1.034,2.733,0.3040,0.7640,-0.1067,0.0579,0.1973,0.8219
8.346,1.800,1.000,0.800,2.800,1.093,2.696,0.3040,0.7640,-0.3224,0.1565,0.0973,0.9205
8.365,1.800,1.000,0.800,2.800,1.093,2.695,0.3040,0.7640,-0.1750,0.0644,0.1290,0.8284
8.386,1.800,1.000,0.800,2.800,1.114,2.784,0.3040,0.7640,-0.2408,-0.2131,0.0632,0.7284
8.406,1.800,1.000,0.800,2.800,1.021,2.698,0.3040,0.7640,0.0995,0.2762,0.1632,0.8284
8.426,1.800,1.000,0.800,2.800,0.955,2.793,0.3040,0.7640,0.0704,-0.2326,0.2632,0.7284
8.448,1.800,1.000,0.800,2.800,1.087,2.681,0.3040,0.7640,-0.5011,0.3506,0.1632,0.8284
8.467,1.800,1.000,0.800,2.800,1.166,2.697,0.3040,0.7640,-0.4176,0.0232,0.0632,0.7872
8.489,1.800,1.000,0.800,2.800,1.113,2.712,0.3040,0.7640,-0.0544,0.0137,0.1632,0.7777
8.506,1.800,1.000,0.800,2.800,1.088,2.798,0.3040,0.7640,-0.1104,-0.2125,0.1936,0.6777
8.527,1.800,1.000,0.800,2.800,1.108,2.771,0.3040,0.7640,-0.2363,0.0841,0.0936,0.7777
8.548,1.800,1.000,0.800,2.800,1.166,2.696,0.3040,0.7640,-0.3639,0.2488,-0.0064,0.8777
8.567,1.800,1.000,0.800,2.800,1.028,2.789,0.3040,0.7640,0.2099,-0.2254,0.0936,0.7777
8.586,1.800,1.000,0.800,2.800,1.018,2.763,0.3040,0.7640,-0.1065,0.0882,0.1936,0.8522
8.606,1.800,1.000,0.800,2.800,1.020,2.768,0.3040,0.7640,-0.1361,0.0077,0.1679,0.7717
8.626,1.800,1.000,0.800,2.800,1.021,2.772,0.3040,0.7640,-0.1366,0.0065,0.1674,0.7705
8.645,1.800,1.000,0.800,2.800,1.094,2.773,0.3040,0.7640,-0.3599,0.0139,0.0674,0.7779
8.665,1.800,1.000,0.800,2.800,1.022,2.700,0.3040,0.7640,0.0488,0.2411,0.1674,0.8779
8.685,1.800,1.000,0.800,2.800,1.023,2.705,0.3040,0.7640,-0.1380,0.0466,0.1660,0.8106
8.706,1.800,1.000,0.800,2.800,1.016,2.756,0.3040,0.7640,-0.1099,-0.1037,0.1941,0.7106
8.727,1.800,1.000,0.800,2.800,1.113,2.782,0.3040,0.7640,-0.4304,-0.0518,0.0941,0.7122
8.746,1.800,1.000,0.800,2.800,1.105,2.727,0.3040,0.7640,-0.1649,0.1816,0.1391,0.8122
8.767,1.800,1.000,0.800,2.800,1.016,2.685,0.3040,0.7640,0.0936,0.1724,0.2391,0.9122
8.786,1.800,1.000,0.800,2.800,1.102,2.792,0.3040,0.7640,-0.3961,-0.2611,0.1391,0.8122
8.805,1.800,1.000,0.800,2.800,1.100,2.786,0.3040,0.7640,-0.1736,0.0236,0.1304,0.7876
8.826,1.800,1.000,0.800,2.800,1.090,2.760,0.3040,0.7640,-0.1489,0.0877,0.1551,0.8517
8.846,1.800,1.000,0.800,2.800,1.091,2.692,0.3040,0.7640,-0.1792,0.2354,0.1248,0.9517
8.867,1.800,1.000,0.800,2.800,1.116,2.789,0.3040,0.7640,-0.2500,-0.2364,0.0540,0.8517
8.887,1.800,1.000,0.800,2.800,1.021,2.844,0.3040,0.7640,0.1036,-0.1649,0.1540,0.7517
8.907,1.800,1.000,0.800,2.800,0.958,2.802,0.3040,0.7640,0.0618,0.1060,0.2540,0.8517
8.927,1.800,1.000,0.800,2.800,1.085,2.749,0.3040,0.7640,-0.4884,0.1614,0.1540,0.9254
8.947,1.800,1.000,0.800,2.800,1.168,2.773,0.3040,0.7640,-0.4269,-0.0447,0.0540,0.8254
8.966,1.800,1.000,0.800,2.800,1.024,2.781,0.3040,0.7640,0.2235,-0.0064,0.1540,0.7576
8.986,1.800,1.000,0.800,2.800,1.020,2.769,0.3040,0.7640,-0.1212,0.0480,0.1828,0.8120
9.005,1.800,1.000,0.800,2.800,1.018,2.764,0.3040,0.7640,-0.1262,0.0346,0.1778,0.7986
9.034,1.800,1.000,0.800,2.800,1.038,2.699,0.3040,0.7640,-0.1920,0.2237,0.1120,0.8986
9.047,1.800,1.000,0.800,2.800,1.178,2.798,0.3040,0.7640,-0.5769,-0.2468,0.0120,0.7986
9.066,1.800,1.000,0.800,2.800,0.950,2.703,0.3040,0.7640,0.4813,0.2965,0.1120,0.8986
9.089,1.740,1.000,0.740,2.740,0.960,2.743,0.2902,0.7502,-0.1589,-0.1028,0.1313,0.7986
9.106,1.680,1.000,0.680,2.680,0.934,2.802,0.2764,0.7364,-0.0859,-0.2203,0.1905,0.6986
9.126,1.620,1.000,0.620,2.620,1.013,2.749,0.2626,0.7226,-0.4336,0.0544,0.0905,0.7770
9.145,1.560,1.000,0.560,2.560,0.958,2.653,0.2488,0.7088,-0.1016,0.1843,0.1472,0.8770
