t,set_left_rps,set_right_rps,meas_left_rps,meas_right_rps,out_left,out_right,Kp,Ki,Kd,battery_v
3.800,0.600,1.400,-2.211,-2.698,-0.0524,0.9648,0.9000,0.0000,0.0500,
3.870,0.600,1.400,-2.180,-2.783,0.0973,1.0000,0.9000,0.0000,0.0500,
3.946,0.600,1.400,-2.155,-2.777,0.0881,0.9134,0.9000,0.0000,0.0500,
4.024,0.600,1.400,-2.178,-2.783,0.2281,0.9528,0.9000,0.0000,0.0500,
4.101,0.600,1.400,-2.176,-2.720,0.1673,0.7208,0.9000,0.0000,0.0500,
4.178,0.600,1.400,-2.169,-2.754,0.1473,0.9939,0.9000,0.0000,0.0500,
4.254,0.600,1.400,-2.169,-2.735,0.1642,0.8443,0.9000,0.0000,0.0500,
4.341,0.800,1.200,-2.059,-2.890,-0.0324,1.0000,0.9000,0.0000,0.0500,
4.413,1.000,1.000,-1.872,-3.062,-0.2089,1.0000,0.9000,0.0000,0.0500,
4.495,1.200,0.800,-1.772,-3.153,0.0969,0.9552,0.9000,0.0000,0.0500,
4.565,1.400,0.600,-1.500,-3.370,-0.3991,1.0000,0.9000,0.0000,0.0500,
4.641,1.600,0.400,-1.127,-3.789,-0.8058,1.0000,0.9000,0.0000,0.0500,
4.732,1.800,0.200,-1.210,-3.724,0.5871,0.5373,0.9000,0.0000,0.0500,
4.820,1.800,0.200,-1.586,-3.272,1.0000,-0.8324,0.9000,0.0000,0.0500,
4.897,2.000,0.000,-1.809,-3.145,1.0000,-0.3164,0.9000,0.0000,0.0500,
4.968,2.000,0.000,-1.843,-3.096,1.0000,-0.1654,0.9000,0.0000,0.0500,
5.059,2.000,0.000,-1.781,-3.148,0.7914,0.1338,0.9000,0.0000,0.0500,
5.144,2.200,0.000,-0.910,-3.955,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.199,2.200,0.000,0.295,-4.510,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.271,2.200,0.000,1.722,-3.162,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.336,2.200,0.000,2.197,-2.746,-1.0000,-1.0000,0.9000,0.0000,0.0500,
5.424,2.200,0.000,-0.735,-3.748,1.0000,1.0000,0.9000,0.0000,0.0500,
5.500,2.200,0.000,-3.020,-0.699,1.0000,-1.0000,0.9000,0.0000,0.0500,
5.571,2.200,0.000,-2.807,2.124,0.2765,-1.0000,0.9000,0.0000,0.0500,
5.643,2.200,0.000,-2.793,2.151,0.7594,-1.0000,0.9000,0.0000,0.0500,
5.719,2.200,0.000,-2.982,1.959,1.0000,-0.3474,0.9000,0.0000,0.0500,
5.806,2.200,0.000,0.323,-0.646,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.871,2.200,0.000,2.683,-2.286,-1.0000,1.0000,0.9000,0.0000,0.0500,
5.941,2.200,0.000,3.264,1.632,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.022,2.200,0.000,1.973,2.850,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.104,2.200,0.000,-3.348,-0.618,1.0000,1.0000,0.9000,0.0000,0.0500,
6.200,2.000,0.000,-2.620,2.303,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.271,2.000,0.000,-2.426,2.517,-0.4944,-1.0000,0.9000,0.0000,0.0500,
6.347,2.000,0.000,-2.482,2.482,0.1819,-0.8810,0.9000,0.0000,0.0500,
6.433,2.000,0.000,0.326,1.609,-1.0000,1.0000,0.9000,0.0000,0.0500,
6.499,2.000,0.000,2.590,-2.367,-1.0000,1.0000,0.9000,0.0000,0.0500,
6.569,2.000,0.000,3.079,0.705,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.646,2.000,0.000,-1.988,2.940,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.732,2.000,0.000,-3.014,-0.303,1.0000,1.0000,0.9000,0.0000,0.0500,
6.823,2.000,0.000,2.547,0.737,-1.0000,-1.0000,0.9000,0.0000,0.0500,
6.899,2.000,0.000,1.739,3.211,1.0000,-1.0000,0.9000,0.0000,0.0500,
6.986,2.000,0.000,2.602,1.645,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.051,2.000,0.000,2.683,-2.252,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.128,2.000,0.000,3.263,-0.166,-1.0000,-1.0000,0.9000,0.0000,0.0500,
7.204,2.000,0.000,-1.597,3.062,1.0000,-1.0000,0.9000,0.0000,0.0500,
7.280,2.000,0.000,-2.647,-1.181,1.0000,1.0000,0.9000,0.0000,0.0500,
7.368,2.000,0.000,0.955,1.815,-1.0000,-1.0000,0.9000,0.0000,0.0500,
7.450,2.000,0.000,1.008,1.504,-1.0000,0.0548,0.9000,0.0000,0.0500,
7.521,2.200,0.200,2.571,-2.359,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.602,2.200,0.200,3.078,0.000,-1.0000,-1.0000,0.9000,0.0000,0.0500,
7.678,2.200,0.200,-1.991,2.923,1.0000,-1.0000,0.9000,0.0000,0.0500,
7.765,2.200,0.200,-0.826,-0.903,-1.0000,1.0000,0.9000,0.0000,0.0500,
7.841,2.200,0.200,2.938,2.021,-1.0000,-1.0000,0.9000,0.0000,0.0500,
7.918,2.200,0.200,3.308,-1.040,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.013,2.200,0.200,2.958,0.573,0.1901,-1.0000,0.9000,0.0000,0.0500,
8.079,2.200,0.200,0.216,2.499,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.165,2.200,0.200,3.419,-0.744,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.256,2.200,0.200,3.292,0.227,-0.5693,-1.0000,0.9000,0.0000,0.0500,
8.331,2.200,0.200,0.184,0.918,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.408,2.200,0.200,1.483,1.597,-1.0000,-1.0000,0.9000,0.0000,0.0500,
8.489,2.200,0.200,3.168,-0.550,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.576,2.400,0.400,-0.890,3.508,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.657,2.400,0.400,2.218,2.749,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.710,2.400,0.400,0.857,-0.559,1.0000,1.0000,0.9000,0.0000,0.0500,
8.733,2.400,0.400,1.597,0.952,-1.0000,-1.0000,0.9000,0.0000,0.0500,
8.742,2.400,0.400,-0.885,-3.317,1.0000,1.0000,0.9000,0.0000,0.0500,
8.770,2.400,0.400,-0.579,-2.534,-0.0379,-1.0000,0.9000,0.0000,0.0500,
8.783,2.400,0.400,-1.307,-2.686,1.0000,0.8111,0.9000,0.0000,0.0500,
8.805,2.400,0.400,-1.318,-1.610,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.822,2.400,0.400,-2.023,-1.662,1.0000,-0.3600,0.9000,0.0000,0.0500,
8.841,2.400,0.400,-2.463,-0.435,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.871,2.400,0.400,-2.710,0.428,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.889,2.400,0.400,-2.803,1.504,1.0000,-1.0000,0.9000,0.0000,0.0500,
8.926,2.400,0.400,-2.472,1.914,-0.1235,-1.0000,0.9000,0.0000,0.0500,
8.941,2.400,0.400,-2.457,2.291,0.6499,-1.0000,0.9000,0.0000,0.0500,
8.955,2.400,0.400,0.000,0.000,-1.0000,1.0000,0.9000,0.0000,0.0500,
8.974,2.400,0.400,0.000,0.000,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.047,2.400,0.400,-2.053,2.528,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.066,2.400,0.400,0.625,-0.755,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.074,2.400,0.400,-1.006,-2.103,1.0000,1.0000,0.9000,0.0000,0.0500,
9.098,2.400,0.400,-0.931,-1.075,0.2136,-1.0000,0.9000,0.0000,0.0500,
9.116,2.400,0.400,-1.663,-1.518,1.0000,1.0000,0.9000,0.0000,0.0500,
9.140,2.400,0.400,-2.094,-0.433,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.156,2.400,0.400,-2.463,-0.942,1.0000,1.0000,0.9000,0.0000,0.0500,
9.181,2.400,0.400,-2.732,0.000,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.198,2.400,0.400,-2.903,-0.726,1.0000,1.0000,0.9000,0.0000,0.0500,
9.225,2.400,0.400,-2.827,0.141,0.7421,-1.0000,0.9000,0.0000,0.0500,
9.242,2.400,0.400,-2.931,-0.929,1.0000,1.0000,0.9000,0.0000,0.0500,
9.266,2.400,0.400,-3.046,-0.533,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.283,2.400,0.400,-3.004,-1.144,0.8567,1.0000,0.9000,0.0000,0.0500,
9.314,2.400,0.400,-2.979,-0.709,0.8778,-1.0000,0.9000,0.0000,0.0500,
9.327,2.400,0.400,-2.984,-1.430,0.9561,1.0000,0.9000,0.0000,0.0500,
9.348,2.200,0.200,-3.067,-0.488,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.365,2.200,0.200,-3.031,-0.722,0.7182,0.1833,0.9000,0.0000,0.0500,
9.383,2.200,0.200,-3.013,0.000,0.7447,-1.0000,0.9000,0.0000,0.0500,
9.404,2.200,0.200,-2.998,0.000,0.7393,-1.0000,0.9000,0.0000,0.0500,
9.432,2.200,0.200,-2.977,0.916,0.7053,-1.0000,0.9000,0.0000,0.0500,
9.455,2.200,0.200,-2.440,1.451,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.458,2.200,0.200,-2.114,1.643,-0.8330,-1.0000,0.9000,0.0000,0.0500,
9.479,2.200,0.200,0.000,0.000,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.557,2.200,0.200,-1.392,1.249,1.0000,-1.0000,0.9000,0.0000,0.0500,
9.574,2.200,0.200,0.468,0.260,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.584,2.200,0.200,-1.245,-1.633,1.0000,1.0000,0.9000,0.0000,0.0500,
9.607,2.200,0.200,-0.350,-1.122,-1.0000,-0.7370,0.9000,0.0000,0.0500,
9.625,2.200,0.200,-0.730,-1.606,1.0000,1.0000,0.9000,0.0000,0.0500,
9.645,2.200,0.200,0.000,-0.808,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.664,2.200,0.200,-0.588,-1.102,1.0000,1.0000,0.9000,0.0000,0.0500,
9.685,2.200,0.200,0.073,-0.219,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.704,2.200,0.200,-0.436,-0.726,1.0000,1.0000,0.9000,0.0000,0.0500,
9.725,2.200,0.200,0.143,0.072,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.744,2.200,0.200,-0.288,-0.577,0.7599,1.0000,0.9000,0.0000,0.0500,
9.764,2.200,0.200,0.221,0.221,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.784,2.200,0.200,-0.217,-0.362,0.7134,1.0000,0.9000,0.0000,0.0500,
9.804,2.200,0.200,0.290,0.290,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.824,2.000,0.000,0.000,-0.365,-0.0338,1.0000,0.9000,0.0000,0.0500,
9.844,2.000,0.000,0.645,0.215,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.866,2.000,0.000,0.721,-0.288,-1.0000,0.8680,0.9000,0.0000,0.0500,
9.888,2.000,0.000,1.596,0.347,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.906,1.800,0.000,2.175,-0.300,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.928,1.800,0.000,2.603,0.372,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.950,1.800,0.000,2.735,-0.342,-1.0000,1.0000,0.9000,0.0000,0.0500,
9.966,1.800,0.000,2.885,0.380,-1.0000,-1.0000,0.9000,0.0000,0.0500,
9.991,1.600,0.000,2.923,-0.214,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.008,1.600,0.000,3.079,0.375,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.037,1.600,0.000,2.930,-0.349,-0.4939,1.0000,0.9000,0.0000,0.0500,
10.055,1.600,0.000,2.926,0.731,-0.8521,-1.0000,0.9000,0.0000,0.0500,
10.069,1.600,0.000,3.161,0.431,-1.0000,0.0211,0.9000,0.0000,0.0500,
10.091,1.600,0.000,2.941,0.368,-0.2512,-0.5141,0.9000,0.0000,0.0500,
10.112,1.600,0.000,3.042,0.424,-1.0000,-0.8657,0.9000,0.0000,0.0500,
10.138,1.600,0.000,2.974,0.991,-0.6628,-1.0000,0.9000,0.0000,0.0500,
10.157,1.600,0.000,2.760,1.557,-0.1047,-1.0000,0.9000,0.0000,0.0500,
10.191,1.600,0.000,2.484,1.845,0.3002,-1.0000,0.9000,0.0000,0.0500,
10.230,1.600,0.000,2.436,2.316,-0.2273,-1.0000,0.9000,0.0000,0.0500,
10.266,1.600,0.000,1.877,2.891,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.289,1.600,0.000,1.552,3.182,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.307,1.600,0.000,-0.782,3.598,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.343,1.600,0.000,-1.668,2.823,1.0000,1.0000,0.9000,0.0000,0.0500,
10.381,1.600,0.000,-2.079,2.639,1.0000,0.3233,0.9000,0.0000,0.0500,
10.398,1.600,0.000,-3.340,0.967,1.0000,1.0000,0.9000,0.0000,0.0500,
10.419,1.600,0.000,-3.083,-1.328,0.1270,1.0000,0.9000,0.0000,0.0500,
10.451,1.600,0.000,-2.721,-1.622,-0.4623,1.0000,0.9000,0.0000,0.0500,
10.481,1.600,0.000,-2.535,-2.141,-0.1911,1.0000,0.9000,0.0000,0.0500,
10.495,1.600,0.000,-1.377,-3.196,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.511,1.600,0.000,-0.376,-3.295,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.541,1.600,0.000,1.071,-2.866,-1.0000,-0.4587,0.9000,0.0000,0.0500,
10.563,1.600,0.000,1.670,-2.686,-1.0000,0.0005,0.9000,0.0000,0.0500,
10.588,1.600,0.000,2.253,-2.190,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.609,1.600,0.000,2.661,-1.794,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.622,1.600,0.000,3.231,-1.175,-1.0000,-1.0000,0.9000,0.0000,0.0500,
10.649,1.600,0.000,3.118,0.850,-0.6154,-1.0000,0.9000,0.0000,0.0500,
10.674,1.600,0.000,2.712,1.613,0.4814,-1.0000,0.9000,0.0000,0.0500,
10.697,1.600,0.000,2.455,2.135,0.3409,-1.0000,0.9000,0.0000,0.0500,
10.709,1.600,0.000,1.418,3.048,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.729,1.600,0.000,0.068,3.067,1.0000,-1.0000,0.9000,0.0000,0.0500,
10.757,1.600,0.000,-1.279,2.709,1.0000,0.2163,0.9000,0.0000,0.0500,
10.791,1.600,0.000,-1.726,2.624,1.0000,-0.3886,0.9000,0.0000,0.0500,
10.830,1.600,0.000,-2.384,2.304,1.0000,0.4845,0.9000,0.0000,0.0500,
10.867,1.600,0.000,-2.641,2.091,1.0000,0.4120,0.9000,0.0000,0.0500,
10.887,1.600,0.000,-3.445,1.249,1.0000,1.0000,0.9000,0.0000,0.0500,
10.910,1.600,0.000,-3.530,-0.471,1.0000,1.0000,0.9000,0.0000,0.0500,
10.928,1.600,0.000,-2.987,-1.419,-0.8464,1.0000,0.9000,0.0000,0.0500,
10.947,1.600,0.000,-2.419,-1.949,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.959,1.600,0.000,-0.928,-2.863,-1.0000,1.0000,0.9000,0.0000,0.0500,
10.993,1.600,0.000,0.869,-2.751,-1.0000,0.6165,0.9000,0.0000,0.0500,
11.011,1.600,0.000,1.746,-2.687,-1.0000,0.6828,0.9000,0.0000,0.0500,
11.043,1.600,0.000,1.985,-2.481,-1.0000,0.1410,0.9000,0.0000,0.0500,
11.089,1.600,0.000,2.223,-2.446,-1.0000,0.5351,0.9000,0.0000,0.0500,
11.135,1.600,0.000,2.436,-2.405,-1.0000,0.4860,0.9000,0.0000,0.0500,
11.186,1.600,0.000,2.508,-2.297,-1.0000,0.2194,0.9000,0.0000,0.0500,
11.247,1.600,0.000,2.573,-2.329,-1.0000,0.6014,0.9000,0.0000,0.0500,
11.322,1.600,0.000,2.560,-2.345,-0.9547,0.5707,0.9000,0.0000,0.0500,
11.400,1.600,0.000,2.624,-2.298,-1.0000,0.3760,0.9000,0.0000,0.0500,
11.477,1.600,0.000,2.575,-2.387,-0.8348,0.7943,0.9000,0.0000,0.0500,
11.559,1.600,0.000,2.539,-2.389,-0.8338,0.5765,0.9000,0.0000,0.0500,
11.641,1.600,0.000,2.584,-2.364,-1.0000,0.4891,0.9000,0.0000,0.0500,
11.728,1.600,0.000,2.532,-2.427,-0.7885,0.7630,0.9000,0.0000,0.0500,
11.804,1.600,0.000,2.500,-2.412,-0.8078,0.5570,0.9000,0.0000,0.0500,
11.881,1.600,0.000,2.528,-2.396,-0.9851,0.5406,0.9000,0.0000,0.0500,
11.949,1.600,0.000,2.535,-2.403,-0.9376,0.6022,0.9000,0.0000,0.0500,
12.035,1.600,0.000,2.509,-2.428,-0.8301,0.6704,0.9000,0.0000,0.0500,
12.112,1.600,0.000,2.520,-2.431,-0.9353,0.6203,0.9000,0.0000,0.0500,
12.193,1.600,0.000,2.526,-2.413,-0.9266,0.5485,0.9000,0.0000,0.0500,
12.270,1.600,0.000,2.552,-2.410,-1.0000,0.5862,0.9000,0.0000,0.0500,
12.346,1.600,0.000,2.528,-2.414,-0.8531,0.6044,0.9000,0.0000,0.0500,
12.428,1.600,0.000,2.529,-2.434,-0.9160,0.6623,0.9000,0.0000,0.0500,
12.504,1.600,0.000,2.530,-2.428,-0.9184,0.5943,0.9000,0.0000,0.0500,
12.581,1.600,0.000,2.529,-2.396,-0.9133,0.4999,0.9000,0.0000,0.0500,
12.658,1.600,0.000,2.563,-2.411,-1.0000,0.6304,0.9000,0.0000,0.0500,
12.740,1.600,0.000,2.510,-2.398,-0.7651,0.5473,0.9000,0.0000,0.0500,
12.816,1.600,0.000,2.533,-2.427,-0.9739,0.6806,0.9000,0.0000,0.0500,
12.902,1.600,0.000,2.538,-2.405,-0.9355,0.5330,0.9000,0.0000,0.0500,
12.984,1.600,0.000,2.540,-2.416,-0.9298,0.6230,0.9000,0.0000,0.0500,
13.081,1.800,0.000,2.549,-2.390,-0.7758,0.5095,0.9000,0.0000,0.0500,
13.157,1.800,0.000,2.561,-2.425,-0.7932,0.6950,0.9000,0.0000,0.0500,
13.244,1.800,0.000,2.533,-2.420,-0.6692,0.5870,0.9000,0.0000,0.0500,
13.321,1.800,0.000,2.542,-2.413,-0.7670,0.5775,0.9000,0.0000,0.0500,
13.398,1.800,0.000,2.544,-2.431,-0.7545,0.6563,0.9000,0.0000,0.0500,
13.467,1.800,0.000,2.551,-2.399,-0.7697,0.5031,0.9000,0.0000,0.0500,
13.543,1.800,0.000,2.525,-2.414,-0.6655,0.6312,0.9000,0.0000,0.0500,
13.620,1.800,0.000,2.527,-2.413,-0.7395,0.5933,0.9000,0.0000,0.0500,
13.703,1.800,0.000,2.530,-2.398,-0.7434,0.5436,0.9000,0.0000,0.0500,
13.784,1.800,0.000,2.475,-2.459,-0.5496,0.7873,0.9000,0.0000,0.0500,
13.861,1.800,0.000,2.510,-2.440,-0.8054,0.5731,0.9000,0.0000,0.0500,
13.937,1.800,0.000,2.524,-2.429,-0.7641,0.5816,0.9000,0.0000,0.0500,
14.014,1.800,0.000,2.503,-2.446,-0.6594,0.6677,0.9000,0.0000,0.0500,
14.100,1.800,0.000,2.505,-2.429,-0.7174,0.5660,0.9000,0.0000,0.0500,
14.169,1.800,0.000,2.520,-2.432,-0.7656,0.6181,0.9000,0.0000,0.0500,
14.245,1.800,0.000,2.481,-2.439,-0.5924,0.6347,0.9000,0.0000,0.0500,
14.323,1.800,0.000,2.500,-2.424,-0.7557,0.5685,0.9000,0.0000,0.0500,
14.404,1.600,0.000,2.519,-2.444,-0.9529,0.6731,0.9000,0.0000,0.0500,
14.480,1.600,0.000,2.473,-2.473,-0.7508,0.7219,0.9000,0.0000,0.0500,
14.563,1.600,0.000,2.509,-2.452,-0.9842,0.5750,0.9000,0.0000,0.0500,
14.644,1.600,0.000,2.509,-2.442,-0.8983,0.5962,0.9000,0.0000,0.0500,
14.721,1.600,0.000,2.510,-2.457,-0.9003,0.6729,0.9000,0.0000,0.0500,
14.798,1.600,0.000,2.483,-2.445,-0.8036,0.5928,0.9000,0.0000,0.0500,
14.869,1.400,0.000,2.504,-2.447,-1.0000,0.6312,0.9000,0.0000,0.0500,
14.938,1.200,0.000,2.466,-2.420,-0.9038,0.5315,0.9000,0.0000,0.0500,
15.020,1.200,0.000,2.492,-2.473,-1.0000,0.7830,0.9000,0.0000,0.0500,
15.106,1.000,0.200,2.514,-2.445,-1.0000,0.7318,0.9000,0.0000,0.0500,
15.188,0.800,0.400,2.526,-2.401,-1.0000,0.8355,0.9000,0.0000,0.0500,
15.270,0.600,0.600,2.507,-2.454,-0.9527,1.0000,0.9000,0.0000,0.0500,
15.347,0.400,0.800,2.520,-2.419,-1.0000,0.9124,0.9000,0.0000,0.0500,
15.424,0.200,1.000,2.526,-2.413,-1.0000,0.9849,0.9000,0.0000,0.0500,
15.496,0.000,1.200,2.541,-2.428,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.567,0.000,1.400,2.525,-2.418,-0.9463,0.9754,0.9000,0.0000,0.0500,
15.645,0.000,1.600,2.470,-2.388,-0.7958,0.9235,0.9000,0.0000,0.0500,
15.737,0.000,1.800,2.534,-2.410,-1.0000,1.0000,0.9000,0.0000,0.0500,
15.804,0.000,2.000,2.539,-2.407,-1.0000,0.9917,0.9000,0.0000,0.0500,
15.896,0.000,2.200,2.533,-2.391,-0.9787,0.9608,0.9000,0.0000,0.0500,
15.972,0.000,2.200,2.532,-2.415,-0.9874,1.0000,0.9000,0.0000,0.0500,
16.044,0.000,2.200,2.513,-2.437,-0.9276,1.0000,0.9000,0.0000,0.0500,
16.120,0.000,2.200,2.505,-2.424,-0.9486,0.9581,0.9000,0.0000,0.0500,
16.202,0.000,2.200,2.512,-2.436,-0.9910,1.0000,0.9000,0.0000,0.0500,
16.268,0.000,2.200,2.476,-2.476,-0.8503,1.0000,0.9000,0.0000,0.0500,
