t,wHeld,nudge,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
4.783,0,-0.191,0.191,-0.191,0.363,-0.290,0.1640,-0.1640,-0.4612,0.0535,0.0829,-0.1105
4.803,0,-0.187,0.187,-0.187,0.363,-0.290,0.1630,-0.1630,-0.1056,0.0619,0.0575,-0.1011
4.823,0,-0.183,0.183,-0.183,0.363,-0.363,0.1620,-0.1620,-0.1080,0.2894,0.0541,-0.0011
4.843,0,-0.179,0.179,-0.179,0.218,-0.145,0.1611,-0.1611,0.3395,-0.5643,0.1541,-0.1011
4.863,0,-0.175,0.175,-0.175,0.290,-0.218,0.1601,-0.1601,-0.2507,0.2072,0.0541,-0.0011
4.883,0,-0.171,0.171,-0.171,0.286,-0.143,0.1592,-0.1592,-0.0588,-0.2031,0.1004,-0.1011
4.903,0,-0.167,0.167,-0.167,0.147,-0.074,0.1583,-0.1583,0.3583,-0.2291,0.2004,-0.2011
4.923,0,-0.163,0.163,-0.163,0.218,-0.145,0.1574,-0.1574,-0.2087,0.1679,0.1004,-0.1011
4.943,0,-0.159,0.159,-0.159,0.218,-0.218,0.1566,-0.1566,-0.0352,0.2166,0.1214,-0.0011
4.963,0,-0.155,0.155,-0.155,0.218,-0.145,0.1558,-0.1558,-0.0373,-0.1876,0.1185,-0.1011
4.983,0,-0.152,0.152,-0.152,0.218,-0.145,0.1549,-0.1549,-0.0392,-0.0043,0.1157,-0.1592
5.003,0,-0.148,0.148,-0.148,0.218,-0.218,0.1541,-0.1541,-0.0416,0.2229,0.1125,-0.0592
5.023,0,-0.145,0.145,-0.145,0.290,-0.145,0.1534,-0.1534,-0.2687,-0.1812,0.0125,-0.1592
5.043,0,-0.142,0.142,-0.142,0.145,-0.145,0.1526,-0.1526,0.3610,0.0018,0.1125,-0.1508
5.063,0,-0.139,0.139,-0.139,0.145,-0.218,0.1519,-0.1519,-0.0040,0.2289,0.1478,-0.0508
5.083,0,-0.135,0.135,-0.135,0.218,-0.218,0.1511,-0.1511,-0.2308,0.0495,0.0478,-0.1016
5.103,0,-0.132,0.132,-0.132,0.072,-0.216,0.1504,-0.1504,0.4004,0.0457,0.1478,-0.1048
5.123,0,-0.129,0.129,-0.129,0.146,-0.219,0.1497,-0.1497,-0.1961,0.0632,0.0478,-0.0866
5.143,0,-0.126,0.126,-0.126,0.145,-0.145,0.1490,-0.1490,-0.0081,-0.1748,0.1409,-0.1866
5.163,0,-0.123,0.123,-0.123,0.144,-0.289,0.1484,-0.1484,-0.0111,0.4590,0.1372,-0.0866
5.183,0,-0.121,0.121,-0.121,0.219,-0.291,0.1477,-0.1477,-0.2442,0.1089,0.0372,-0.0388
5.203,0,-0.118,0.118,-0.118,0.218,-0.218,0.1471,-0.1471,-0.0575,-0.1247,0.0896,-0.1388
5.223,0,-0.115,0.115,-0.115,0.072,-0.217,0.1465,-0.1465,0.3885,0.0609,0.1896,-0.0856
5.243,0,-0.112,0.112,-0.112,0.218,-0.290,0.1459,-0.1459,-0.4261,0.2886,0.0896,0.0144
5.263,0,-0.110,0.110,-0.110,0.218,-0.145,0.1453,-0.1453,-0.0646,-0.3417,0.0807,-0.0856
5.283,0,-0.107,0.107,-0.107,0.218,-0.145,0.1447,-0.1447,-0.0664,0.0228,0.0783,-0.1219
5.303,0,-0.105,0.105,-0.105,0.217,-0.145,0.1441,-0.1441,-0.0650,0.0223,0.0791,-0.1218
5.323,0,-0.103,0.103,-0.103,0.291,-0.146,0.1436,-0.1436,-0.2989,0.0283,-0.0209,-0.1153
5.343,0,-0.100,0.100,-0.100,0.145,-0.218,0.1431,-0.1431,0.3385,0.2503,0.0791,-0.0153
5.363,0,-0.098,0.098,-0.098,0.145,-0.145,0.1425,-0.1425,-0.0283,-0.1529,0.1142,-0.1153
5.383,0,-0.096,0.096,-0.096,0.072,-0.216,0.1420,-0.1420,0.1966,0.2504,0.2142,-0.0153
5.403,0,-0.094,0.094,-0.094,0.292,-0.073,0.1415,-0.1415,-0.6687,-0.3705,0.1142,-0.1153
5.423,0,-0.091,0.091,-0.091,0.290,-0.145,0.1410,-0.1410,-0.1155,0.2128,0.0255,-0.0153
5.443,0,-0.089,0.089,-0.089,0.218,-0.073,0.1405,-0.1405,0.1047,-0.1916,0.1255,-0.1153
5.463,0,-0.087,0.087,-0.087,0.290,-0.145,0.1401,-0.1401,-0.3029,0.2160,0.0255,-0.0153
5.483,0,-0.085,0.085,-0.085,0.218,-0.073,0.1396,-0.1396,0.1022,-0.1891,0.1255,-0.1153
5.503,0,-0.083,0.083,-0.083,0.290,-0.073,0.1392,-0.1392,-0.3054,-0.0065,0.0255,-0.1456
5.523,0,-0.081,0.081,-0.081,0.289,-0.217,0.1387,-0.1387,-0.1214,0.4414,0.0173,-0.0456
5.543,0,-0.080,0.080,-0.080,0.219,-0.146,0.1383,-0.1383,0.0918,-0.1373,0.1173,-0.1456
5.563,0,-0.078,0.078,-0.078,0.218,-0.290,0.1379,-0.1379,-0.0811,0.4883,0.0567,-0.0456
5.583,0,-0.076,0.076,-0.076,0.363,-0.218,0.1375,-0.1375,-0.5350,-0.0963,-0.0433,-0.1456
5.603,0,-0.074,0.074,-0.074,0.218,-0.290,0.1371,-0.1371,0.2771,0.3104,0.0567,-0.0456
5.623,0,-0.073,0.073,-0.073,0.072,-0.290,0.1367,-0.1367,0.3630,0.1289,0.1567,-0.0077
5.643,0,-0.071,0.071,-0.071,0.145,-0.218,0.1363,-0.1363,-0.2275,-0.0900,0.0567,-0.1077
5.663,0,-0.069,0.069,-0.069,0.073,-0.145,0.1359,-0.1359,0.1804,-0.1374,0.1567,-0.2077
5.683,0,-0.068,0.068,-0.068,0.218,-0.290,0.1356,-0.1356,-0.4532,0.4970,0.0567,-0.1077
5.703,0,-0.066,0.066,-0.066,0.145,-0.435,0.1352,-0.1352,0.1343,0.5838,0.1567,-0.0077
5.723,0,-0.065,0.065,-0.065,0.217,-0.290,0.1349,-0.1349,-0.2725,-0.2283,0.0567,-0.1077
5.743,0,-0.063,0.063,-0.063,0.218,-0.363,0.1345,-0.1345,-0.0937,0.3627,0.0408,-0.0077
5.763,0,-0.062,0.062,-0.062,0.144,-0.289,0.1342,-0.1342,0.1337,-0.0489,0.1408,-0.1077
5.783,0,-0.060,0.060,-0.060,0.146,-0.218,0.1339,-0.1339,-0.0540,-0.0815,0.0799,-0.2077
5.803,0,-0.059,0.059,-0.059,0.218,-0.290,0.1335,-0.1335,-0.2759,0.3190,-0.0201,-0.1077
5.823,0,-0.058,0.058,-0.058,0.073,-0.363,0.1332,-0.1332,0.3543,0.3633,0.0799,-0.0077
5.843,0,-0.056,0.056,-0.056,0.073,-0.218,0.1329,-0.1329,-0.0100,-0.2651,0.1229,-0.1077
5.863,0,-0.055,0.055,-0.055,0.145,-0.290,0.1326,-0.1326,-0.2353,0.3222,0.0229,-0.0077
5.883,0,-0.054,0.054,-0.054,0.000,-0.216,0.1324,-0.1324,0.3950,-0.0871,0.1229,-0.1077
5.903,0,-0.052,0.052,-0.052,0.073,-0.146,0.1321,-0.1321,-0.1947,-0.1199,0.0229,-0.2077
5.923,0,-0.051,0.051,-0.051,0.000,-0.290,0.1318,-0.1318,0.2132,0.5043,0.1229,-0.1077
5.943,0,-0.050,0.050,-0.050,0.073,-0.363,0.1315,-0.1315,-0.1948,0.3687,0.0229,-0.0077
5.963,0,-0.049,0.049,-0.049,0.000,-0.290,0.1313,-0.1313,0.2107,-0.0370,0.1229,-0.1077
5.983,0,-0.048,0.048,-0.048,0.073,-0.218,0.1310,-0.1310,-0.1961,-0.0796,0.0229,-0.2077
6.003,0,-0.047,0.047,-0.047,0.000,-0.363,0.1308,-0.1308,0.2093,0.5527,0.1229,-0.1077
6.023,0,-0.046,0.046,-0.046,0.073,-0.435,0.1305,-0.1305,-0.1975,0.4141,0.0229,-0.0077
6.043,0,-0.045,0.045,-0.045,0.000,-0.363,0.1303,-0.1303,0.2081,0.0104,0.1229,-0.1077
6.063,0,-0.044,0.044,-0.044,0.000,-0.363,0.1300,-0.1300,0.0262,0.1921,0.1562,-0.0077
6.083,0,-0.043,0.043,-0.043,0.145,-0.363,0.1298,-0.1298,-0.4241,0.1911,0.0562,0.0613
6.103,0,-0.042,0.042,-0.042,0.218,-0.290,0.1296,-0.1296,-0.2873,-0.0317,-0.0438,-0.0387
6.123,0,-0.041,0.041,-0.041,0.072,-0.144,0.1294,-0.1294,0.3448,-0.3025,0.0562,-0.1387
6.143,0,-0.040,0.040,-0.040,0.000,-0.290,0.1291,-0.1291,0.2044,0.5139,0.1562,-0.0387
6.163,0,-0.039,0.039,-0.039,0.073,-0.219,0.1289,-0.1289,-0.2028,-0.0697,0.0562,-0.1387
6.183,0,-0.038,0.038,-0.038,0.218,-0.218,0.1287,-0.1287,-0.4693,0.1046,-0.0438,-0.0387
6.203,0,-0.037,0.037,-0.037,0.073,-0.218,0.1285,-0.1285,0.3413,0.1085,0.0562,-0.0200
6.223,0,-0.036,0.036,-0.036,0.073,-0.145,0.1283,-0.1283,-0.0218,-0.1160,0.1065,-0.1200
6.243,0,-0.035,0.035,-0.035,0.000,-0.218,0.1282,-0.1282,0.2027,0.2904,0.2065,-0.0200
6.263,0,-0.035,0.035,-0.035,0.218,-0.145,0.1280,-0.1280,-0.6538,-0.1150,0.1065,-0.1200
6.283,1,-0.034,0.095,0.025,0.217,-0.217,0.1418,0.1258,-0.0711,0.3244,0.0706,-0.0200
6.303,1,-0.033,0.155,0.085,0.146,-0.146,0.1556,0.1396,0.1834,-0.0393,0.1706,0.0800
6.323,1,-0.032,0.215,0.145,0.218,-0.073,0.1694,0.1534,-0.1822,-0.0517,0.0706,0.1017
6.343,1,-0.032,0.275,0.205,0.218,0.073,0.1832,0.1672,0.0346,-0.2830,0.1706,0.0017
6.363,1,-0.031,0.335,0.265,0.289,0.072,0.1970,0.1810,-0.1513,0.1165,0.0706,0.1017
6.383,1,-0.030,0.395,0.325,0.292,0.000,0.2108,0.1948,0.0556,0.3759,0.1706,0.2017
6.403,1,-0.029,0.455,0.385,0.363,0.145,0.2246,0.2086,-0.1226,-0.2185,0.1020,0.1017
6.423,1,-0.029,0.515,0.445,0.290,0.218,0.2384,0.2224,0.3159,-0.0448,0.2020,0.1777
6.443,1,-0.028,0.575,0.505,0.435,0.290,0.2522,0.2362,-0.2794,-0.0525,0.1020,0.1837
6.463,1,-0.027,0.635,0.565,0.363,0.363,0.2660,0.2500,0.3452,-0.0591,0.2020,0.1909
6.483,1,-0.027,0.695,0.625,0.508,0.580,0.2798,0.2638,-0.2510,-0.5175,0.1020,0.0909
6.503,1,-0.026,0.755,0.685,0.435,0.580,0.2936,0.2776,0.3728,0.0627,0.2020,0.1909
6.523,1,-0.026,0.815,0.745,0.581,0.581,0.3074,0.2914,-0.2225,0.0987,0.1020,0.2909
6.543,1,-0.025,0.875,0.805,0.508,0.726,0.3212,0.3052,0.4017,-0.3145,0.2020,0.1909
6.563,1,-0.024,0.935,0.865,0.580,0.943,0.3350,0.3190,0.0315,-0.5902,0.3020,0.0909
6.583,1,-0.024,0.995,0.925,0.798,0.870,0.3488,0.3328,-0.4258,0.2146,0.2020,0.1909
6.603,1,-0.023,1.055,0.985,0.943,0.871,0.3626,0.3466,-0.2961,0.0684,0.1020,0.2909
6.623,1,-0.023,1.115,1.045,0.943,1.088,0.3764,0.3604,0.1027,-0.5699,0.2020,0.1909
6.643,1,-0.022,1.175,1.105,1.006,1.149,0.3902,0.3742,-0.0548,-0.1789,0.3020,0.1953
6.663,1,-0.022,1.235,1.165,1.149,1.221,0.4040,0.3880,-0.3068,-0.2117,0.2020,0.1763
6.683,1,-0.021,1.295,1.225,1.185,1.259,0.4178,0.4018,-0.0230,-0.1148,0.3020,0.2763
6.703,1,-0.021,1.355,1.285,1.214,1.428,0.4316,0.4156,0.0110,-0.5094,0.4020,0.1763
6.723,1,-0.020,1.415,1.345,1.359,1.502,0.4454,0.4294,-0.3282,-0.2777,0.3020,0.1517
6.743,1,-0.020,1.475,1.405,1.496,1.496,0.4592,0.4432,-0.3565,-0.0402,0.2020,0.2517
6.763,1,-0.019,1.535,1.465,1.524,1.524,0.4730,0.4570,-0.0624,-0.1040,0.3020,0.3517
6.783,1,-0.019,1.595,1.525,1.629,1.629,0.4868,0.4708,-0.2841,-0.3251,0.2027,0.2517
6.803,1,-0.019,1.655,1.585,1.586,1.658,0.5006,0.4846,0.1485,-0.1175,0.3027,0.3517
6.823,1,-0.018,1.715,1.645,1.737,1.810,0.5144,0.4984,-0.3918,-0.4769,0.2027,0.2517
6.843,1,-0.018,1.775,1.705,1.745,1.818,0.5282,0.5122,-0.0020,-0.0882,0.3027,0.3517
6.863,1,-0.017,1.817,1.765,1.751,1.897,0.5380,0.5260,0.0262,-0.2755,0.4027,0.2517
6.883,1,-0.017,1.817,1.783,1.882,1.955,0.5379,0.5301,-0.3678,-0.2477,0.3027,0.2824
6.903,1,-0.017,1.817,1.783,2.030,1.957,0.5378,0.5302,-0.4979,-0.1117,0.2027,0.3824
6.923,1,-0.016,1.816,1.784,1.970,2.043,0.5377,0.5303,0.0589,-0.3684,0.3027,0.2824
6.943,1,-0.016,1.816,1.784,1.966,2.039,0.5376,0.5304,-0.0808,-0.1427,0.4027,0.3824
6.963,1,-0.015,1.815,1.785,2.022,2.022,0.5375,0.5305,-0.2643,-0.1010,0.3027,0.4294
6.984,1,-0.015,1.815,1.785,2.070,2.208,0.5375,0.5305,-0.2719,-0.7178,0.2656,0.3294
7.003,1,-0.015,1.815,1.785,2.056,2.132,0.5374,0.5306,-0.1105,-0.0191,0.3656,0.4294
7.026,1,-0.014,1.814,1.786,2.135,2.261,0.5373,0.5307,-0.3902,-0.6068,0.2656,0.3294
7.047,1,-0.014,1.814,1.786,2.047,2.188,0.5372,0.5308,0.0810,-0.0588,0.3656,0.4294
7.068,1,-0.014,1.814,1.786,2.083,2.222,0.5372,0.5308,-0.2530,-0.3472,0.2842,0.3294
7.092,1,-0.013,1.813,1.787,2.173,2.233,0.5371,0.5309,-0.4397,-0.2958,0.1842,0.2351
7.116,1,-0.013,1.813,1.787,2.225,2.283,0.5370,0.5310,-0.3764,-0.4231,0.1606,0.1351
7.144,1,-0.013,1.813,1.787,2.155,2.365,0.5369,0.5311,-0.0299,-0.5504,0.2606,0.0351
7.168,1,-0.013,1.813,1.787,2.117,2.299,0.5369,0.5311,-0.0898,-0.1417,0.3606,0.1351
7.192,1,-0.012,1.812,1.788,2.250,2.250,0.5368,0.5312,-0.5929,-0.1540,0.2606,0.2351
7.213,1,-0.012,1.812,1.788,2.274,2.068,0.5368,0.5312,-0.3394,0.2871,0.1974,0.3351
7.234,1,-0.012,1.812,1.788,2.182,2.182,0.5367,0.5313,0.0089,-0.5218,0.2974,0.2351
7.255,1,-0.011,1.811,1.789,2.208,2.137,0.5366,0.5314,-0.3042,-0.0973,0.2325,0.3351
7.276,1,-0.011,1.811,1.789,2.166,2.233,0.5366,0.5314,-0.1066,-0.5076,0.3325,0.2351
7.303,1,-0.011,1.811,1.789,2.191,2.298,0.5365,0.5315,-0.2924,-0.4674,0.2441,0.1351
7.328,1,-0.011,1.811,1.789,2.257,2.198,0.5365,0.5315,-0.4308,0.0070,0.1441,0.2351
7.351,1,-0.010,1.810,1.790,2.217,2.217,0.5364,0.5316,-0.1449,-0.3053,0.2441,0.2263
7.371,1,-0.010,1.810,1.790,2.144,2.213,0.5363,0.5317,-0.0168,-0.2436,0.3441,0.2881
7.394,1,-0.010,1.810,1.790,2.200,2.197,0.5363,0.5317,-0.3751,-0.2051,0.2441,0.3266
7.416,1,-0.010,1.810,1.790,2.211,2.214,0.5362,0.5318,-0.2679,-0.2960,0.2684,0.2358
7.440,1,-0.009,1.809,1.791,2.179,2.239,0.5362,0.5318,-0.1413,-0.3328,0.3684,0.1990
7.462,1,-0.009,1.809,1.791,2.172,2.238,0.5361,0.5319,-0.2004,-0.2640,0.3358,0.2679
7.483,1,-0.009,1.809,1.791,2.140,2.140,0.5361,0.5319,-0.1182,0.0348,0.4179,0.3679
7.504,1,-0.009,1.809,1.791,2.202,2.202,0.5360,0.5320,-0.3912,-0.4014,0.3179,0.2679
7.523,1,-0.009,1.809,1.791,2.178,2.100,0.5360,0.5320,-0.1614,0.0694,0.3746,0.3679
7.546,1,-0.008,1.808,1.792,2.183,2.248,0.5359,0.5321,-0.2387,-0.6429,0.2972,0.2679
7.570,1,-0.008,1.808,1.792,2.221,2.221,0.5359,0.5321,-0.3425,-0.1914,0.1972,0.3407
7.599,0,-0.008,1.748,1.732,2.276,2.276,0.5221,0.5183,-0.4530,-0.4627,0.0972,0.2407
7.633,0,-0.008,1.688,1.672,2.261,2.347,0.5083,0.5045,-0.3069,-0.5820,0.1972,0.1407
7.658,0,-0.008,1.628,1.612,2.140,2.372,0.4945,0.4907,-0.0057,-0.5190,0.2972,0.0407
7.682,0,-0.008,1.568,1.552,2.162,2.282,0.4807,0.4769,-0.4089,-0.2130,0.1972,0.1407
7.706,0,-0.007,1.508,1.492,2.236,2.236,0.4669,0.4631,-0.6211,-0.3308,0.0972,0.1323
7.727,0,-0.007,1.448,1.432,2.111,2.181,0.4531,0.4493,-0.0865,-0.3146,0.1972,0.1347
7.748,0,-0.007,1.388,1.372,2.069,2.276,0.4393,0.4355,-0.3047,-0.7798,0.1346,0.0347
7.767,0,-0.007,1.328,1.312,2.090,2.090,0.4255,0.4217,-0.5081,-0.0009,0.0346,0.1347
7.788,0,-0.007,1.268,1.252,1.938,2.010,0.4117,0.4079,-0.0222,-0.2549,0.1346,0.1530
7.808,0,-0.007,1.208,1.192,1.728,1.872,0.3979,0.3941,0.2129,-0.0637,0.2346,0.2530
7.828,0,-0.006,1.148,1.132,1.834,1.834,0.3841,0.3803,-0.6765,-0.3264,0.1346,0.1530
7.847,0,-0.006,1.088,1.072,1.682,1.901,0.3703,0.3665,0.0255,-0.6644,0.2346,0.0530
7.867,0,-0.006,1.028,1.012,1.757,1.757,0.3565,0.3527,-0.6261,-0.0879,0.1346,0.1530
7.887,0,-0.006,0.968,0.952,1.746,1.673,0.3427,0.3389,-0.4386,-0.2227,0.0346,0.1162
7.907,0,-0.006,0.908,0.892,1.607,1.680,0.3289,0.3251,-0.0705,-0.4892,0.1346,0.0162
7.927,0,-0.006,0.848,0.832,1.596,1.596,0.3151,0.3113,-0.4224,-0.2493,0.0346,0.0620
7.948,0,-0.006,0.788,0.772,1.544,1.474,0.3013,0.2975,-0.3238,-0.1164,-0.0225,0.1620
7.968,0,-0.005,0.728,0.712,1.389,1.536,0.2875,0.2837,-0.0097,-0.6482,0.0775,0.0620
7.987,0,-0.005,0.668,0.652,1.316,1.390,0.2737,0.2699,-0.2066,-0.0778,0.0671,0.1620
8.007,0,-0.005,0.608,0.592,1.243,1.390,0.2599,0.2561,-0.1986,-0.4789,0.0613,0.0620
8.027,0,-0.005,0.548,0.532,1.245,1.318,0.2461,0.2423,-0.4210,-0.2923,-0.0387,-0.0380
8.047,0,-0.005,0.488,0.472,1.088,1.233,0.2323,0.2285,0.0323,-0.2442,0.0613,-0.0157
8.067,0,-0.005,0.428,0.412,0.943,1.088,0.2185,0.2147,0.0528,-0.0443,0.1613,0.0843
8.087,0,-0.005,0.368,0.352,0.998,1.069,0.2047,0.2009,-0.5147,-0.3831,0.0613,-0.0157
8.107,0,0.582,0.308,0.412,1.099,0.879,0.1909,0.2147,-0.7263,0.1954,-0.0387,0.0843
8.127,0,1.155,0.248,0.472,0.874,0.874,0.1771,0.2285,0.1858,-0.2296,0.0613,-0.0011
8.147,0,1.128,0.188,0.532,0.728,0.801,0.1633,0.2423,0.0408,0.0212,0.1613,0.0989
8.167,0,1.103,0.128,0.592,0.798,0.798,0.1495,0.2561,-0.5756,-0.1155,0.0613,0.1406
8.187,0,1.077,0.068,0.652,0.788,0.716,0.1357,0.2699,-0.4069,0.1652,-0.0387,0.2406
8.207,0,1.053,0.008,0.712,0.660,0.807,0.1219,0.2837,-0.0711,-0.2827,0.0508,0.1406
8.227,0,1.029,-0.052,0.772,0.582,0.873,-0.1319,0.2975,-0.1848,-0.2258,-0.0492,0.0716
8.247,0,1.005,-0.112,0.832,0.435,0.870,-0.1457,0.3113,0.0384,-0.0176,-0.1073,0.1716
8.267,0,0.982,-0.172,0.892,0.358,0.788,-0.1595,0.3251,-0.1259,0.2674,-0.2073,0.2716
8.287,0,0.960,-0.232,0.952,0.073,0.881,-0.1733,0.3389,0.5292,-0.1893,-0.1073,0.1716
8.307,0,0.938,-0.292,0.938,-0.073,1.016,-0.1871,0.3357,0.2334,-0.3829,-0.0073,0.0716
8.327,0,0.916,-0.352,0.916,0.000,1.016,-0.2009,0.3308,-0.3924,-0.0614,-0.1073,0.1716
8.347,0,0.896,-0.412,0.896,0.000,0.942,-0.2147,0.3260,-0.2470,0.1575,-0.2073,0.2716
8.367,0,0.875,-0.472,0.875,-0.145,1.016,-0.2285,0.3213,0.1670,-0.2701,-0.1073,0.1716
8.387,0,0.855,-0.532,0.855,-0.290,1.161,-0.2423,0.3167,0.2176,-0.5450,-0.0247,0.0716
8.407,0,0.836,-0.592,0.836,-0.218,1.088,-0.2561,0.3122,-0.4058,0.0300,-0.1247,0.1716
8.427,0,0.816,-0.652,0.816,-0.290,1.015,-0.2699,0.3078,-0.0358,0.0625,-0.2247,0.2716
8.447,0,0.798,-0.712,0.798,-0.358,1.216,-0.2837,0.3035,-0.0439,-0.7518,-0.3247,0.1716
8.467,0,0.780,-0.772,0.780,-0.660,1.174,-0.2975,0.2993,0.6900,-0.1315,-0.2247,0.1678
8.487,0,0.762,-0.762,0.762,-0.797,1.304,-0.2952,0.2952,0.3629,-0.6516,-0.1247,0.0678
8.507,0,0.744,-0.744,0.744,-0.802,1.239,-0.2912,0.2912,0.0457,-0.1331,-0.2247,0.1581
8.527,0,0.727,-0.727,0.727,-0.870,1.233,-0.2873,0.2873,0.2572,-0.2880,-0.1247,0.0581
8.547,0,0.711,-0.711,0.711,-1.065,1.278,-0.2835,0.2835,0.6996,-0.4536,-0.0247,-0.0419
8.567,0,0.695,-0.695,0.695,-0.947,1.093,-0.2797,0.2797,-0.1430,0.2238,-0.1247,0.0581
8.587,0,0.679,-0.679,0.679,-0.960,1.034,-0.2761,0.2761,0.2005,-0.0651,-0.0756,0.1581
8.607,0,0.663,-0.663,0.663,-0.943,1.016,-0.2725,0.2725,0.1256,-0.1658,-0.1469,0.1067
8.627,0,0.648,-0.648,0.648,-1.016,1.088,-0.2690,0.2690,0.4023,-0.4458,-0.0469,0.0067
8.647,0,0.633,-0.633,0.633,-1.072,1.000,-0.2656,0.2656,0.4033,-0.0006,0.0531,0.1067
8.667,0,0.619,-0.619,0.619,-1.018,0.946,-0.2623,0.2623,0.1065,-0.0596,-0.0469,0.2027
8.687,0,0.605,-0.605,0.605,-0.808,0.954,-0.2591,0.2591,-0.4053,-0.2318,-0.1469,0.1027
8.707,0,0.591,-0.591,0.591,-0.871,1.016,-0.2559,0.2559,0.3266,-0.4095,-0.0469,0.0027
8.727,0,0.577,-0.577,0.577,-0.871,0.871,-0.2528,0.2528,0.1747,0.1882,-0.0781,0.1027
8.747,0,0.564,-0.564,0.564,-0.926,0.926,-0.2498,0.2498,0.3546,-0.3547,0.0219,0.0027
8.767,0,0.551,-0.551,0.551,-0.806,0.879,-0.2468,0.2468,-0.1471,-0.0801,-0.0781,0.1027
8.787,0,0.539,-0.539,0.539,-0.732,0.805,-0.2439,0.2439,-0.0677,0.0240,-0.1781,0.2027
8.807,0,0.526,-0.526,0.526,-0.725,0.871,-0.2411,0.2411,0.1024,-0.3694,-0.1386,0.1027
8.827,0,0.514,-0.514,0.514,-0.798,0.943,-0.2383,0.2383,0.3516,-0.4383,-0.0386,0.0027
8.847,0,0.503,-0.503,0.503,-0.784,0.855,-0.2356,0.2356,0.1335,0.0080,-0.1021,0.1027
8.867,0,0.491,-0.491,0.491,-0.731,0.731,-0.2330,0.2330,0.0106,0.1677,-0.2021,0.2027
8.887,0,0.480,-0.480,0.480,-0.807,0.733,-0.2304,0.2304,0.3862,-0.1589,-0.1021,0.1027
8.907,0,0.469,-0.469,0.469,-0.871,0.798,-0.2279,0.2279,0.4009,-0.3593,-0.0021,0.0027
8.927,0,0.458,-0.458,0.458,-0.798,0.798,-0.2254,0.2254,0.0222,-0.2034,-0.1021,0.0220
8.947,0,0.448,-0.448,0.448,-0.791,0.647,-0.2230,0.2230,0.1870,0.2584,-0.0360,0.1220
8.967,0,0.438,-0.438,0.438,-0.804,0.584,-0.2206,0.2206,0.2523,0.0678,0.0317,0.2220
8.987,0,0.428,-0.428,0.428,-0.654,0.727,-0.2183,0.2183,-0.2367,-0.5367,-0.0683,0.1220
9.007,0,0.418,-0.418,0.418,-0.653,0.798,-0.2161,0.2161,0.1370,-0.4049,-0.0791,0.0220
9.027,0,0.408,-0.408,0.408,-0.573,0.716,-0.2139,0.2139,-0.1017,0.0205,-0.1791,0.1220
9.047,0,0.399,-0.399,0.399,-0.728,0.655,-0.2117,0.2117,0.5846,-0.0010,-0.0791,0.2107
9.067,0,0.390,-0.390,0.390,-0.733,0.587,-0.2097,0.2097,0.2199,0.0527,0.0103,0.2624
9.087,0,0.381,-0.381,0.381,-0.508,0.798,-0.2076,0.2076,-0.4876,-0.7784,-0.0897,0.1624
9.107,0,0.372,-0.372,0.372,-0.435,0.870,-0.2056,0.2056,-0.1436,-0.4800,-0.1897,0.0624
9.127,0,0.364,-0.364,0.364,-0.503,0.863,-0.2037,0.2037,0.2535,-0.2799,-0.0897,-0.0376
9.147,0,0.355,-0.355,0.355,-0.586,0.659,-0.2017,0.2017,0.3453,0.3262,0.0103,0.0624
9.167,0,0.347,-0.347,0.347,-0.435,0.580,-0.1999,0.1999,-0.3240,0.0573,-0.0897,0.1624
9.187,0,0.339,-0.339,0.339,-0.363,0.580,-0.1980,0.1980,-0.1676,-0.1440,-0.1897,0.0624
9.207,0,0.332,-0.332,0.332,-0.434,0.579,-0.1963,0.1963,0.2397,-0.1443,-0.0897,0.0520
9.227,0,0.324,-0.324,0.324,-0.510,0.510,-0.1945,0.1945,0.3005,0.0610,0.0103,0.1520
9.247,0,0.317,-0.317,0.317,-0.290,0.435,-0.1928,0.1928,-0.5649,0.1155,-0.0897,0.2520
9.267,0,0.309,-0.309,0.309,-0.290,0.508,-0.1912,0.1912,-0.0107,-0.3018,-0.1897,0.1520
9.287,0,0.302,-0.302,0.302,-0.430,0.645,-0.1895,0.1895,0.4266,-0.5493,-0.0897,0.0520
9.307,0,0.295,-0.295,0.295,-0.440,0.661,-0.1879,0.1879,0.1125,-0.2572,-0.0755,-0.0480
9.327,0,0.289,-0.289,0.289,-0.363,0.508,-0.1864,0.1864,-0.1499,0.2507,-0.1755,0.0520
9.347,0,0.282,-0.282,0.282,-0.363,0.363,-0.1849,0.1849,0.0484,0.3143,-0.1365,0.1520
9.367,0,0.276,-0.276,0.276,-0.432,0.360,-0.1834,0.1834,0.2657,-0.0427,-0.0365,0.1407
9.387,0,0.269,-0.269,0.269,-0.439,0.439,-0.1819,0.1819,0.1204,-0.3002,-0.0616,0.0407
9.407,0,0.263,-0.263,0.263,-0.290,0.435,-0.1805,0.1805,-0.3567,-0.0925,-0.1616,0.0880
9.427,0,0.257,-0.257,0.257,-0.363,0.290,-0.1791,0.1791,0.2454,0.3417,-0.0616,0.1880
9.447,0,0.251,-0.251,0.251,-0.363,0.435,-0.1778,0.1778,0.0670,-0.4732,-0.1108,0.0880
9.467,0,0.246,-0.246,0.246,-0.218,0.508,-0.1765,0.1765,-0.3795,-0.3389,-0.2108,-0.0120
