t,cmd,setL,setR,rpsL,rpsR,uFFL,uFFR,uPIDL,uPIDR,outL,outR
45.460,A,-1.200,0.300,-1.451,0.000,-0.3960,0.1890,0.1511,-0.0013,-0.2449,0.1825
45.481,A,-1.200,0.360,-1.506,0.072,-0.3960,0.2028,0.3217,-0.0063,-0.1449,0.1965
45.501,A,-1.200,0.420,-1.519,0.289,-0.3960,0.2166,0.2244,-0.4658,-0.1716,0.0965
45.521,A,-1.200,0.480,-1.511,0.360,-0.3960,0.2304,0.1666,-0.1040,-0.2294,0.1264
45.541,A,-1.200,0.540,-1.524,0.363,-0.3960,0.2442,0.2255,0.0990,-0.1705,0.2264
45.561,A,-1.200,0.600,-1.527,0.436,-0.3960,0.2580,0.2047,-0.0856,-0.1913,0.1724
45.581,A,-1.200,0.660,-1.514,0.577,-0.3960,0.2718,0.1542,-0.3007,-0.2418,0.0724
45.601,A,-1.200,0.720,-1.538,0.586,-0.3960,0.2856,0.2630,0.0575,-0.1418,0.1724
45.621,A,-1.200,0.780,-1.604,0.656,-0.3960,0.2994,0.4087,-0.1019,-0.0418,0.1975
45.641,A,-1.200,0.840,-1.521,0.724,-0.3960,0.3132,-0.0143,-0.1011,-0.1418,0.2121
45.661,A,-1.200,0.900,-1.462,0.804,-0.3960,0.3270,0.0093,-0.1419,-0.2418,0.1851
45.682,A,-1.200,0.960,-1.532,0.875,-0.3960,0.3408,0.3735,-0.1272,-0.1418,0.2136
45.702,A,-1.200,1.020,-1.661,0.939,-0.3960,0.3546,0.6003,-0.1104,-0.0418,0.2442
45.722,A,-1.200,1.080,-1.529,1.019,-0.3960,0.3684,-0.1328,-0.1647,-0.1418,0.2037
45.743,A,-1.200,1.140,-1.546,1.124,-0.3960,0.3822,0.2483,-0.2522,-0.1477,0.1300
45.764,A,-1.200,1.200,-1.530,1.166,-0.3960,0.3960,0.1591,-0.0834,-0.2369,0.2300
45.782,A,-1.200,1.200,-1.568,1.120,-0.3960,0.3960,0.3173,0.1620,-0.1369,0.3300
45.803,A,-1.200,1.200,-1.662,1.301,-0.3960,0.3960,0.5124,-0.5137,-0.0369,0.2300
45.823,A,-1.200,1.200,-1.499,1.427,-0.3960,0.3960,-0.2304,-0.4512,-0.1369,0.1300
45.843,A,-1.200,1.200,-1.482,1.408,-0.3960,0.3960,0.1265,-0.0753,-0.2369,0.2300
45.863,A,-1.200,1.200,-1.514,1.370,-0.3960,0.3960,0.2690,-0.0074,-0.1369,0.3300
45.882,A,-1.200,1.200,-1.586,1.370,-0.3960,0.3960,0.4127,-0.1026,-0.0369,0.2934
45.903,A,-1.200,1.200,-1.535,1.535,-0.3960,0.3960,0.0737,-0.6143,-0.1369,0.1934
45.923,A,-1.200,1.200,-1.437,1.508,-0.3960,0.3960,-0.1046,-0.1181,-0.2369,0.2779
45.943,D,-1.140,1.140,-1.446,1.591,-0.3822,0.3822,0.2084,-0.4776,-0.1738,0.1779
45.962,D,-1.080,1.080,-1.460,1.533,-0.3684,0.3684,0.2632,-0.1276,-0.1052,0.2408
45.982,D,-1.020,1.020,-1.456,1.456,-0.3546,0.3546,0.2497,-0.0673,-0.1049,0.2873
46.002,D,-0.960,0.960,-1.381,1.526,-0.3408,0.3408,0.0660,-0.5167,-0.2049,0.1873
46.022,D,-0.900,0.900,-1.385,1.531,-0.3270,0.3270,0.3015,-0.3900,-0.1049,0.0873
46.042,D,-0.840,0.840,-1.303,1.448,-0.3132,0.3132,0.0716,-0.1559,-0.2049,0.1573
46.062,D,-0.780,0.780,-1.382,1.309,-0.2994,0.2994,0.5583,0.0293,-0.1049,0.2573
46.082,D,-0.720,0.720,-1.305,1.306,-0.2856,0.2856,0.1607,-0.3429,-0.1249,0.1573
46.102,D,-0.660,0.660,-1.233,1.378,-0.2718,0.2718,0.1638,-0.6133,-0.1080,0.0573
46.122,D,-0.600,0.600,-1.233,1.233,-0.2580,0.2580,0.3784,-0.0157,-0.0080,0.1573
46.142,D,-0.540,0.540,-1.213,1.213,-0.2442,0.2442,0.3546,-0.3548,0.0920,0.0573
46.161,D,-0.480,0.480,-1.026,1.172,-0.2304,0.2304,-0.1413,-0.3128,-0.0080,-0.0427
46.181,D,-0.420,0.420,-0.799,1.017,-0.2166,0.2166,-0.3396,0.0308,-0.1080,0.0573
46.201,D,-0.360,0.360,-0.730,0.876,-0.2028,0.2028,0.0484,0.0436,-0.1544,0.1573
46.221,D,-0.300,0.300,-0.871,0.871,-0.1890,0.1890,0.6952,-0.3306,-0.0544,0.0573
46.241,D,-0.240,0.240,-0.870,0.798,-0.1752,0.1752,0.3777,-0.1525,0.0456,0.0227
46.260,D,-0.180,0.180,-0.653,0.725,-0.1614,0.1614,-0.2604,-0.1460,-0.0544,0.0154
46.280,D,-0.120,0.120,-0.435,0.653,-0.1476,0.1476,-0.3545,-0.1387,-0.1544,0.0089
46.300,D,-0.060,0.060,-0.434,0.578,-0.1338,0.1338,0.2204,-0.1246,-0.0544,0.0092
46.320,D,0.000,-0.000,-0.582,0.437,0.0000,0.0000,0.7208,0.0921,0.0456,0.0921
46.340,D,0.060,-0.060,-0.435,0.363,0.1338,-0.1338,-0.0705,-0.0686,0.0633,-0.0079
46.360,D,0.120,-0.120,-0.145,0.290,0.1476,-0.1476,-0.5664,-0.0646,-0.0367,-0.1079
46.379,D,0.180,-0.180,-0.073,0.145,0.1614,-0.1614,-0.0298,0.1676,0.0633,-0.0079
46.399,D,0.240,-0.240,0.000,0.000,0.1752,-0.1752,-0.0374,0.2187,0.1378,0.0435
46.419,D,0.300,-0.300,0.000,0.000,0.1890,-0.1890,0.1800,-0.1800,0.2378,-0.0565
46.440,D,0.360,-0.360,0.218,0.073,0.2028,-0.2028,-0.4587,-0.4409,0.1378,-0.1565
46.460,D,0.420,-0.420,0.430,-0.072,0.2166,-0.2166,-0.5365,0.1515,0.0378,-0.0651
46.479,D,0.480,-0.480,0.294,-0.220,0.2304,-0.2304,0.4518,0.2161,0.1378,-0.0143
46.500,D,0.540,-0.540,0.218,-0.145,0.2442,-0.2442,0.3839,-0.4252,0.2378,-0.1143
46.519,D,0.600,-0.600,0.363,-0.145,0.2580,-0.2580,-0.2202,-0.2731,0.1378,-0.2143
46.540,D,0.660,-0.660,0.434,-0.289,0.2718,-0.2718,-0.0426,0.1382,0.2292,-0.1336
46.560,D,0.720,-0.720,0.509,-0.437,0.2856,-0.2856,-0.0623,0.1983,0.2233,-0.0873
46.580,D,0.780,-0.780,0.653,-0.435,0.2994,-0.2994,-0.2826,-0.2102,0.1233,-0.1873
46.600,D,0.840,-0.840,0.725,-0.435,0.3132,-0.3132,-0.1122,-0.2431,0.2010,-0.2873
46.621,D,0.900,-0.900,0.798,-0.653,0.3270,-0.3270,-0.1201,0.3955,0.2069,-0.1873
46.641,D,0.960,-0.960,0.922,-0.851,0.3408,-0.3408,-0.2869,0.4302,0.1069,-0.0873
46.661,D,1.020,-1.020,0.957,-0.809,0.3546,-0.3546,-0.0488,-0.2304,0.2069,-0.1873
46.681,D,1.080,-1.080,0.949,-0.876,0.3684,-0.3684,0.0981,0.0436,0.3069,-0.2873
46.701,D,1.140,-1.140,1.089,-1.016,0.3822,-0.3822,-0.3198,0.2772,0.2069,-0.1873
46.722,D,1.200,-1.200,1.163,-1.163,0.3960,-0.3960,-0.1641,0.3456,0.2319,-0.0873
46.741,D,1.200,-1.200,1.234,-1.161,0.3960,-0.3960,-0.1969,-0.0283,0.1991,-0.1873
46.762,D,1.200,-1.200,1.306,-1.161,0.3960,-0.3960,-0.2425,-0.0256,0.1535,-0.2873
46.782,D,1.200,-1.200,1.306,-1.306,0.3960,-0.3960,-0.0644,0.4272,0.2535,-0.1873
46.804,D,1.200,-1.200,1.305,-1.450,0.3960,-0.3960,-0.0617,0.5111,0.3343,-0.0873
46.824,W,1.260,-1.140,1.444,-1.444,0.4098,-0.3822,-0.4571,0.1671,0.2343,-0.1873
46.844,W,1.320,-1.080,1.530,-1.457,0.4236,-0.3684,-0.3408,0.2582,0.1343,-0.1102
46.865,W,1.380,-1.020,1.548,-1.477,0.4374,-0.3546,-0.1449,0.3256,0.2343,-0.0290
46.884,W,1.440,-0.960,1.453,-1.526,0.4512,-0.3408,0.2283,0.4606,0.3343,0.0710
46.903,W,1.500,-0.900,1.531,-1.385,0.4650,-0.3270,-0.2117,-0.0620,0.2533,-0.0290
46.922,W,1.560,-0.840,1.606,-1.241,0.4788,-0.3132,-0.2152,-0.1195,0.2636,-0.1290
46.943,W,1.620,-0.780,1.593,-1.231,0.4926,-0.2994,0.0477,0.2461,0.3636,-0.0533
46.963,W,1.680,-0.720,1.608,-1.315,0.5064,-0.2856,0.0067,0.5684,0.4636,0.0467
46.983,W,1.740,-0.660,1.753,-1.241,0.5202,-0.2718,-0.3699,0.1640,0.3636,-0.0533
47.002,W,1.800,-0.600,1.826,-1.095,0.5340,-0.2580,-0.1984,-0.0677,0.3356,-0.1533
47.023,W,1.800,-0.540,1.880,-1.157,0.5340,-0.2442,-0.1835,0.5238,0.3505,-0.0533
47.043,W,1.800,-0.480,1.893,-1.237,0.5340,-0.2304,-0.0868,0.6558,0.4472,0.0467
47.062,W,1.800,-0.420,1.959,-1.161,0.5340,-0.2166,-0.2603,0.2524,0.3472,0.0358
47.083,W,1.800,-0.360,1.959,-1.088,0.5340,-0.2028,-0.0950,0.2552,0.4390,0.0524
47.103,W,1.800,-0.300,2.020,-0.906,0.5340,-0.1890,-0.2863,-0.0926,0.3390,-0.0476
47.123,W,1.800,-0.240,2.059,-0.809,0.5340,-0.1752,-0.2521,0.0993,0.2819,-0.0759
47.143,W,1.800,-0.180,1.967,-0.874,0.5340,-0.1614,0.1304,0.5796,0.3819,0.0241
47.162,W,1.800,-0.120,1.967,-0.801,0.5340,-0.1476,-0.1009,0.2271,0.4331,0.0795
47.182,W,1.800,-0.060,2.034,-0.654,0.5340,-0.1338,-0.3080,-0.0128,0.3331,-0.0205
47.201,W,1.800,0.000,1.980,-0.513,0.5340,0.0000,0.0258,-0.0427,0.4331,-0.0427
47.222,W,1.800,0.060,1.973,-0.512,0.5340,0.1338,-0.0862,0.3383,0.4478,0.0573
47.242,A,1.740,0.120,2.096,-0.434,0.5202,0.1476,-0.5207,0.1374,0.3478,0.1573
47.261,A,1.680,0.180,2.182,-0.218,0.5064,0.1614,-0.5165,-0.2997,0.2478,0.0573
47.281,A,1.620,0.240,2.105,0.000,0.4926,0.1752,-0.0982,-0.4016,0.3478,-0.0427
47.301,A,1.560,0.300,2.183,0.000,0.4788,0.1890,-0.5700,0.1800,0.2478,0.0573
47.321,A,1.500,0.360,2.136,-0.074,0.4650,0.2028,-0.2641,0.4444,0.2009,0.1573
47.341,A,1.440,0.420,2.118,0.073,0.4512,0.2166,-0.3595,-0.1585,0.1009,0.0581
47.361,A,1.380,0.480,2.108,0.145,0.4374,0.2304,-0.4119,0.0200,0.0255,0.1581
47.381,A,1.320,0.540,1.956,0.145,0.4236,0.2442,-0.0026,0.2382,0.1255,0.2581
47.402,A,1.260,0.600,1.871,0.360,0.4098,0.2580,-0.1547,-0.3933,0.2255,0.1581
47.423,A,1.200,0.660,1.762,0.514,0.3960,0.2718,-0.0641,-0.2975,0.3255,0.0581
47.442,A,1.140,0.720,1.892,0.510,0.3822,0.2856,-0.7778,0.1372,0.2255,0.1581
47.463,A,1.080,0.780,1.926,0.571,0.3684,0.2994,-0.5926,-0.0275,0.1255,0.2581
47.484,A,1.020,0.840,1.949,0.650,0.3546,0.3132,-0.6141,-0.0832,0.0255,0.2300
47.504,A,0.960,0.900,1.777,0.815,0.3408,0.3270,-0.0614,-0.3610,0.1255,0.1300
47.523,A,0.900,0.960,1.794,0.933,0.3270,0.3408,-0.5776,-0.2795,0.0255,0.0613
47.542,A,0.840,1.020,1.788,0.930,0.3132,0.3546,-0.5531,0.0624,-0.0745,0.1613
47.563,A,0.780,1.080,1.615,0.881,0.2994,0.3684,-0.0699,0.2408,0.0255,0.2613
47.582,A,0.720,1.140,1.472,0.957,0.2856,0.3822,-0.0923,-0.0788,0.1255,0.3034
47.602,A,0.660,1.200,1.438,1.150,0.2718,0.3960,-0.3815,-0.4541,0.0255,0.2034
47.623,A,0.600,1.200,1.453,1.235,0.2580,0.3960,-0.5510,-0.2337,-0.0745,0.1623
47.643,A,0.540,1.200,1.284,1.284,0.2442,0.3960,-0.0228,-0.1723,0.0255,0.2237
47.662,A,0.480,1.200,1.116,1.190,0.2304,0.3960,0.0397,0.2418,0.1255,0.3237
47.683,A,0.420,1.200,1.083,1.372,0.2166,0.3960,-0.3166,-0.5586,0.0255,0.2237
47.703,A,0.360,1.200,1.162,1.525,0.2028,0.3960,-0.6794,-0.5789,-0.0745,0.1237
47.722,A,0.300,1.200,1.020,1.457,0.1890,0.3960,-0.0766,0.0162,0.0255,0.2237
47.742,A,0.240,1.200,0.870,1.523,0.1752,0.3960,-0.0041,-0.3590,0.1255,0.1237
47.762,A,0.180,1.200,0.798,1.451,0.1614,0.3960,-0.1896,0.0308,0.0255,0.2237
47.782,A,0.120,1.200,0.871,1.524,0.1476,0.3960,-0.6320,-0.3763,-0.0745,0.1237
47.801,A,0.060,1.200,0.725,1.596,0.1338,0.3960,-0.0363,-0.4184,0.0255,0.0237
47.821,A,-0.000,1.200,0.641,1.495,0.0000,0.3960,-0.1729,0.0746,-0.0745,0.1237
47.841,A,-0.060,1.200,0.517,1.478,-0.1338,0.3960,-0.0377,-0.1235,-0.1715,0.2237
47.860,A,-0.120,1.200,0.290,1.524,-0.1476,0.3960,0.3213,-0.3102,-0.0715,0.1237
47.881,A,-0.180,1.200,0.073,1.524,-0.1614,0.3960,0.3929,-0.1926,0.0285,0.2034
47.901,A,-0.240,1.200,0.000,1.596,-0.1752,0.3960,0.0374,-0.4173,-0.0715,0.1034
47.921,A,-0.300,1.200,0.000,1.596,-0.1890,0.3960,-0.1800,-0.2402,-0.1715,0.1558
47.941,A,-0.360,1.200,-0.073,1.523,-0.2028,0.3960,0.0088,-0.0101,-0.1940,0.2558
47.962,A,-0.420,1.200,-0.290,1.522,-0.2166,0.3960,0.4655,-0.1910,-0.0940,0.2050
47.981,A,-0.480,1.200,-0.363,1.669,-0.2304,0.3960,0.1121,-0.6495,-0.1183,0.1050
48.001,A,-0.540,1.200,-0.358,1.573,-0.2442,0.3960,-0.1227,0.0160,-0.2183,0.2050
48.022,A,-0.600,1.200,-0.501,1.576,-0.2580,0.3960,0.3001,-0.2309,-0.1183,0.1651
48.043,A,-0.660,1.200,-0.654,1.599,-0.2718,0.3960,0.3790,-0.2994,-0.0183,0.0966
48.062,A,-0.720,1.200,-0.656,1.530,-0.2856,0.3960,-0.0353,-0.0237,-0.1183,0.1966
48.083,A,-0.780,1.200,-0.592,1.553,-0.2994,0.3960,-0.2730,-0.2694,-0.2183,0.1266
48.103,A,-0.840,1.200,-0.727,1.527,-0.3132,0.3960,0.2708,-0.1313,-0.1183,0.2266
48.123,A,-0.900,1.200,-0.868,1.519,-0.3270,0.3960,0.3330,-0.1711,-0.0183,0.2249
48.142,A,-0.960,1.200,-0.855,1.568,-0.3408,0.3960,-0.0946,-0.3436,-0.1183,0.1249
48.162,A,-1.020,1.200,-0.741,1.482,-0.3546,0.3960,-0.4531,0.0463,-0.2183,0.2249
48.182,A,-1.080,1.200,-0.871,1.596,-0.3684,0.3960,0.1987,-0.5242,-0.1697,0.1249
48.203,A,-1.140,1.200,-1.069,1.497,-0.3822,0.3960,0.4541,0.0704,-0.0697,0.2249
48.222,A,-1.200,1.200,-1.034,1.476,-0.3960,0.3960,-0.1891,-0.1145,-0.1697,0.2815
48.243,A,-1.200,1.200,-1.017,1.525,-0.3960,0.3960,-0.1527,-0.3159,-0.2697,0.1815
48.263,A,-1.200,1.200,-1.088,1.596,-0.3960,0.3960,0.1115,-0.4152,-0.2845,0.0815
48.282,A,-1.200,1.200,-1.222,1.582,-0.3960,0.3960,0.3495,-0.1943,-0.1845,0.1815
48.304,A,-1.200,1.200,-1.347,1.489,-0.3960,0.3960,0.3993,0.0600,-0.0845,0.2815
48.323,A,-1.200,1.200,-1.349,1.424,-0.3960,0.3960,0.0949,0.0271,-0.1845,0.3815
48.344,A,-1.200,1.200,-1.367,1.583,-0.3960,0.3960,0.1453,-0.6270,-0.2507,0.2815
48.363,A,-1.200,1.200,-1.348,1.632,-0.3960,0.3960,0.0407,-0.3807,-0.3507,0.1815
48.384,A,-1.200,1.200,-1.497,1.572,-0.3960,0.3960,0.5507,-0.0732,-0.2507,0.2815
48.404,A,-1.200,1.200,-1.519,1.591,-0.3960,0.3960,0.2458,-0.2831,-0.1507,0.1815
48.423,A,-1.200,1.200,-1.583,1.583,-0.3960,0.3960,0.3891,-0.2084,-0.0507,0.1876
48.442,A,-1.200,1.200,-1.458,1.531,-0.3960,0.3960,-0.1563,-0.0696,-0.1507,0.2876
48.462,A,-1.200,1.200,-1.381,1.527,-0.3960,0.3960,-0.0830,-0.1856,-0.2507,0.2104
48.483,A,-1.200,1.200,-1.384,1.457,-0.3960,0.3960,0.1182,0.0195,-0.2778,0.3104
48.503,A,-1.200,1.200,-1.448,1.520,-0.3960,0.3960,0.3074,-0.3496,-0.1778,0.2104
48.523,A,-1.200,1.200,-1.454,1.599,-0.3960,0.3960,0.1675,-0.4373,-0.2285,0.1104
48.543,A,-1.200,1.200,-1.523,1.451,-0.3960,0.3960,0.3674,0.2209,-0.1285,0.2104
48.563,A,-1.200,1.200,-1.523,1.451,-0.3960,0.3960,0.1943,-0.1507,-0.2017,0.2453
48.584,A,-1.200,1.200,-1.523,1.523,-0.3960,0.3960,0.1932,-0.3746,-0.2028,0.1453
48.604,A,-1.200,1.200,-1.596,1.451,-0.3960,0.3960,0.4202,0.0295,-0.1028,0.2453
48.622,W,-1.140,1.260,-1.590,1.518,-0.3822,0.4098,0.2542,-0.3211,-0.1280,0.1453
48.642,W,-1.080,1.320,-1.529,1.529,-0.3684,0.4236,0.1161,-0.1525,-0.2280,0.2453
48.664,W,-1.020,1.380,-1.523,1.451,-0.3546,0.4374,0.2887,0.1521,-0.1280,0.3453
48.684,W,-0.960,1.440,-1.597,1.524,-0.3408,0.4512,0.5652,-0.2335,-0.0280,0.2453
48.705,W,-0.900,1.500,-1.547,1.617,-0.3270,0.4650,0.2634,-0.3030,-0.0636,0.1620
48.723,W,-0.840,1.560,-1.423,1.573,-0.3132,0.4788,0.0405,0.1030,-0.1636,0.2620
48.742,W,-0.780,1.620,-1.378,1.596,-0.2994,0.4926,0.2467,-0.0427,-0.0636,0.3620
48.763,W,-0.720,1.680,-1.378,1.523,-0.2856,0.5064,0.3951,0.2751,0.0364,0.4620
48.784,W,-0.660,1.740,-1.199,1.693,-0.2718,0.5202,-0.1231,-0.3974,-0.0636,0.3620
48.803,W,-0.600,1.800,-1.162,1.816,-0.2580,0.5340,0.2447,-0.3168,-0.0133,0.2620
48.823,W,-0.540,1.800,-1.092,1.820,-0.2442,0.5340,0.1559,-0.0229,-0.0883,0.3620
48.842,W,-0.480,1.800,-1.023,1.826,-0.2304,0.5340,0.1518,-0.0302,-0.0786,0.4620
48.862,W,-0.420,1.800,-1.024,1.756,-0.2166,0.5340,0.3661,0.2031,0.0214,0.5620
48.882,W,-0.360,1.800,-1.082,1.660,-0.2028,0.5340,0.5793,0.3239,0.1214,0.6620
48.902,W,-0.300,1.800,-0.949,1.826,-0.1890,0.5340,0.0567,-0.4299,0.0214,0.5620
48.923,W,-0.240,1.800,-0.717,2.079,-0.1752,0.5340,-0.2948,-0.8016,-0.0786,0.4620
48.943,W,-0.180,1.800,-0.721,2.164,-0.1614,0.5340,0.3355,-0.4295,0.0214,0.3620
48.963,W,-0.120,1.800,-0.743,2.081,-0.1476,0.5340,0.4291,0.0386,0.1214,0.4620
48.981,W,-0.060,1.800,-0.508,2.104,-0.1338,0.5340,-0.3202,-0.2394,0.0214,0.3620
49.001,W,0.000,1.800,-0.286,2.004,0.0000,0.5340,-0.3818,0.1260,-0.0786,0.4620
49.022,W,0.060,1.800,-0.216,1.940,0.1338,0.5340,-0.0115,0.0761,0.0214,0.5620
49.041,W,0.120,1.800,-0.223,2.006,0.1476,0.5340,0.2239,-0.2871,0.1214,0.4620
49.061,W,0.180,1.800,-0.145,2.103,0.1614,0.5340,0.0005,-0.4251,0.1619,0.3620
49.081,W,0.240,1.800,0.000,2.076,0.1752,0.5340,-0.2186,-0.0971,0.0619,0.4369
49.102,W,0.300,1.800,0.147,1.985,0.1890,0.5340,-0.2759,0.1151,-0.0381,0.5369
49.121,W,0.360,1.800,0.073,2.176,0.2028,0.5340,0.3587,-0.7042,0.0619,0.4369
49.141,W,0.420,1.800,0.000,2.176,0.2166,0.5340,0.4334,-0.2248,0.1619,0.3369
49.161,W,0.480,1.800,0.000,2.104,0.2304,0.5340,0.2880,-0.0032,0.2619,0.4369
49.181,W,0.540,1.800,0.218,2.031,0.2442,0.5340,-0.3505,0.0456,0.1619,0.5369
49.202,W,0.600,1.800,0.435,2.031,0.2580,0.5340,-0.4452,-0.1390,0.0619,0.4369
49.221,W,0.660,1.800,0.496,2.126,0.2718,0.5340,-0.0538,-0.4340,0.1619,0.3369
49.241,W,0.720,1.800,0.510,2.040,0.2856,0.5340,0.0915,0.0725,0.2619,0.4369
49.262,W,0.780,1.800,0.586,1.905,0.2994,0.5340,-0.0741,0.2744,0.2253,0.5369
49.282,W,0.840,1.800,0.729,1.969,0.3132,0.5340,-0.2913,-0.2613,0.1253,0.4369
49.302,W,0.900,1.800,0.872,2.035,0.3270,0.5340,-0.3400,-0.3051,0.0253,0.3369
49.322,W,0.960,1.800,0.800,2.037,0.3408,0.5340,0.2745,-0.1494,0.1253,0.3846
49.342,W,1.020,1.800,0.653,1.958,0.3546,0.5340,0.5895,0.1027,0.2253,0.4846
49.362,W,1.080,1.800,0.726,1.959,0.3684,0.5340,0.0308,-0.0968,0.3253,0.4372
49.382,W,1.140,1.800,0.562,2.037,0.3822,0.5340,0.7558,-0.3375,0.4253,0.3372
49.403,W,1.200,1.800,0.657,1.970,0.3960,0.5340,0.0889,0.0648,0.4849,0.4372
49.424,W,1.260,1.800,1.086,1.955,0.4098,0.5340,-0.9698,-0.0563,0.3849,0.4777
49.444,W,1.320,1.800,1.309,2.037,0.4236,0.5340,-0.5506,-0.3448,0.2849,0.3777
49.463,W,1.380,1.800,1.310,2.038,0.4374,0.5340,0.0395,-0.1464,0.3849,0.3876
49.483,W,1.440,1.800,1.021,2.043,0.4512,0.5340,0.9733,-0.1570,0.4849,0.3770
49.505,W,1.500,1.800,1.163,2.035,0.4650,0.5340,-0.1508,-0.1208,0.3849,0.4132
49.526,W,1.560,1.800,1.589,2.022,0.4788,0.5340,-1.0000,-0.1026,0.2849,0.4314
49.545,W,1.620,1.800,1.535,1.973,0.4926,0.5340,0.1863,0.0188,0.3849,0.5314
49.566,W,1.680,1.800,1.598,2.034,0.5064,0.5340,-0.1098,-0.2935,0.3966,0.4314
49.587,W,1.740,1.800,1.665,2.171,0.5202,0.5340,-0.1208,-0.5651,0.3994,0.3314
49.607,W,1.800,1.800,1.752,2.118,0.5340,0.5340,-0.1908,-0.0564,0.3432,0.4314
49.629,W,1.800,1.800,1.809,2.171,0.5340,0.5340,-0.1480,-0.3561,0.3860,0.3314
49.648,W,1.800,1.800,1.885,2.103,0.5340,0.5340,-0.2399,-0.0104,0.2941,0.4314
49.668,W,1.800,1.800,1.887,2.105,0.5340,0.5340,-0.0588,-0.1896,0.3941,0.3444
49.688,W,1.800,1.800,1.963,2.036,0.5340,0.5340,-0.2867,0.0328,0.2941,0.4444
49.708,W,1.800,1.800,1.940,2.012,0.5340,0.5340,-0.0260,-0.0679,0.3941,0.4661
49.728,W,1.800,1.800,1.910,2.056,0.5340,0.5340,0.0099,-0.2655,0.4941,0.3661
49.751,W,1.800,1.800,1.940,2.084,0.5340,0.5340,-0.1610,-0.2391,0.3941,0.2949
49.772,D,1.740,1.740,1.981,1.981,0.5202,0.5202,-0.2452,0.1133,0.2941,0.3949
49.789,D,1.680,1.680,2.111,2.033,0.5064,0.5064,-0.5839,-0.3412,0.1941,0.2949
49.806,D,1.620,1.620,1.858,1.929,0.4926,0.4926,0.4889,0.0722,0.2941,0.3949
49.826,D,1.560,1.560,1.921,1.921,0.4788,0.4788,-0.3741,-0.1958,0.1941,0.2949
49.846,D,1.500,1.500,1.810,1.882,0.4650,0.4650,0.0925,-0.1317,0.2941,0.3333
49.866,D,1.440,1.440,1.745,1.817,0.4512,0.4512,-0.0207,-0.0649,0.3941,0.3863
49.886,D,1.380,1.380,1.749,1.889,0.4374,0.4374,-0.2326,-0.4855,0.2941,0.2863
49.906,D,1.320,1.320,1.817,1.817,0.4236,0.4236,-0.4662,-0.1158,0.1941,0.3078
49.925,D,1.260,1.260,1.822,1.822,0.4098,0.4098,-0.3501,-0.3503,0.0941,0.2078
49.944,D,1.200,1.200,1.677,1.750,0.3960,0.3960,0.0758,-0.1500,0.1941,0.2460
49.963,D,1.200,1.140,1.597,1.670,0.3960,0.3822,-0.0382,-0.1169,0.2941,0.2653
49.982,D,1.200,1.080,1.530,1.603,0.3960,0.3684,-0.0320,-0.1485,0.3640,0.2199
50.002,D,1.200,1.020,1.537,1.537,0.3960,0.3546,-0.2184,-0.1442,0.2640,0.2104
50.023,D,1.200,0.960,1.668,1.378,0.3960,0.3408,-0.6089,0.1464,0.1640,0.3104
50.042,D,1.200,0.900,1.541,1.468,0.3960,0.3270,0.1122,-0.5657,0.2640,0.2104
50.062,D,1.200,0.840,1.519,1.446,0.3960,0.3132,-0.1342,-0.3093,0.2618,0.1104
50.082,S,1.140,0.780,1.523,1.305,0.3822,0.2994,-0.2398,0.0378,0.1618,0.2104
50.102,S,1.080,0.720,1.529,1.165,0.3684,0.2856,-0.2842,0.0843,0.0842,0.3104
50.122,S,1.020,0.660,1.378,1.161,0.3546,0.2718,0.1609,-0.2903,0.1842,0.2104
50.145,S,0.960,0.600,1.304,1.232,0.3408,0.2580,-0.0222,-0.5573,0.2842,0.1104
50.164,S,0.900,0.540,1.306,1.234,0.3270,0.2442,-0.2473,-0.4202,0.1842,0.0104
50.183,S,0.840,0.480,1.306,1.016,0.3132,0.2304,-0.2789,0.2236,0.0842,0.1104
50.202,S,0.780,0.420,1.293,0.862,0.2994,0.2166,-0.2746,0.1195,0.0248,0.2104
50.222,S,0.720,0.360,1.074,0.788,0.2856,0.2028,0.3338,-0.0713,0.1248,0.1315
50.240,S,0.660,0.300,0.892,0.818,0.2718,0.1890,0.3159,-0.3861,0.2248,0.0315
50.260,S,0.600,0.240,0.860,0.717,0.2580,0.1752,-0.0760,-0.0334,0.1820,0.1315
50.280,S,0.540,0.180,0.877,0.585,0.2442,0.1614,-0.2456,0.0867,0.0820,0.2315
50.300,S,0.480,0.120,0.801,0.582,0.2304,0.1476,-0.0013,-0.2713,0.1820,0.1315
50.320,S,0.420,0.060,0.795,0.578,0.2166,0.1338,-0.2096,-0.2996,0.0820,0.0315
50.340,S,0.360,-0.000,0.729,0.510,0.2028,0.0000,-0.0571,-0.1372,0.1457,-0.0685
50.360,S,0.300,-0.060,0.580,0.218,0.1890,-0.1338,0.2037,0.5654,0.2457,0.0315
50.380,S,0.240,-0.120,0.580,0.000,0.1752,-0.1476,-0.2045,0.4720,0.1457,0.1315
50.399,S,0.180,-0.180,0.576,0.000,0.1614,-0.1614,-0.2274,-0.1080,0.0457,0.0315
50.420,S,0.120,-0.240,0.439,0.073,0.1476,-0.1752,0.1529,-0.3706,0.1457,-0.0685
50.440,S,0.060,-0.300,0.363,0.000,0.1338,-0.1890,0.0087,0.0028,0.1425,-0.1685
50.460,S,-0.000,-0.360,0.362,-0.072,0.0000,-0.2028,-0.2172,0.0087,0.0425,-0.1941
